Labels,sca-30-t3_final,
1273.000,2.11125175E+6,
1274.000,2.11191825E+6,
1275.000,2.11257875E+6,
1276.000,2.11323325E+6,
1277.000,2.11388200E+6,
1278.000,2.11452450E+6,
1279.000,2.11516125E+6,
1280.00,2.11579200E+6,
1281.000,2.11641700E+6,
1282.000,2.11703600E+6,
1283.000,2.11764950E+6,
1284.000,2.11825700E+6,
1285.000,2.11885850E+6,
1286.000,2.11945425E+6,
1287.000,2.12004425E+6,
1288.000,2.12062825E+6,
1289.000,2.12120675E+6,
1290.00,2.12177925E+6,
1291.000,2.12234625E+6,
1292.000,2.12290725E+6,
1293.000,2.12346275E+6,
1294.000,2.12401275E+6,
1295.000,2.12455650E+6,
1296.000,2.12509475E+6,
1297.000,2.12562750E+6,
1298.000,2.12615475E+6,
1299.000,2.12667600E+6,
1300.00,2.12719200E+6,
1301.000,2.12770200E+6,
1302.000,2.12820650E+6,
1303.000,2.12870550E+6,
1304.000,2.12919900E+6,
1305.000,2.12968650E+6,
1306.000,2.13016925E+6,
1307.000,2.13064550E+6,
1308.000,2.13111700E+6,
1309.000,2.13158275E+6,
1310.00,2.13204325E+6,
1311.000,2.13249750E+6,
1312.000,2.13294725E+6,
1313.000,2.13339075E+6,
1314.000,2.13382950E+6,
1315.000,2.13426225E+6,
1316.000,2.13469000E+6,
1317.000,2.13511225E+6,
1318.000,2.13552900E+6,
1319.000,2.13594025E+6,
1320.00,2.13634650E+6,
1321.000,2.13674700E+6,
1322.000,2.13714250E+6,
1323.000,2.13753275E+6,
1324.000,2.13791725E+6,
1325.000,2.13829675E+6,
1326.000,2.13867125E+6,
1327.000,2.13904000E+6,
1328.000,2.13940375E+6,
1329.000,2.13976225E+6,
1330.00,2.14011550E+6,
1331.000,2.14046350E+6,
1332.000,2.14080650E+6,
1333.000,2.14114400E+6,
1334.000,2.14147650E+6,
1335.000,2.14180375E+6,
1336.000,2.14212625E+6,
1337.000,2.14244325E+6,
1338.000,2.14275525E+6,
1339.000,2.14306225E+6,
1340.00,2.14336400E+6,
1341.000,2.14366050E+6,
1342.000,2.14395200E+6,
1343.000,2.14423875E+6,
1344.000,2.14452025E+6,
1345.000,2.14479700E+6,
1346.000,2.14506825E+6,
1347.000,2.14533475E+6,
1348.000,2.14559650E+6,
1349.000,2.14585325E+6,
1350.00,2.14610450E+6,
1351.000,2.14635125E+6,
1352.000,2.14659325E+6,
1353.000,2.14683000E+6,
1354.000,2.14706200E+6,
1355.000,2.14728875E+6,
1356.000,2.14751125E+6,
1357.000,2.14772850E+6,
1358.000,2.14794075E+6,
1359.000,2.14814875E+6,
1360.00,2.14835150E+6,
1361.000,2.14854950E+6,
1362.000,2.14874250E+6,
1363.000,2.14893100E+6,
1364.000,2.14911475E+6,
1365.000,2.14929375E+6,
1366.000,2.14946775E+6,
1367.000,2.14963725E+6,
1368.000,2.14980175E+6,
1369.000,2.14996175E+6,
1370.00,2.15011725E+6,
1371.000,2.15026775E+6,
1372.000,2.15041400E+6,
1373.000,2.15055525E+6,
1374.000,2.15069175E+6,
1375.000,2.15082375E+6,
1376.000,2.15095125E+6,
1377.000,2.15107425E+6,
1378.000,2.15119225E+6,
1379.000,2.15130625E+6,
1380.00,2.15141525E+6,
1381.000,2.15151975E+6,
1382.000,2.15161975E+6,
1383.000,2.15171550E+6,
1384.000,2.15180650E+6,
1385.000,2.15189275E+6,
1386.000,2.15197500E+6,
1387.000,2.15205250E+6,
1388.000,2.15212550E+6,
1389.000,2.15219400E+6,
1390.00,2.15225850E+6,
1391.000,2.15231825E+6,
1392.000,2.15237375E+6,
1393.000,2.15242475E+6,
1394.000,2.15247125E+6,
1395.000,2.15251350E+6,
1396.000,2.15255150E+6,
1397.000,2.15258500E+6,
1398.000,2.15261425E+6,
1399.000,2.15263925E+6,
1400.00,2.15266000E+6,
1401.000,2.15267625E+6,
1402.000,2.15268825E+6,
1403.000,2.15269600E+6,
1404.000,2.15269950E+6,
1405.000,2.15269875E+6,
1406.000,2.15269375E+6,
1407.000,2.15268475E+6,
1408.000,2.15267125E+6,
1409.000,2.15265375E+6,
1410.00,2.15263200E+6,
1411.000,2.15260625E+6,
1412.000,2.15257575E+6,
1413.000,2.15254150E+6,
1414.000,2.15250325E+6,
1415.000,2.15246100E+6,
1416.000,2.15241450E+6,
1417.000,2.15236375E+6,
1418.000,2.15230900E+6,
1419.000,2.15225025E+6,
1420.00,2.15218725E+6,
1421.000,2.15212050E+6,
1422.000,2.15204975E+6,
1423.000,2.15197475E+6,
1424.000,2.15189550E+6,
1425.000,2.15181275E+6,
1426.000,2.15172600E+6,
1427.000,2.15163500E+6,
1428.000,2.15154000E+6,
1429.000,2.15144125E+6,
1430.00,2.15133825E+6,
1431.000,2.15123175E+6,
1432.000,2.15112150E+6,
1433.000,2.15100675E+6,
1434.000,2.15088850E+6,
1435.000,2.15076650E+6,
1436.000,2.15064025E+6,
1437.000,2.15051050E+6,
1438.000,2.15037650E+6,
1439.000,2.15023900E+6,
1440.00,2.15009750E+6,
1441.000,2.14995250E+6,
1442.000,2.14980325E+6,
1443.000,2.14965075E+6,
1444.000,2.14949400E+6,
1445.000,2.14933400E+6,
1446.000,2.14916975E+6,
1447.000,2.14900225E+6,
1448.000,2.14883050E+6,
1449.000,2.14865575E+6,
1450.00,2.14847675E+6,
1451.000,2.14829425E+6,
1452.000,2.14810800E+6,
1453.000,2.14791800E+6,
1454.000,2.14772475E+6,
1455.000,2.14752750E+6,
1456.000,2.14732650E+6,
1457.000,2.14712250E+6,
1458.000,2.14691425E+6,
1459.000,2.14670275E+6,
1460.00,2.14648775E+6,
1461.000,2.14626900E+6,
1462.000,2.14604675E+6,
1463.000,2.14582100E+6,
1464.000,2.14559175E+6,
1465.000,2.14535875E+6,
1466.000,2.14512250E+6,
1467.000,2.14488250E+6,
1468.000,2.14463950E+6,
1469.000,2.14439250E+6,
1470.00,2.14414225E+6,
1471.000,2.14388850E+6,
1472.000,2.14363100E+6,
1473.000,2.14337075E+6,
1474.000,2.14310700E+6,
1475.000,2.14283925E+6,
1476.000,2.14256875E+6,
1477.000,2.14229425E+6,
1478.000,2.14201700E+6,
1479.000,2.14173600E+6,
1480.00,2.14145150E+6,
1481.000,2.14116400E+6,
1482.000,2.14087300E+6,
1483.000,2.14057875E+6,
1484.000,2.14028150E+6,
1485.000,2.13998050E+6,
1486.000,2.13967675E+6,
1487.000,2.13936925E+6,
1488.000,2.13905850E+6,
1489.000,2.13874475E+6,
1490.00,2.13842750E+6,
1491.000,2.13810675E+6,
1492.000,2.13778325E+6,
1493.000,2.13745650E+6,
1494.000,2.13712675E+6,
1495.000,2.13679350E+6,
1496.000,2.13645725E+6,
1497.000,2.13611775E+6,
1498.000,2.13577525E+6,
1499.000,2.13542950E+6,
1500.00,2.13508050E+6,
1501.000,2.13472825E+6,
1502.000,2.13437325E+6,
1503.000,2.13401500E+6,
1504.000,2.13365400E+6,
1505.000,2.13328950E+6,
1506.000,2.13292200E+6,
1507.000,2.13255125E+6,
1508.000,2.13217800E+6,
1509.000,2.13180125E+6,
1510.00,2.13142175E+6,
1511.000,2.13103925E+6,
1512.000,2.13065350E+6,
1513.000,2.13026500E+6,
1514.000,2.12987350E+6,
1515.000,2.12947875E+6,
1516.000,2.12908100E+6,
1517.000,2.12868075E+6,
1518.000,2.12827750E+6,
1519.000,2.12787100E+6,
1520.00,2.12746200E+6,
1521.000,2.12704975E+6,
1522.000,2.12663450E+6,
1523.000,2.12621675E+6,
1524.000,2.12579575E+6,
1525.000,2.12537225E+6,
1526.000,2.12494575E+6,
1527.000,2.12451625E+6,
1528.000,2.12408400E+6,
1529.000,2.12364900E+6,
1530.00,2.12321125E+6,
1531.000,2.12277050E+6,
1532.000,2.12232700E+6,
1533.000,2.12188075E+6,
1534.000,2.12143175E+6,
1535.000,2.12098025E+6,
1536.000,2.12052525E+6,
1537.000,2.12006825E+6,
1538.000,2.11960800E+6,
1539.000,2.11914550E+6,
1540.00,2.11867975E+6,
1541.000,2.11821200E+6,
1542.000,2.11774075E+6,
1543.000,2.11726750E+6,
1544.000,2.11679100E+6,
1545.000,2.11631250E+6,
1546.000,2.11583075E+6,
1547.000,2.11534675E+6,
1548.000,2.11485975E+6,
1549.000,2.11437025E+6,
1550.00,2.11387850E+6,
1551.000,2.11338350E+6,
1552.000,2.11288650E+6,
1553.000,2.11238650E+6,
1554.000,2.11188400E+6,
1555.000,2.11137925E+6,
1556.000,2.11087175E+6,
1557.000,2.11036150E+6,
1558.000,2.10984900E+6,
1559.000,2.10933375E+6,
1560.00,2.10881600E+6,
1561.000,2.10829575E+6,
1562.000,2.10777300E+6,
1563.000,2.10724800E+6,
1564.000,2.10672025E+6,
1565.000,2.10619025E+6,
1566.000,2.10565750E+6,
1567.000,2.10512225E+6,
1568.000,2.10458500E+6,
1569.000,2.10404500E+6,
1570.00,2.10350250E+6,
1571.000,2.10295775E+6,
1572.000,2.10241075E+6,
1573.000,2.10186125E+6,
1574.000,2.10130900E+6,
1575.000,2.10075450E+6,
1576.000,2.10019800E+6,
1577.000,2.09963900E+6,
1578.000,2.09907750E+6,
1579.000,2.09851350E+6,
1580.00,2.09794750E+6,
1581.000,2.09737900E+6,
1582.000,2.09680825E+6,
1583.000,2.09623525E+6,
1584.000,2.09565975E+6,
1585.000,2.09508188E+6,
1586.000,2.09450213E+6,
1587.000,2.09392000E+6,
1588.000,2.09333550E+6,
1589.000,2.09274875E+6,
1590.00,2.09215975E+6,
1591.000,2.09156863E+6,
1592.000,2.09097513E+6,
1593.000,2.09037950E+6,
1594.000,2.08978175E+6,
1595.000,2.08918150E+6,
1596.000,2.08857913E+6,
1597.000,2.08797463E+6,
1598.000,2.08736825E+6,
1599.000,2.08675913E+6,
1600.00,2.08614825E+6,
1601.000,2.08553525E+6,
1602.000,2.08492000E+6,
1603.000,2.08430275E+6,
1604.000,2.08368313E+6,
1605.000,2.08306150E+6,
1606.000,2.08243788E+6,
1607.000,2.08181213E+6,
1608.000,2.08118425E+6,
1609.000,2.08055438E+6,
1610.00,2.07992225E+6,
1611.000,2.07928813E+6,
1612.000,2.07865200E+6,
1613.000,2.07801375E+6,
1614.000,2.07737350E+6,
1615.000,2.07673125E+6,
1616.000,2.07608713E+6,
1617.000,2.07544050E+6,
1618.000,2.07479250E+6,
1619.000,2.07414200E+6,
1620.00,2.07348975E+6,
1621.000,2.07283538E+6,
1622.000,2.07217925E+6,
1623.000,2.07152100E+6,
1624.000,2.07086100E+6,
1625.000,2.07019875E+6,
1626.000,2.06953475E+6,
1627.000,2.06886850E+6,
1628.000,2.06820088E+6,
1629.000,2.06753100E+6,
1630.00,2.06685925E+6,
1631.000,2.06618575E+6,
1632.000,2.06551013E+6,
1633.000,2.06483263E+6,
1634.000,2.06415338E+6,
1635.000,2.06347213E+6,
1636.000,2.06278925E+6,
1637.000,2.06210438E+6,
1638.000,2.06141775E+6,
1639.000,2.06072925E+6,
1640.00,2.06003888E+6,
1641.000,2.05934663E+6,
1642.000,2.05865275E+6,
1643.000,2.05795675E+6,
1644.000,2.05725925E+6,
1645.000,2.05655988E+6,
1646.000,2.05585875E+6,
1647.000,2.05515588E+6,
1648.000,2.05445125E+6,
1649.000,2.05374463E+6,
1650.00,2.05303650E+6,
1651.000,2.05232663E+6,
1652.000,2.05161500E+6,
1653.000,2.05090163E+6,
1654.000,2.05018638E+6,
1655.000,2.04946950E+6,
1656.000,2.04875100E+6,
1657.000,2.04803075E+6,
1658.000,2.04730888E+6,
1659.000,2.04658525E+6,
1660.00,2.04585988E+6,
1661.000,2.04513300E+6,
1662.000,2.04440425E+6,
1663.000,2.04367413E+6,
1664.000,2.04294225E+6,
1665.000,2.04220875E+6,
1666.000,2.04147325E+6,
1667.000,2.04073675E+6,
1668.000,2.03999838E+6,
1669.000,2.03925825E+6,
1670.00,2.03851663E+6,
1671.000,2.03777325E+6,
1672.000,2.03702863E+6,
1673.000,2.03628213E+6,
1674.000,2.03553438E+6,
1675.000,2.03478475E+6,
1676.000,2.03403363E+6,
1677.000,2.03328100E+6,
1678.000,2.03252688E+6,
1679.000,2.03177113E+6,
1680.00,2.03101375E+6,
1681.000,2.03025513E+6,
1682.000,2.02949488E+6,
1683.000,2.02873313E+6,
1684.000,2.02796988E+6,
1685.000,2.02720500E+6,
1686.000,2.02643875E+6,
1687.000,2.02567113E+6,
1688.000,2.02490188E+6,
1689.000,2.02413125E+6,
1690.00,2.02335900E+6,
1691.000,2.02258538E+6,
1692.000,2.02181050E+6,
1693.000,2.02103400E+6,
1694.000,2.02025588E+6,
1695.000,2.01947650E+6,
1696.000,2.01869575E+6,
1697.000,2.01791363E+6,
1698.000,2.01713000E+6,
1699.000,2.01634513E+6,
1700.00,2.01555875E+6,
1701.000,2.01477100E+6,
1702.000,2.01398200E+6,
1703.000,2.01319150E+6,
1704.000,2.01239938E+6,
1705.000,2.01160613E+6,
1706.000,2.01081163E+6,
1707.000,2.01001575E+6,
1708.000,2.00921838E+6,
1709.000,2.00842000E+6,
1710.00,2.00762000E+6,
1711.000,2.00681863E+6,
1712.000,2.00601625E+6,
1713.000,2.00521225E+6,
1714.000,2.00440713E+6,
1715.000,2.00360063E+6,
1716.000,2.00279300E+6,
1717.000,2.00198388E+6,
1718.000,2.00117363E+6,
1719.000,2.00036200E+6,
1720.00,1.99954913E+6,
1721.000,1.99873513E+6,
1722.000,1.99791963E+6,
1723.000,1.99710325E+6,
1724.000,1.99628538E+6,
1725.000,1.99546625E+6,
1726.000,1.99464613E+6,
1727.000,1.99382475E+6,
1728.000,1.99300188E+6,
1729.000,1.99217800E+6,
1730.00,1.99135288E+6,
1731.000,1.99052638E+6,
1732.000,1.98969900E+6,
1733.000,1.98887050E+6,
1734.000,1.98804050E+6,
1735.000,1.98720963E+6,
1736.000,1.98637738E+6,
1737.000,1.98554413E+6,
1738.000,1.98470950E+6,
1739.000,1.98387400E+6,
1740.00,1.98303738E+6,
1741.000,1.98219913E+6,
1742.000,1.98136025E+6,
1743.000,1.98052000E+6,
1744.000,1.97967875E+6,
1745.000,1.97883638E+6,
1746.000,1.97799300E+6,
1747.000,1.97714838E+6,
1748.000,1.97630275E+6,
1749.000,1.97545613E+6,
1750.00,1.97460813E+6,
1751.000,1.97375938E+6,
1752.000,1.97290925E+6,
1753.000,1.97205825E+6,
1754.000,1.97120625E+6,
1755.000,1.97035313E+6,
1756.000,1.96949900E+6,
1757.000,1.96864363E+6,
1758.000,1.96778738E+6,
1759.000,1.96693000E+6,
1760.00,1.96607188E+6,
1761.000,1.96521250E+6,
1762.000,1.96435200E+6,
1763.000,1.96349075E+6,
1764.000,1.96262825E+6,
1765.000,1.96176525E+6,
1766.000,1.96090063E+6,
1767.000,1.96003538E+6,
1768.000,1.95916900E+6,
1769.000,1.95830188E+6,
1770.00,1.95743350E+6,
1771.000,1.95656450E+6,
1772.000,1.95569425E+6,
1773.000,1.95482325E+6,
1774.000,1.95395100E+6,
1775.000,1.95307813E+6,
1776.000,1.95220413E+6,
1777.000,1.95132925E+6,
1778.000,1.95045350E+6,
1779.000,1.94957675E+6,
1780.00,1.94869913E+6,
1781.000,1.94782063E+6,
1782.000,1.94694125E+6,
1783.000,1.94606100E+6,
1784.000,1.94517975E+6,
1785.000,1.94429763E+6,
1786.000,1.94341463E+6,
1787.000,1.94253075E+6,
1788.000,1.94164600E+6,
1789.000,1.94076050E+6,
1790.00,1.93987413E+6,
1791.000,1.93898688E+6,
1792.000,1.93809863E+6,
1793.000,1.93720950E+6,
1794.000,1.93631975E+6,
1795.000,1.93542900E+6,
1796.000,1.93453763E+6,
1797.000,1.93364538E+6,
1798.000,1.93275213E+6,
1799.000,1.93185800E+6,
1800.00,1.93096325E+6,
1801.000,1.93006775E+6,
1802.000,1.92917138E+6,
1803.000,1.92827413E+6,
1804.000,1.92737613E+6,
1805.000,1.92647750E+6,
1806.000,1.92557788E+6,
1807.000,1.92467763E+6,
1808.000,1.92377638E+6,
1809.000,1.92287463E+6,
1810.00,1.92197213E+6,
1811.000,1.92106850E+6,
1812.000,1.92016438E+6,
1813.000,1.91925963E+6,
1814.000,1.91835400E+6,
1815.000,1.91744775E+6,
1816.000,1.91654063E+6,
1817.000,1.91563275E+6,
1818.000,1.91472438E+6,
1819.000,1.91381500E+6,
1820.00,1.91290513E+6,
1821.000,1.91199425E+6,
1822.000,1.91108300E+6,
1823.000,1.91017088E+6,
1824.000,1.90925825E+6,
1825.000,1.90834488E+6,
1826.000,1.90743063E+6,
1827.000,1.90651600E+6,
1828.000,1.90560038E+6,
1829.000,1.90468413E+6,
1830.00,1.90376738E+6,
1831.000,1.90284988E+6,
1832.000,1.90193175E+6,
1833.000,1.90101288E+6,
1834.000,1.90009325E+6,
1835.000,1.89917313E+6,
1836.000,1.89825250E+6,
1837.000,1.89733113E+6,
1838.000,1.89640925E+6,
1839.000,1.89548650E+6,
1840.00,1.89456325E+6,
1841.000,1.89363950E+6,
1842.000,1.89271488E+6,
1843.000,1.89178988E+6,
1844.000,1.89086425E+6,
1845.000,1.88993800E+6,
1846.000,1.88901100E+6,
1847.000,1.88808363E+6,
1848.000,1.88715538E+6,
1849.000,1.88622688E+6,
1850.00,1.88529763E+6,
1851.000,1.88436775E+6,
1852.000,1.88343738E+6,
1853.000,1.88250638E+6,
1854.000,1.88157500E+6,
1855.000,1.88064313E+6,
1856.000,1.87971025E+6,
1857.000,1.87877738E+6,
1858.000,1.87784350E+6,
1859.000,1.87690913E+6,
1860.00,1.87597438E+6,
1861.000,1.87503900E+6,
1862.000,1.87410325E+6,
1863.000,1.87316688E+6,
1864.000,1.87223013E+6,
1865.000,1.87129275E+6,
1866.000,1.87035488E+6,
1867.000,1.86941650E+6,
1868.000,1.86847750E+6,
1869.000,1.86753813E+6,
1870.00,1.86659813E+6,
1871.000,1.86565763E+6,
1872.000,1.86471688E+6,
1873.000,1.86377550E+6,
1874.000,1.86283375E+6,
1875.000,1.86189138E+6,
1876.000,1.86094863E+6,
1877.000,1.86000525E+6,
1878.000,1.85906163E+6,
1879.000,1.85811738E+6,
1880.00,1.85717275E+6,
1881.000,1.85622750E+6,
1882.000,1.85528200E+6,
1883.000,1.85433625E+6,
1884.000,1.85338975E+6,
1885.000,1.85244288E+6,
1886.000,1.85149538E+6,
1887.000,1.85054788E+6,
1888.000,1.84959963E+6,
1889.000,1.84865113E+6,
1890.00,1.84770213E+6,
1891.000,1.84675275E+6,
1892.000,1.84580288E+6,
1893.000,1.84485263E+6,
1894.000,1.84390200E+6,
1895.000,1.84295100E+6,
1896.000,1.84199975E+6,
1897.000,1.84104775E+6,
1898.000,1.84009563E+6,
1899.000,1.83914300E+6,
1900.00,1.83819013E+6,
1901.000,1.83723688E+6,
1902.000,1.83628313E+6,
1903.000,1.83532888E+6,
1904.000,1.83437463E+6,
1905.000,1.83341963E+6,
1906.000,1.83246450E+6,
1907.000,1.83150925E+6,
1908.000,1.83055313E+6,
1909.000,1.82959688E+6,
1910.00,1.82864050E+6,
1911.000,1.82768363E+6,
1912.000,1.82672638E+6,
1913.000,1.82576875E+6,
1914.000,1.82481088E+6,
1915.000,1.82385263E+6,
1916.000,1.82289413E+6,
1917.000,1.82193525E+6,
1918.000,1.82097600E+6,
1919.000,1.82001650E+6,
1920.00,1.81905663E+6,
1921.000,1.81809650E+6,
1922.000,1.81713613E+6,
1923.000,1.81617550E+6,
1924.000,1.81521450E+6,
1925.000,1.81425313E+6,
1926.000,1.81329150E+6,
1927.000,1.81232963E+6,
1928.000,1.81136750E+6,
1929.000,1.81040513E+6,
1930.00,1.80944225E+6,
1931.000,1.80847938E+6,
1932.000,1.80751613E+6,
1933.000,1.80655238E+6,
1934.000,1.80558875E+6,
1935.000,1.80462475E+6,
1936.000,1.80366038E+6,
1937.000,1.80269588E+6,
1938.000,1.80173100E+6,
1939.000,1.80076613E+6,
1940.00,1.79980088E+6,
1941.000,1.79883500E+6,
1942.000,1.79786925E+6,
1943.000,1.79690325E+6,
1944.000,1.79593713E+6,
1945.000,1.79497050E+6,
1946.000,1.79400400E+6,
1947.000,1.79303700E+6,
1948.000,1.79206975E+6,
1949.000,1.79110250E+6,
1950.00,1.79013500E+6,
1951.000,1.78916738E+6,
1952.000,1.78819925E+6,
1953.000,1.78723088E+6,
1954.000,1.78626275E+6,
1955.000,1.78529413E+6,
1956.000,1.78432513E+6,
1957.000,1.78335638E+6,
1958.000,1.78238725E+6,
1959.000,1.78141775E+6,
1960.00,1.78044838E+6,
1961.000,1.77947863E+6,
1962.000,1.77850888E+6,
1963.000,1.77753863E+6,
1964.000,1.77656850E+6,
1965.000,1.77559813E+6,
1966.000,1.77462763E+6,
1967.000,1.77365688E+6,
1968.000,1.77268600E+6,
1969.000,1.77171488E+6,
1970.00,1.77074388E+6,
1971.000,1.76977263E+6,
1972.000,1.76880100E+6,
1973.000,1.76782925E+6,
1974.000,1.76685763E+6,
1975.000,1.76588563E+6,
1976.000,1.76491363E+6,
1977.000,1.76394150E+6,
1978.000,1.76296913E+6,
1979.000,1.76199675E+6,
1980.00,1.76102425E+6,
1981.000,1.76005150E+6,
1982.000,1.75907875E+6,
1983.000,1.75810600E+6,
1984.000,1.75713300E+6,
1985.000,1.75615975E+6,
1986.000,1.75518663E+6,
1987.000,1.75421338E+6,
1988.000,1.75323975E+6,
1989.000,1.75226625E+6,
1990.00,1.75129250E+6,
1991.000,1.75031875E+6,
1992.000,1.74934500E+6,
1993.000,1.74837113E+6,
1994.000,1.74739713E+6,
1995.000,1.74642300E+6,
1996.000,1.74544888E+6,
1997.000,1.74447463E+6,
1998.000,1.74350038E+6,
1999.000,1.74252588E+6,
2000.00,1.74155150E+6,
2001.000,1.74057700E+6,
2002.000,1.73960238E+6,
2003.000,1.73862775E+6,
2004.000,1.73765300E+6,
2005.000,1.73667825E+6,
2006.000,1.73570325E+6,
2007.000,1.73472825E+6,
2008.000,1.73375363E+6,
2009.000,1.73277825E+6,
2010.00,1.73180350E+6,
2011.000,1.73082863E+6,
2012.000,1.72985338E+6,
2013.000,1.72887813E+6,
2014.000,1.72790300E+6,
2015.000,1.72692775E+6,
2016.000,1.72595250E+6,
2017.000,1.72497725E+6,
2018.000,1.72400188E+6,
2019.000,1.72302650E+6,
2020.00,1.72205138E+6,
2021.000,1.72107588E+6,
2022.000,1.72010050E+6,
2023.000,1.71912525E+6,
2024.000,1.71814975E+6,
2025.000,1.71717413E+6,
2026.000,1.71619888E+6,
2027.000,1.71522338E+6,
2028.000,1.71424800E+6,
2029.000,1.71327263E+6,
2030.00,1.71229700E+6,
2031.000,1.71132163E+6,
2032.000,1.71034613E+6,
2033.000,1.70937075E+6,
2034.000,1.70839538E+6,
2035.000,1.70742000E+6,
2036.000,1.70644450E+6,
2037.000,1.70546925E+6,
2038.000,1.70449413E+6,
2039.000,1.70351863E+6,
2040.00,1.70254350E+6,
2041.000,1.70156813E+6,
2042.000,1.70059300E+6,
2043.000,1.69961788E+6,
2044.000,1.69864275E+6,
2045.000,1.69766763E+6,
2046.000,1.69669250E+6,
2047.000,1.69571763E+6,
2048.000,1.69474250E+6,
2049.000,1.69376763E+6,
2050.00,1.69279275E+6,
2051.000,1.69181763E+6,
2052.000,1.69084300E+6,
2053.000,1.68986825E+6,
2054.000,1.68889338E+6,
2055.000,1.68791900E+6,
2056.000,1.68694450E+6,
2057.000,1.68596988E+6,
2058.000,1.68499538E+6,
2059.000,1.68402113E+6,
2060.00,1.68304663E+6,
2061.000,1.68207250E+6,
2062.000,1.68109838E+6,
2063.000,1.68012413E+6,
2064.000,1.67915025E+6,
2065.000,1.67817638E+6,
2066.000,1.67720250E+6,
2067.000,1.67622863E+6,
2068.000,1.67525513E+6,
2069.000,1.67428138E+6,
2070.00,1.67330788E+6,
2071.000,1.67233450E+6,
2072.000,1.67136113E+6,
2073.000,1.67038788E+6,
2074.000,1.66941475E+6,
2075.000,1.66844163E+6,
2076.000,1.66746900E+6,
2077.000,1.66649613E+6,
2078.000,1.66552338E+6,
2079.000,1.66455063E+6,
2080.00,1.66357813E+6,
2081.000,1.66260588E+6,
2082.000,1.66163363E+6,
2083.000,1.66066150E+6,
2084.000,1.65968925E+6,
2085.000,1.65871725E+6,
2086.000,1.65774563E+6,
2087.000,1.65677400E+6,
2088.000,1.65580225E+6,
2089.000,1.65483088E+6,
2090.00,1.65385963E+6,
2091.000,1.65288850E+6,
2092.000,1.65191750E+6,
2093.000,1.65094625E+6,
2094.000,1.64997575E+6,
2095.000,1.64900500E+6,
2096.000,1.64803438E+6,
2097.000,1.64706413E+6,
2098.000,1.64609388E+6,
2099.000,1.64512363E+6,
2100.00,1.64415388E+6,
2101.000,1.64318413E+6,
2102.000,1.64221438E+6,
2103.000,1.64124500E+6,
2104.000,1.64027563E+6,
2105.000,1.63930638E+6,
2106.000,1.63833725E+6,
2107.000,1.63736863E+6,
2108.000,1.63639988E+6,
2109.000,1.63543113E+6,
2110.00,1.63446300E+6,
2111.000,1.63349450E+6,
2112.000,1.63252650E+6,
2113.000,1.63155863E+6,
2114.000,1.63059113E+6,
2115.000,1.62962338E+6,
2116.000,1.62865600E+6,
2117.000,1.62768875E+6,
2118.000,1.62672188E+6,
2119.000,1.62575500E+6,
2120.00,1.62478850E+6,
2121.000,1.62382188E+6,
2122.000,1.62285550E+6,
2123.000,1.62188938E+6,
2124.000,1.62092350E+6,
2125.000,1.61995788E+6,
2126.000,1.61899225E+6,
2127.000,1.61802688E+6,
2128.000,1.61706188E+6,
2129.000,1.61609663E+6,
2130.00,1.61513213E+6,
2131.000,1.61416750E+6,
2132.000,1.61320300E+6,
2133.000,1.61223888E+6,
2134.000,1.61127488E+6,
2135.000,1.61031113E+6,
2136.000,1.60934750E+6,
2137.000,1.60838425E+6,
2138.000,1.60742113E+6,
2139.000,1.60645825E+6,
2140.00,1.60549538E+6,
2141.000,1.60453288E+6,
2142.000,1.60357050E+6,
2143.000,1.60260850E+6,
2144.000,1.60164675E+6,
2145.000,1.60068513E+6,
2146.000,1.59972350E+6,
2147.000,1.59876238E+6,
2148.000,1.59780138E+6,
2149.000,1.59684063E+6,
2150.00,1.59588013E+6,
2151.000,1.59491975E+6,
2152.000,1.59395975E+6,
2153.000,1.59299988E+6,
2154.000,1.59204025E+6,
2155.000,1.59108075E+6,
2156.000,1.59012188E+6,
2157.000,1.58916288E+6,
2158.000,1.58820413E+6,
2159.000,1.58724588E+6,
2160.00,1.58628763E+6,
2161.000,1.58532963E+6,
2162.000,1.58437188E+6,
2163.000,1.58341450E+6,
2164.000,1.58245738E+6,
2165.000,1.58150025E+6,
2166.000,1.58054375E+6,
2167.000,1.57958700E+6,
2168.000,1.57863088E+6,
2169.000,1.57767488E+6,
2170.00,1.57671938E+6,
2171.000,1.57576375E+6,
2172.000,1.57480850E+6,
2173.000,1.57385363E+6,
2174.000,1.57289888E+6,
2175.000,1.57194463E+6,
2176.000,1.57099050E+6,
2177.000,1.57003650E+6,
2178.000,1.56908275E+6,
2179.000,1.56812963E+6,
2180.00,1.56717638E+6,
2181.000,1.56622363E+6,
2182.000,1.56527100E+6,
2183.000,1.56431888E+6,
2184.000,1.56336675E+6,
2185.000,1.56241513E+6,
2186.000,1.56146363E+6,
2187.000,1.56051250E+6,
2188.000,1.55956138E+6,
2189.000,1.55861075E+6,
2190.00,1.55766050E+6,
2191.000,1.55671038E+6,
2192.000,1.55576075E+6,
2193.000,1.55481125E+6,
2194.000,1.55386188E+6,
2195.000,1.55291300E+6,
2196.000,1.55196438E+6,
2197.000,1.55101613E+6,
2198.000,1.55006800E+6,
2199.000,1.54912013E+6,
2200.00,1.54817288E+6,
2201.000,1.54722563E+6,
2202.000,1.54627863E+6,
2203.000,1.54533213E+6,
2204.000,1.54438575E+6,
