Labels,T6 data_Apr2019_Fluoracle2,
1271.000,9.82941508E-1,
1272.000,9.83264804E-1,
1273.000,9.83584702E-1,
1274.000,9.83901381E-1,
1275.000,9.84214604E-1,
1276.000,9.84524548E-1,
1277.000,9.84831154E-1,
1278.000,9.85134423E-1,
1279.000,9.85434353E-1,
1280.00,9.85730946E-1,
1281.000,9.86024380E-1,
1282.000,9.86314356E-1,
1283.000,9.86601233E-1,
1284.000,9.86884654E-1,
1285.000,9.87164795E-1,
1286.000,9.87441838E-1,
1287.000,9.87715602E-1,
1288.000,9.87986028E-1,
1289.000,9.88253236E-1,
1290.00,9.88517225E-1,
1291.000,9.88777936E-1,
1292.000,9.89035547E-1,
1293.000,9.89289820E-1,
1294.000,9.89541054E-1,
1295.000,9.89789009E-1,
1296.000,9.90033746E-1,
1297.000,9.90275383E-1,
1298.000,9.90513802E-1,
1299.000,9.90749002E-1,
1300.00,9.90981162E-1,
1301.000,9.91209984E-1,
1302.000,9.91435826E-1,
1303.000,9.91658509E-1,
1304.000,9.91878092E-1,
1305.000,9.92094517E-1,
1306.000,9.92307901E-1,
1307.000,9.92518067E-1,
1308.000,9.92725134E-1,
1309.000,9.92929161E-1,
1310.00,9.93130147E-1,
1311.000,9.93327916E-1,
1312.000,9.93522823E-1,
1313.000,9.93714571E-1,
1314.000,9.93903279E-1,
1315.000,9.94088948E-1,
1316.000,9.94271576E-1,
1317.000,9.94451165E-1,
1318.000,9.94627774E-1,
1319.000,9.94801342E-1,
1320.00,9.94971871E-1,
1321.000,9.95139539E-1,
1322.000,9.95304048E-1,
1323.000,9.95465636E-1,
1324.000,9.95624244E-1,
1325.000,9.95779932E-1,
1326.000,9.95932639E-1,
1327.000,9.96082366E-1,
1328.000,9.96229291E-1,
1329.000,9.96373117E-1,
1330.00,9.96514022E-1,
1331.000,9.96652067E-1,
1332.000,9.96787190E-1,
1333.000,9.96919334E-1,
1334.000,9.97048676E-1,
1335.000,9.97175097E-1,
1336.000,9.97298658E-1,
1337.000,9.97419298E-1,
1338.000,9.97537136E-1,
1339.000,9.97652173E-1,
1340.00,9.97764230E-1,
1341.000,9.97873485E-1,
1342.000,9.97979879E-1,
1343.000,9.98083532E-1,
1344.000,9.98184264E-1,
1345.000,9.98282254E-1,
1346.000,9.98377323E-1,
1347.000,9.98469710E-1,
1348.000,9.98559296E-1,
1349.000,9.98646021E-1,
1350.00,9.98730063E-1,
1351.000,9.98811305E-1,
1352.000,9.98889744E-1,
1353.000,9.98965502E-1,
1354.000,9.99038517E-1,
1355.000,9.99108791E-1,
1356.000,9.99176323E-1,
1357.000,9.99241114E-1,
1358.000,9.99303222E-1,
1359.000,9.99362648E-1,
1360.00,9.99419272E-1,
1361.000,9.99473274E-1,
1362.000,9.99524593E-1,
1363.000,9.99573231E-1,
1364.000,9.99619246E-1,
1365.000,9.99662519E-1,
1366.000,9.99703228E-1,
1367.000,9.99741197E-1,
1368.000,9.99776602E-1,
1369.000,9.99809384E-1,
1370.00,9.99839544E-1,
1371.000,9.99866962E-1,
1372.000,9.99891937E-1,
1373.000,9.99914169E-1,
1374.000,9.99933898E-1,
1375.000,9.99951065E-1,
1376.000,9.99965668E-1,
1377.000,9.99977648E-1,
1378.000,9.99987066E-1,
1379.000,9.99993920E-1,
1380.00,9.99998212E-1,
1381.000,1.00000000E+0,
1382.000,9.99999285E-1,
1383.000,9.99996066E-1,
1384.000,9.99990284E-1,
1385.000,9.99981999E-1,
1386.000,9.99971271E-1,
1387.000,9.99957919E-1,
1388.000,9.99942183E-1,
1389.000,9.99923885E-1,
1390.00,9.99903202E-1,
1391.000,9.99880016E-1,
1392.000,9.99854386E-1,
1393.000,9.99826312E-1,
1394.000,9.99795735E-1,
1395.000,9.99762774E-1,
1396.000,9.99727428E-1,
1397.000,9.99689639E-1,
1398.000,9.99649405E-1,
1399.000,9.99606788E-1,
1400.00,9.99561727E-1,
1401.000,9.99514341E-1,
1402.000,9.99464571E-1,
1403.000,9.99412417E-1,
1404.000,9.99357879E-1,
1405.000,9.99301016E-1,
1406.000,9.99241710E-1,
1407.000,9.99180198E-1,
1408.000,9.99116302E-1,
1409.000,9.99050021E-1,
1410.00,9.98981476E-1,
1411.000,9.98910487E-1,
1412.000,9.98837292E-1,
1413.000,9.98761773E-1,
1414.000,9.98683989E-1,
1415.000,9.98604000E-1,
1416.000,9.98521507E-1,
1417.000,9.98436928E-1,
1418.000,9.98350024E-1,
1419.000,9.98260915E-1,
1420.00,9.98169482E-1,
1421.000,9.98075843E-1,
1422.000,9.97979999E-1,
1423.000,9.97881830E-1,
1424.000,9.97781515E-1,
1425.000,9.97678995E-1,
1426.000,9.97574329E-1,
1427.000,9.97467279E-1,
1428.000,9.97358084E-1,
1429.000,9.97246921E-1,
1430.00,9.97133374E-1,
1431.000,9.97017682E-1,
1432.000,9.96899843E-1,
1433.000,9.96779859E-1,
1434.000,9.96657670E-1,
1435.000,9.96533334E-1,
1436.000,9.96406913E-1,
1437.000,9.96278465E-1,
1438.000,9.96147811E-1,
1439.000,9.96015012E-1,
1440.00,9.95880127E-1,
1441.000,9.95743155E-1,
1442.000,9.95604038E-1,
1443.000,9.95462894E-1,
1444.000,9.95319605E-1,
1445.000,9.95174348E-1,
1446.000,9.95027065E-1,
1447.000,9.94877577E-1,
1448.000,9.94726062E-1,
1449.000,9.94572520E-1,
1450.00,9.94416952E-1,
1451.000,9.94259417E-1,
1452.000,9.94099736E-1,
1453.000,9.93938148E-1,
1454.000,9.93774474E-1,
1455.000,9.93608952E-1,
1456.000,9.93441224E-1,
1457.000,9.93271708E-1,
1458.000,9.93100107E-1,
1459.000,9.92926478E-1,
1460.00,9.92750883E-1,
1461.000,9.92573500E-1,
1462.000,9.92393970E-1,
1463.000,9.92212534E-1,
1464.000,9.92029250E-1,
1465.000,9.91843879E-1,
1466.000,9.91656780E-1,
1467.000,9.91467655E-1,
1468.000,9.91276622E-1,
1469.000,9.91083682E-1,
1470.00,9.90888834E-1,
1471.000,9.90692139E-1,
1472.000,9.90493476E-1,
1473.000,9.90293026E-1,
1474.000,9.90090728E-1,
1475.000,9.89886403E-1,
1476.000,9.89680409E-1,
1477.000,9.89472330E-1,
1478.000,9.89262640E-1,
1479.000,9.89050984E-1,
1480.00,9.88837481E-1,
1481.000,9.88622308E-1,
1482.000,9.88405168E-1,
1483.000,9.88186300E-1,
1484.000,9.87965584E-1,
1485.000,9.87743020E-1,
1486.000,9.87518787E-1,
1487.000,9.87292707E-1,
1488.000,9.87064838E-1,
1489.000,9.86835182E-1,
1490.00,9.86603856E-1,
1491.000,9.86370623E-1,
1492.000,9.86135662E-1,
1493.000,9.85899091E-1,
1494.000,9.85660613E-1,
1495.000,9.85420525E-1,
1496.000,9.85178590E-1,
1497.000,9.84935045E-1,
1498.000,9.84689772E-1,
1499.000,9.84442770E-1,
1500.00,9.84194040E-1,
1501.000,9.83943582E-1,
1502.000,9.83691514E-1,
1503.000,9.83437777E-1,
1504.000,9.83182371E-1,
1505.000,9.82925236E-1,
1506.000,9.82666492E-1,
1507.000,9.82406020E-1,
1508.000,9.82143939E-1,
1509.000,9.81880307E-1,
1510.00,9.81614888E-1,
1511.000,9.81347919E-1,
1512.000,9.81079280E-1,
1513.000,9.80809033E-1,
1514.000,9.80537176E-1,
1515.000,9.80263710E-1,
1516.000,9.79988575E-1,
1517.000,9.79712009E-1,
1518.000,9.79433775E-1,
1519.000,9.79153931E-1,
1520.00,9.78872538E-1,
1521.000,9.78589654E-1,
1522.000,9.78305101E-1,
1523.000,9.78019059E-1,
1524.000,9.77731347E-1,
1525.000,9.77442265E-1,
1526.000,9.77151453E-1,
1527.000,9.76859272E-1,
1528.000,9.76565421E-1,
1529.000,9.76270080E-1,
1530.00,9.75973427E-1,
1531.000,9.75675046E-1,
1532.000,9.75375235E-1,
1533.000,9.75073934E-1,
1534.000,9.74771082E-1,
1535.000,9.74466801E-1,
1536.000,9.74161088E-1,
1537.000,9.73853886E-1,
1538.000,9.73545074E-1,
1539.000,9.73234951E-1,
1540.00,9.72923338E-1,
1541.000,9.72610176E-1,
1542.000,9.72295761E-1,
1543.000,9.71979856E-1,
1544.000,9.71662462E-1,
1545.000,9.71343637E-1,
1546.000,9.71023440E-1,
1547.000,9.70701814E-1,
1548.000,9.70378757E-1,
1549.000,9.70054328E-1,
1550.00,9.69728410E-1,
1551.000,9.69401240E-1,
1552.000,9.69072580E-1,
1553.000,9.68742609E-1,
1554.000,9.68411326E-1,
1555.000,9.68078494E-1,
1556.000,9.67744350E-1,
1557.000,9.67408955E-1,
1558.000,9.67072189E-1,
1559.000,9.66734052E-1,
1560.00,9.66394544E-1,
1561.000,9.66053784E-1,
1562.000,9.65711594E-1,
1563.000,9.65368152E-1,
1564.000,9.65023398E-1,
1565.000,9.64677274E-1,
1566.000,9.64329898E-1,
1567.000,9.63981211E-1,
1568.000,9.63631153E-1,
1569.000,9.63279963E-1,
1570.00,9.62927401E-1,
1571.000,9.62573588E-1,
1572.000,9.62218463E-1,
1573.000,9.61862087E-1,
1574.000,9.61504400E-1,
1575.000,9.61145580E-1,
1576.000,9.60785508E-1,
1577.000,9.60424006E-1,
1578.000,9.60061491E-1,
1579.000,9.59697604E-1,
1580.00,9.59332526E-1,
1581.000,9.58966315E-1,
1582.000,9.58598733E-1,
1583.000,9.58230019E-1,
1584.000,9.57860053E-1,
1585.000,9.57489014E-1,
1586.000,9.57116663E-1,
1587.000,9.56743121E-1,
1588.000,9.56368387E-1,
1589.000,9.55992520E-1,
1590.00,9.55615461E-1,
1591.000,9.55237150E-1,
1592.000,9.54857886E-1,
1593.000,9.54477310E-1,
1594.000,9.54095602E-1,
1595.000,9.53712702E-1,
1596.000,9.53328788E-1,
1597.000,9.52943623E-1,
1598.000,9.52557385E-1,
1599.000,9.52170014E-1,
1600.00,9.51781511E-1,
1601.000,9.51391816E-1,
1602.000,9.51000988E-1,
1603.000,9.50609207E-1,
1604.000,9.50216293E-1,
1605.000,9.49822247E-1,
1606.000,9.49427128E-1,
1607.000,9.49030876E-1,
1608.000,9.48633492E-1,
1609.000,9.48235154E-1,
1610.00,9.47835743E-1,
1611.000,9.47435260E-1,
1612.000,9.47033703E-1,
1613.000,9.46631014E-1,
1614.000,9.46227372E-1,
1615.000,9.45822656E-1,
1616.000,9.45416808E-1,
1617.000,9.45010006E-1,
1618.000,9.44602191E-1,
1619.000,9.44193304E-1,
1620.00,9.43783402E-1,
1621.000,9.43372428E-1,
1622.000,9.42960620E-1,
1623.000,9.42547679E-1,
1624.000,9.42133725E-1,
1625.000,9.41718817E-1,
1626.000,9.41302776E-1,
1627.000,9.40885961E-1,
1628.000,9.40468073E-1,
1629.000,9.40049171E-1,
1630.00,9.39629376E-1,
1631.000,9.39208627E-1,
1632.000,9.38786805E-1,
1633.000,9.38363969E-1,
1634.000,9.37940359E-1,
1635.000,9.37515736E-1,
1636.000,9.37090099E-1,
1637.000,9.36663687E-1,
1638.000,9.36236143E-1,
1639.000,9.35807765E-1,
1640.00,9.35378492E-1,
1641.000,9.34948266E-1,
1642.000,9.34517086E-1,
1643.000,9.34085071E-1,
1644.000,9.33652103E-1,
1645.000,9.33218181E-1,
1646.000,9.32783365E-1,
1647.000,9.32347715E-1,
1648.000,9.31911230E-1,
1649.000,9.31473732E-1,
1650.00,9.31035399E-1,
1651.000,9.30596232E-1,
1652.000,9.30156112E-1,
1653.000,9.29715157E-1,
1654.000,9.29273427E-1,
1655.000,9.28830862E-1,
1656.000,9.28387344E-1,
1657.000,9.27942932E-1,
1658.000,9.27497685E-1,
1659.000,9.27051723E-1,
1660.00,9.26604807E-1,
1661.000,9.26157057E-1,
1662.000,9.25708532E-1,
1663.000,9.25259173E-1,
1664.000,9.24809039E-1,
1665.000,9.24358010E-1,
1666.000,9.23906207E-1,
1667.000,9.23453629E-1,
1668.000,9.23000216E-1,
1669.000,9.22546029E-1,
1670.00,9.22091007E-1,
1671.000,9.21635151E-1,
1672.000,9.21178639E-1,
1673.000,9.20721352E-1,
1674.000,9.20263231E-1,
1675.000,9.19804335E-1,
1676.000,9.19344664E-1,
1677.000,9.18884277E-1,
1678.000,9.18423057E-1,
1679.000,9.17961061E-1,
1680.00,9.17498469E-1,
1681.000,9.17034984E-1,
1682.000,9.16570902E-1,
1683.000,9.16105926E-1,
1684.000,9.15640295E-1,
1685.000,9.15173948E-1,
1686.000,9.14706767E-1,
1687.000,9.14238930E-1,
1688.000,9.13770556E-1,
1689.000,9.13301229E-1,
1690.00,9.12831187E-1,
1691.000,9.12360609E-1,
1692.000,9.11889255E-1,
1693.000,9.11417186E-1,
1694.000,9.10944402E-1,
1695.000,9.10470963E-1,
1696.000,9.09996867E-1,
1697.000,9.09522057E-1,
1698.000,9.09046590E-1,
1699.000,9.08570409E-1,
1700.00,9.08093512E-1,
1701.000,9.07616079E-1,
1702.000,9.07137930E-1,
1703.000,9.06659126E-1,
1704.000,9.06179607E-1,
1705.000,9.05699551E-1,
1706.000,9.05218780E-1,
1707.000,9.04737413E-1,
1708.000,9.04255271E-1,
1709.000,9.03772771E-1,
1710.00,9.03289318E-1,
1711.000,9.02805448E-1,
1712.000,9.02320862E-1,
1713.000,9.01835740E-1,
1714.000,9.01349902E-1,
1715.000,9.00863528E-1,
1716.000,9.00376558E-1,
1717.000,8.99888873E-1,
1718.000,8.99400711E-1,
1719.000,8.98911893E-1,
1720.00,8.98422480E-1,
1721.000,8.97932529E-1,
1722.000,8.97441924E-1,
1723.000,8.96950841E-1,
1724.000,8.96459043E-1,
1725.000,8.95966768E-1,
1726.000,8.95473838E-1,
1727.000,8.94980431E-1,
1728.000,8.94486427E-1,
1729.000,8.93991768E-1,
1730.00,8.93496692E-1,
1731.000,8.93000960E-1,
1732.000,8.92504811E-1,
1733.000,8.92008007E-1,
1734.000,8.91510785E-1,
1735.000,8.91012907E-1,
1736.000,8.90514433E-1,
1737.000,8.90015483E-1,
1738.000,8.89516115E-1,
1739.000,8.89016092E-1,
1740.00,8.88515651E-1,
1741.000,8.88014615E-1,
1742.000,8.87513101E-1,
1743.000,8.87011111E-1,
1744.000,8.86508524E-1,
1745.000,8.86005461E-1,
1746.000,8.85501921E-1,
1747.000,8.84997845E-1,
1748.000,8.84493351E-1,
1749.000,8.83988261E-1,
1750.00,8.83482873E-1,
1751.000,8.82976770E-1,
1752.000,8.82470310E-1,
1753.000,8.81963372E-1,
1754.000,8.81455958E-1,
1755.000,8.80948007E-1,
1756.000,8.80439699E-1,
1757.000,8.79930854E-1,
1758.000,8.79421532E-1,
1759.000,8.78911734E-1,
1760.00,8.78401637E-1,
1761.000,8.77890885E-1,
1762.000,8.77379894E-1,
1763.000,8.76868248E-1,
1764.000,8.76356304E-1,
1765.000,8.75843942E-1,
1766.000,8.75331104E-1,
1767.000,8.74817729E-1,
1768.000,8.74304116E-1,
1769.000,8.73789966E-1,
1770.00,8.73275399E-1,
1771.000,8.72760475E-1,
1772.000,8.72245014E-1,
1773.000,8.71729255E-1,
1774.000,8.71213078E-1,
1775.000,8.70696425E-1,
1776.000,8.70179415E-1,
1777.000,8.69662046E-1,
1778.000,8.69144142E-1,
1779.000,8.68626058E-1,
1780.00,8.68107438E-1,
1781.000,8.67588460E-1,
1782.000,8.67069066E-1,
1783.000,8.66549313E-1,
1784.000,8.66029203E-1,
1785.000,8.65508676E-1,
1786.000,8.64987850E-1,
1787.000,8.64466608E-1,
1788.000,8.63945007E-1,
1789.000,8.63423049E-1,
1790.00,8.62900734E-1,
1791.000,8.62377942E-1,
1792.000,8.61854970E-1,
1793.000,8.61331582E-1,
1794.000,8.60807896E-1,
1795.000,8.60283852E-1,
1796.000,8.59759450E-1,
1797.000,8.59234571E-1,
1798.000,8.58709514E-1,
1799.000,8.58184099E-1,
1800.00,8.57658327E-1,
1801.000,8.57132256E-1,
1802.000,8.56605768E-1,
1803.000,8.56079102E-1,
1804.000,8.55552018E-1,
1805.000,8.55024636E-1,
1806.000,8.54496956E-1,
1807.000,8.53968918E-1,
1808.000,8.53440642E-1,
1809.000,8.52912068E-1,
1810.00,8.52383137E-1,
1811.000,8.51853907E-1,
1812.000,8.51324439E-1,
1813.000,8.50794613E-1,
1814.000,8.50264609E-1,
1815.000,8.49734128E-1,
1816.000,8.49203467E-1,
1817.000,8.48672509E-1,
1818.000,8.48141253E-1,
1819.000,8.47609818E-1,
1820.00,8.47078025E-1,
1821.000,8.46545935E-1,
1822.000,8.46013606E-1,
1823.000,8.45481038E-1,
1824.000,8.44948173E-1,
1825.000,8.44415009E-1,
1826.000,8.43881726E-1,
1827.000,8.43348086E-1,
1828.000,8.42814207E-1,
1829.000,8.42279971E-1,
1830.00,8.41745734E-1,
1831.000,8.41210961E-1,
1832.000,8.40676129E-1,
1833.000,8.40141058E-1,
1834.000,8.39605629E-1,
1835.000,8.39070082E-1,
1836.000,8.38534296E-1,
1837.000,8.37998152E-1,
1838.000,8.37461948E-1,
1839.000,8.36925507E-1,
1840.00,8.36388648E-1,
1841.000,8.35851848E-1,
1842.000,8.35314512E-1,
1843.000,8.34777236E-1,
1844.000,8.34239662E-1,
1845.000,8.33701789E-1,
1846.000,8.33163798E-1,
1847.000,8.32625568E-1,
1848.000,8.32087100E-1,
1849.000,8.31548512E-1,
1850.00,8.31009686E-1,
1851.000,8.30470681E-1,
1852.000,8.29931498E-1,
1853.000,8.29392016E-1,
1854.000,8.28852534E-1,
1855.000,8.28312635E-1,
1856.000,8.27772737E-1,
1857.000,8.27232599E-1,
1858.000,8.26692283E-1,
1859.000,8.26151788E-1,
1860.00,8.25611115E-1,
1861.000,8.25070262E-1,
1862.000,8.24529231E-1,
1863.000,8.23988080E-1,
1864.000,8.23446691E-1,
1865.000,8.22905183E-1,
1866.000,8.22363555E-1,
1867.000,8.21821630E-1,
1868.000,8.21279705E-1,
1869.000,8.20737600E-1,
1870.00,8.20195317E-1,
1871.000,8.19652855E-1,
1872.000,8.19110274E-1,
1873.000,8.18567514E-1,
1874.000,8.18024695E-1,
1875.000,8.17481637E-1,
1876.000,8.16938519E-1,
1877.000,8.16395164E-1,
1878.000,8.15851808E-1,
1879.000,8.15308273E-1,
1880.00,8.14764559E-1,
1881.000,8.14220786E-1,
1882.000,8.13676834E-1,
1883.000,8.13132763E-1,
1884.000,8.12588632E-1,
1885.000,8.12044322E-1,
1886.000,8.11499894E-1,
1887.000,8.10955346E-1,
1888.000,8.10410738E-1,
1889.000,8.09866011E-1,
1890.00,8.09321105E-1,
1891.000,8.08776200E-1,
1892.000,8.08231115E-1,
1893.000,8.07685912E-1,
1894.000,8.07140589E-1,
1895.000,8.06595385E-1,
1896.000,8.06049883E-1,
1897.000,8.05504322E-1,
1898.000,8.04958642E-1,
1899.000,8.04412901E-1,
1900.00,8.03867042E-1,
1901.000,8.03321183E-1,
1902.000,8.02775204E-1,
1903.000,8.02229166E-1,
1904.000,8.01683009E-1,
1905.000,8.01136732E-1,
1906.000,8.00590456E-1,
1907.000,8.00044119E-1,
1908.000,7.99497664E-1,
1909.000,7.98951089E-1,
1910.00,7.98404574E-1,
1911.000,7.97857940E-1,
1912.000,7.97311187E-1,
1913.000,7.96764433E-1,
1914.000,7.96217620E-1,
1915.000,7.95670629E-1,
1916.000,7.95123756E-1,
1917.000,7.94576705E-1,
1918.000,7.94029713E-1,
1919.000,7.93482602E-1,
1920.00,7.92935550E-1,
1921.000,7.92388260E-1,
1922.000,7.91841090E-1,
1923.000,7.91293740E-1,
1924.000,7.90746391E-1,
1925.000,7.90199041E-1,
1926.000,7.89651692E-1,
1927.000,7.89104223E-1,
1928.000,7.88556755E-1,
1929.000,7.88009286E-1,
1930.00,7.87461758E-1,
1931.000,7.86914170E-1,
1932.000,7.86366582E-1,
1933.000,7.85819054E-1,
1934.000,7.85271347E-1,
1935.000,7.84723699E-1,
1936.000,7.84176052E-1,
1937.000,7.83628285E-1,
1938.000,7.83080637E-1,
1939.000,7.82532871E-1,
1940.00,7.81985223E-1,
1941.000,7.81437516E-1,
1942.000,7.80889750E-1,
1943.000,7.80341983E-1,
1944.000,7.79794216E-1,
1945.000,7.79246449E-1,
1946.000,7.78698683E-1,
1947.000,7.78150916E-1,
1948.000,7.77603209E-1,
1949.000,7.77055442E-1,
1950.00,7.76507616E-1,
1951.000,7.75959909E-1,
1952.000,7.75412142E-1,
1953.000,7.74864435E-1,
1954.000,7.74316669E-1,
1955.000,7.73769021E-1,
1956.000,7.73221374E-1,
1957.000,7.72673666E-1,
1958.000,7.72126019E-1,
1959.000,7.71578431E-1,
1960.00,7.71030784E-1,
1961.000,7.70483255E-1,
1962.000,7.69935668E-1,
1963.000,7.69388080E-1,
1964.000,7.68840611E-1,
1965.000,7.68293083E-1,
1966.000,7.67745674E-1,
1967.000,7.67198265E-1,
1968.000,7.66650856E-1,
1969.000,7.66103506E-1,
1970.00,7.65556276E-1,
1971.000,7.65008986E-1,
1972.000,7.64461815E-1,
1973.000,7.63914526E-1,
1974.000,7.63367474E-1,
1975.000,7.62820244E-1,
1976.000,7.62273192E-1,
1977.000,7.61726260E-1,
1978.000,7.61179209E-1,
1979.000,7.60632336E-1,
1980.00,7.60085523E-1,
1981.000,7.59538770E-1,
1982.000,7.58992016E-1,
1983.000,7.58445323E-1,
1984.000,7.57898688E-1,
1985.000,7.57352173E-1,
1986.000,7.56805539E-1,
1987.000,7.56259263E-1,
1988.000,7.55712807E-1,
1989.000,7.55166471E-1,
1990.00,7.54620194E-1,
1991.000,7.54074097E-1,
1992.000,7.53527880E-1,
1993.000,7.52981901E-1,
1994.000,7.52435923E-1,
1995.000,7.51890063E-1,
1996.000,7.51344264E-1,
1997.000,7.50798523E-1,
1998.000,7.50252783E-1,
1999.000,7.49707282E-1,
2000.00,7.49161780E-1,
2001.000,7.48616397E-1,
2002.000,7.48071074E-1,
2003.000,7.47525811E-1,
2004.000,7.46980667E-1,
2005.000,7.46435642E-1,
2006.000,7.45890558E-1,
2007.000,7.45345712E-1,
2008.000,7.44800925E-1,
2009.000,7.44256198E-1,
2010.00,7.43711531E-1,
2011.000,7.43167043E-1,
2012.000,7.42622674E-1,
2013.000,7.42078304E-1,
2014.000,7.41534054E-1,
2015.000,7.40989983E-1,
2016.000,7.40445912E-1,
2017.000,7.39902020E-1,
2018.000,7.39358187E-1,
2019.000,7.38814592E-1,
2020.00,7.38270938E-1,
2021.000,7.37727463E-1,
2022.000,7.37184048E-1,
2023.000,7.36640811E-1,
2024.000,7.36097634E-1,
2025.000,7.35554636E-1,
2026.000,7.35011637E-1,
2027.000,7.34468877E-1,
2028.000,7.33926117E-1,
2029.000,7.33383596E-1,
2030.00,7.32841194E-1,
2031.000,7.32298732E-1,
2032.000,7.31756687E-1,
2033.000,7.31214523E-1,
2034.000,7.30672598E-1,
2035.000,7.30130672E-1,
2036.000,7.29588985E-1,
2037.000,7.29047418E-1,
2038.000,7.28505969E-1,
2039.000,7.27964580E-1,
2040.00,7.27423429E-1,
2041.000,7.26882458E-1,
2042.000,7.26341426E-1,
2043.000,7.25800633E-1,
2044.000,7.25260019E-1,
2045.000,7.24719465E-1,
2046.000,7.24179029E-1,
2047.000,7.23638833E-1,
2048.000,7.23098755E-1,
2049.000,7.22558737E-1,
2050.00,7.22018957E-1,
2051.000,7.21479237E-1,
2052.000,7.20939755E-1,
2053.000,7.20400453E-1,
2054.000,7.19861150E-1,
2055.000,7.19322085E-1,
2056.000,7.18783081E-1,
2057.000,7.18244374E-1,
2058.000,7.17705786E-1,
2059.000,7.17167258E-1,
2060.00,7.16628969E-1,
2061.000,7.16090679E-1,
2062.000,7.15552628E-1,
2063.000,7.15014875E-1,
2064.000,7.14477062E-1,
2065.000,7.13939607E-1,
2066.000,7.13402152E-1,
2067.000,7.12864995E-1,
2068.000,7.12327957E-1,
2069.000,7.11791039E-1,
2070.00,7.11254239E-1,
2071.000,7.10717738E-1,
2072.000,7.10181236E-1,
2073.000,7.09645092E-1,
2074.000,7.09108949E-1,
2075.000,7.08573103E-1,
2076.000,7.08037376E-1,
2077.000,7.07501769E-1,
2078.000,7.06966400E-1,
2079.000,7.06431210E-1,
2080.00,7.05896139E-1,
2081.000,7.05361307E-1,
2082.000,7.04826653E-1,
2083.000,7.04291999E-1,
2084.000,7.03757763E-1,
2085.000,7.03223586E-1,
2086.000,7.02689588E-1,
2087.000,7.02155828E-1,
2088.000,7.01622188E-1,
2089.000,7.01088727E-1,
2090.00,7.00555503E-1,
2091.000,7.00022399E-1,
2092.000,6.99489474E-1,
2093.000,6.98956847E-1,
2094.000,6.98424339E-1,
2095.000,6.97892010E-1,
2096.000,6.97359860E-1,
2097.000,6.96827948E-1,
2098.000,6.96296215E-1,
2099.000,6.95764542E-1,
2100.00,6.95233226E-1,
2101.000,6.94702089E-1,
2102.000,6.94171131E-1,
2103.000,6.93640292E-1,
2104.000,6.93109691E-1,
2105.000,6.92579329E-1,
2106.000,6.92049086E-1,
2107.000,6.91519022E-1,
2108.000,6.90989316E-1,
2109.000,6.90459669E-1,
2110.00,6.89930260E-1,
2111.000,6.89401090E-1,
2112.000,6.88872099E-1,
2113.000,6.88343287E-1,
2114.000,6.87814653E-1,
2115.000,6.87286317E-1,
2116.000,6.86758161E-1,
2117.000,6.86230183E-1,
2118.000,6.85702324E-1,
2119.000,6.85174823E-1,
2120.00,6.84647501E-1,
2121.000,6.84120297E-1,
2122.000,6.83593452E-1,
2123.000,6.83066726E-1,
2124.000,6.82540238E-1,
2125.000,6.82013929E-1,
2126.000,6.81487858E-1,
2127.000,6.80962026E-1,
2128.000,6.80436254E-1,
2129.000,6.79910898E-1,
2130.00,6.79385662E-1,
2131.000,6.78860664E-1,
2132.000,6.78335905E-1,
2133.000,6.77811325E-1,
2134.000,6.77286983E-1,
2135.000,6.76762879E-1,
2136.000,6.76239014E-1,
2137.000,6.75715327E-1,
2138.000,6.75191879E-1,
2139.000,6.74668610E-1,
2140.00,6.74145639E-1,
2141.000,6.73622847E-1,
2142.000,6.73100233E-1,
2143.000,6.72577977E-1,
2144.000,6.72055840E-1,
2145.000,6.71534002E-1,
2146.000,6.71012342E-1,
2147.000,6.70490921E-1,
2148.000,6.69969738E-1,
2149.000,6.69448793E-1,
2150.00,6.68928027E-1,
2151.000,6.68407500E-1,
2152.000,6.67887330E-1,
2153.000,6.67367280E-1,
2154.000,6.66847408E-1,
2155.000,6.66327834E-1,
2156.000,6.65808499E-1,
2157.000,6.65289462E-1,
2158.000,6.64770544E-1,
2159.000,6.64252043E-1,
2160.00,6.63733602E-1,
2161.000,6.63215518E-1,
2162.000,6.62697613E-1,
2163.000,6.62179947E-1,
2164.000,6.61662519E-1,
2165.000,6.61145329E-1,
2166.000,6.60628319E-1,
2167.000,6.60111666E-1,
2168.000,6.59595191E-1,
2169.000,6.59079015E-1,
2170.00,6.58563077E-1,
2171.000,6.58047318E-1,
2172.000,6.57531917E-1,
2173.000,6.57016635E-1,
2174.000,6.56501710E-1,
2175.000,6.55986905E-1,
2176.000,6.55472398E-1,
2177.000,6.54958248E-1,
2178.000,6.54444218E-1,
2179.000,6.53930485E-1,
2180.00,6.53416991E-1,
2181.000,6.52903736E-1,
2182.000,6.52390778E-1,
2183.000,6.51878059E-1,
2184.000,6.51365578E-1,
2185.000,6.50853336E-1,
2186.000,6.50341392E-1,
2187.000,6.49829566E-1,
2188.000,6.49318099E-1,
2189.000,6.48806989E-1,
2190.00,6.48295999E-1,
2191.000,6.47785306E-1,
2192.000,6.47274852E-1,
2193.000,6.46764636E-1,
2194.000,6.46254718E-1,
2195.000,6.45745039E-1,
2196.000,6.45235658E-1,
2197.000,6.44726574E-1,
2198.000,6.44217730E-1,
2199.000,6.43709004E-1,
2200.00,6.43200636E-1,
2201.000,6.42692566E-1,
