Labels	T4_data_Sept2014_v2	
1210.00	9.57908034E-1	
1211.000	9.58385527E-1	
1212.000	9.58861232E-1	
1213.000	9.59334970E-1	
1214.000	9.59806919E-1	
1215.000	9.60277259E-1	
1216.000	9.60745692E-1	
1217.000	9.61212516E-1	
1218.000	9.61677849E-1	
1219.000	9.62141633E-1	
1220.00	9.62603629E-1	
1221.000	9.63064194E-1	
1222.000	9.63522971E-1	
1223.000	9.63979900E-1	
1224.000	9.64435041E-1	
1225.000	9.64888155E-1	
1226.000	9.65339422E-1	
1227.000	9.65788364E-1	
1228.000	9.66235220E-1	
1229.000	9.66679573E-1	
1230.00	9.67121542E-1	
1231.000	9.67561066E-1	
1232.000	9.67997968E-1	
1233.000	9.68432069E-1	
1234.000	9.68863368E-1	
1235.000	9.69291985E-1	
1236.000	9.69717622E-1	
1237.000	9.70140338E-1	
1238.000	9.70560372E-1	
1239.000	9.70977426E-1	
1240.00	9.71391618E-1	
1241.000	9.71802771E-1	
1242.000	9.72211182E-1	
1243.000	9.72616613E-1	
1244.000	9.73019063E-1	
1245.000	9.73418653E-1	
1246.000	9.73815203E-1	
1247.000	9.74208772E-1	
1248.000	9.74599481E-1	
1249.000	9.74987209E-1	
1250.00	9.75371897E-1	
1251.000	9.75753546E-1	
1252.000	9.76132274E-1	
1253.000	9.76508021E-1	
1254.000	9.76880729E-1	
1255.000	9.77250278E-1	
1256.000	9.77616727E-1	
1257.000	9.77979958E-1	
1258.000	9.78340089E-1	
1259.000	9.78697062E-1	
1260.00	9.79050756E-1	
1261.000	9.79401171E-1	
1262.000	9.79748249E-1	
1263.000	9.80091989E-1	
1264.000	9.80432332E-1	
1265.000	9.80769455E-1	
1266.000	9.81102943E-1	
1267.000	9.81433094E-1	
1268.000	9.81759667E-1	
1269.000	9.82082963E-1	
1270.00	9.82402802E-1	
1271.000	9.82719004E-1	
1272.000	9.83031869E-1	
1273.000	9.83341157E-1	
1274.000	9.83647108E-1	
1275.000	9.83949542E-1	
1276.000	9.84248459E-1	
1277.000	9.84544039E-1	
1278.000	9.84836221E-1	
1279.000	9.85124886E-1	
1280.00	9.85410154E-1	
1281.000	9.85692143E-1	
1282.000	9.85970795E-1	
1283.000	9.86246288E-1	
1284.000	9.86518383E-1	
1285.000	9.86787081E-1	
1286.000	9.87052560E-1	
1287.000	9.87314880E-1	
1288.000	9.87573802E-1	
1289.000	9.87829566E-1	
1290.00	9.88082111E-1	
1291.000	9.88331318E-1	
1292.000	9.88577425E-1	
1293.000	9.88820314E-1	
1294.000	9.89060104E-1	
1295.000	9.89296913E-1	
1296.000	9.89530504E-1	
1297.000	9.89761233E-1	
1298.000	9.89988863E-1	
1299.000	9.90213633E-1	
1300.00	9.90435183E-1	
1301.000	9.90653932E-1	
1302.000	9.90869820E-1	
1303.000	9.91082728E-1	
1304.000	9.91292715E-1	
1305.000	9.91500080E-1	
1306.000	9.91704702E-1	
1307.000	9.91906762E-1	
1308.000	9.92106259E-1	
1309.000	9.92303193E-1	
1310.00	9.92497802E-1	
1311.000	9.92690265E-1	
1312.000	9.92880225E-1	
1313.000	9.93068337E-1	
1314.000	9.93254125E-1	
1315.000	9.93438125E-1	
1316.000	9.93620217E-1	
1317.000	9.93800461E-1	
1318.000	9.93979037E-1	
1319.000	9.94156063E-1	
1320.00	9.94331300E-1	
1321.000	9.94505048E-1	
1322.000	9.94676948E-1	
1323.000	9.94847238E-1	
1324.000	9.95015860E-1	
1325.000	9.95182693E-1	
1326.000	9.95347857E-1	
1327.000	9.95511413E-1	
1328.000	9.95673060E-1	
1329.000	9.95832920E-1	
1330.00	9.95990992E-1	
1331.000	9.96146977E-1	
1332.000	9.96301115E-1	
1333.000	9.96453226E-1	
1334.000	9.96603131E-1	
1335.000	9.96750951E-1	
1336.000	9.96896386E-1	
1337.000	9.97039258E-1	
1338.000	9.97179747E-1	
1339.000	9.97317433E-1	
1340.00	9.97452497E-1	
1341.000	9.97584939E-1	
1342.000	9.97714341E-1	
1343.000	9.97841120E-1	
1344.000	9.97964799E-1	
1345.000	9.98085320E-1	
1346.000	9.98202801E-1	
1347.000	9.98316944E-1	
1348.000	9.98427987E-1	
1349.000	9.98535633E-1	
1350.00	9.98639762E-1	
1351.000	9.98740315E-1	
1352.000	9.98837411E-1	
1353.000	9.98930991E-1	
1354.000	9.99020636E-1	
1355.000	9.99106765E-1	
1356.000	9.99188840E-1	
1357.000	9.99267101E-1	
1358.000	9.99341607E-1	
1359.000	9.99412000E-1	
1360.00	9.99478459E-1	
1361.000	9.99540985E-1	
1362.000	9.99599576E-1	
1363.000	9.99654233E-1	
1364.000	9.99704957E-1	
1365.000	9.99751568E-1	
1366.000	9.99794304E-1	
1367.000	9.99832809E-1	
1368.000	9.99867380E-1	
1369.000	9.99897897E-1	
1370.00	9.99924362E-1	
1371.000	9.99946833E-1	
1372.000	9.99965370E-1	
1373.000	9.99979973E-1	
1374.000	9.99990463E-1	
1375.000	9.99997139E-1	
1376.000	1.00000000E+0	
1377.000	9.99999106E-1	
1378.000	9.99994457E-1	
1379.000	9.99986172E-1	
1380.00	9.99974191E-1	
1381.000	9.99958813E-1	
1382.000	9.99939859E-1	
1383.000	9.99917507E-1	
1384.000	9.99891818E-1	
1385.000	9.99862611E-1	
1386.000	9.99830365E-1	
1387.000	9.99794722E-1	
1388.000	9.99755979E-1	
1389.000	9.99714136E-1	
1390.00	9.99669194E-1	
1391.000	9.99621391E-1	
1392.000	9.99570549E-1	
1393.000	9.99516845E-1	
1394.000	9.99460399E-1	
1395.000	9.99401152E-1	
1396.000	9.99339283E-1	
1397.000	9.99274850E-1	
1398.000	9.99207854E-1	
1399.000	9.99138534E-1	
1400.00	9.99067008E-1	
1401.000	9.98993158E-1	
1402.000	9.98917103E-1	
1403.000	9.98838961E-1	
1404.000	9.98758912E-1	
1405.000	9.98676896E-1	
1406.000	9.98593211E-1	
1407.000	9.98507619E-1	
1408.000	9.98420119E-1	
1409.000	9.98331368E-1	
1410.00	9.98240769E-1	
1411.000	9.98148799E-1	
1412.000	9.98055339E-1	
1413.000	9.97960687E-1	
1414.000	9.97864783E-1	
1415.000	9.97767687E-1	
1416.000	9.97669637E-1	
1417.000	9.97570455E-1	
1418.000	9.97470260E-1	
1419.000	9.97369349E-1	
1420.00	9.97267544E-1	
1421.000	9.97165024E-1	
1422.000	9.97061729E-1	
1423.000	9.96957719E-1	
1424.000	9.96853113E-1	
1425.000	9.96747971E-1	
1426.000	9.96642113E-1	
1427.000	9.96535599E-1	
1428.000	9.96428549E-1	
1429.000	9.96320844E-1	
1430.00	9.96212304E-1	
1431.000	9.96103287E-1	
1432.000	9.95993316E-1	
1433.000	9.95882928E-1	
1434.000	9.95771825E-1	
1435.000	9.95660007E-1	
1436.000	9.95547593E-1	
1437.000	9.95434821E-1	
1438.000	9.95321333E-1	
1439.000	9.95207191E-1	
1440.00	9.95092571E-1	
1441.000	9.94977415E-1	
1442.000	9.94861662E-1	
1443.000	9.94745195E-1	
1444.000	9.94628131E-1	
1445.000	9.94510472E-1	
1446.000	9.94392097E-1	
1447.000	9.94273186E-1	
1448.000	9.94153619E-1	
1449.000	9.94033396E-1	
1450.00	9.93912637E-1	
1451.000	9.93791163E-1	
1452.000	9.93669152E-1	
1453.000	9.93546367E-1	
1454.000	9.93423283E-1	
1455.000	9.93299723E-1	
1456.000	9.93175387E-1	
1457.000	9.93050754E-1	
1458.000	9.92925525E-1	
1459.000	9.92799878E-1	
1460.00	9.92673635E-1	
1461.000	9.92547095E-1	
1462.000	9.92420018E-1	
1463.000	9.92292464E-1	
1464.000	9.92164373E-1	
1465.000	9.92035747E-1	
1466.000	9.91906643E-1	
1467.000	9.91777003E-1	
1468.000	9.91646767E-1	
1469.000	9.91516054E-1	
1470.00	9.91384983E-1	
1471.000	9.91253197E-1	
1472.000	9.91120994E-1	
1473.000	9.90988076E-1	
1474.000	9.90854442E-1	
1475.000	9.90720153E-1	
1476.000	9.90585089E-1	
1477.000	9.90449131E-1	
1478.000	9.90312278E-1	
1479.000	9.90174234E-1	
1480.00	9.90035236E-1	
1481.000	9.89894867E-1	
1482.000	9.89753485E-1	
1483.000	9.89610553E-1	
1484.000	9.89466190E-1	
1485.000	9.89320636E-1	
1486.000	9.89173174E-1	
1487.000	9.89024341E-1	
1488.000	9.88873661E-1	
1489.000	9.88721430E-1	
1490.00	9.88567233E-1	
1491.000	9.88411129E-1	
1492.000	9.88252997E-1	
1493.000	9.88092959E-1	
1494.000	9.87930715E-1	
1495.000	9.87766325E-1	
1496.000	9.87599909E-1	
1497.000	9.87431347E-1	
1498.000	9.87260520E-1	
1499.000	9.87087429E-1	
1500.00	9.86912072E-1	
1501.000	9.86734748E-1	
1502.000	9.86554921E-1	
1503.000	9.86373246E-1	
1504.000	9.86189365E-1	
1505.000	9.86003280E-1	
1506.000	9.85815167E-1	
1507.000	9.85625148E-1	
1508.000	9.85433102E-1	
1509.000	9.85239089E-1	
1510.00	9.85043406E-1	
1511.000	9.84845638E-1	
1512.000	9.84646261E-1	
1513.000	9.84445214E-1	
1514.000	9.84242141E-1	
1515.000	9.84037578E-1	
1516.000	9.83831108E-1	
1517.000	9.83623028E-1	
1518.000	9.83413279E-1	
1519.000	9.83201563E-1	
1520.00	9.82988477E-1	
1521.000	9.82773542E-1	
1522.000	9.82556999E-1	
1523.000	9.82339263E-1	
1524.000	9.82119918E-1	
1525.000	9.81899381E-1	
1526.000	9.81677711E-1	
1527.000	9.81454790E-1	
1528.000	9.81230915E-1	
1529.000	9.81005847E-1	
1530.00	9.80779886E-1	
1531.000	9.80552793E-1	
1532.000	9.80324745E-1	
1533.000	9.80095804E-1	
1534.000	9.79865849E-1	
1535.000	9.79634762E-1	
1536.000	9.79402840E-1	
1537.000	9.79170024E-1	
1538.000	9.78935957E-1	
1539.000	9.78700936E-1	
1540.00	9.78464901E-1	
1541.000	9.78227615E-1	
1542.000	9.77989256E-1	
1543.000	9.77749705E-1	
1544.000	9.77508903E-1	
1545.000	9.77266669E-1	
1546.000	9.77023065E-1	
1547.000	9.76778209E-1	
1548.000	9.76531744E-1	
1549.000	9.76283848E-1	
1550.00	9.76034284E-1	
1551.000	9.75783229E-1	
1552.000	9.75530565E-1	
1553.000	9.75276470E-1	
1554.000	9.75020647E-1	
1555.000	9.74763215E-1	
1556.000	9.74503934E-1	
1557.000	9.74243104E-1	
1558.000	9.73980486E-1	
1559.000	9.73716140E-1	
1560.00	9.73449945E-1	
1561.000	9.73181903E-1	
1562.000	9.72912431E-1	
1563.000	9.72640991E-1	
1564.000	9.72368062E-1	
1565.000	9.72093403E-1	
1566.000	9.71817434E-1	
1567.000	9.71539617E-1	
1568.000	9.71260548E-1	
1569.000	9.70979869E-1	
1570.00	9.70697880E-1	
1571.000	9.70414460E-1	
1572.000	9.70129848E-1	
1573.000	9.69843984E-1	
1574.000	9.69556868E-1	
1575.000	9.69268799E-1	
1576.000	9.68979776E-1	
1577.000	9.68689919E-1	
1578.000	9.68399048E-1	
1579.000	9.68107700E-1	
1580.00	9.67815399E-1	
1581.000	9.67522681E-1	
1582.000	9.67229426E-1	
1583.000	9.66935873E-1	
1584.000	9.66642201E-1	
1585.000	9.66348231E-1	
1586.000	9.66054201E-1	
1587.000	9.65760231E-1	
1588.000	9.65466321E-1	
1589.000	9.65172470E-1	
1590.00	9.64878976E-1	
1591.000	9.64585841E-1	
1592.000	9.64292765E-1	
1593.000	9.64000285E-1	
1594.000	9.63707745E-1	
1595.000	9.63415623E-1	
1596.000	9.63123560E-1	
1597.000	9.62831676E-1	
1598.000	9.62539732E-1	
1599.000	9.62248147E-1	
1600.00	9.61956441E-1	
1601.000	9.61614072E-1	
1602.000	9.61271465E-1	
1603.000	9.60927486E-1	
1604.000	9.60582614E-1	
1605.000	9.60236490E-1	
1606.000	9.59889531E-1	
1607.000	9.59541321E-1	
1608.000	9.59192395E-1	
1609.000	9.58842337E-1	
1610.00	9.58491325E-1	
1611.000	9.58139539E-1	
1612.000	9.57786322E-1	
1613.000	9.57432389E-1	
1614.000	9.57077682E-1	
1615.000	9.56721723E-1	
1616.000	9.56365049E-1	
1617.000	9.56007540E-1	
1618.000	9.55648720E-1	
1619.000	9.55289245E-1	
1620.00	9.54928875E-1	
1621.000	9.54567492E-1	
1622.000	9.54205394E-1	
1623.000	9.53842461E-1	
1624.000	9.53478336E-1	
1625.000	9.53113496E-1	
1626.000	9.52747822E-1	
1627.000	9.52381194E-1	
1628.000	9.52013731E-1	
1629.000	9.51645732E-1	
1630.00	9.51276362E-1	
1631.000	9.50906456E-1	
1632.000	9.50535834E-1	
1633.000	9.50164378E-1	
1634.000	9.49792147E-1	
1635.000	9.49419081E-1	
1636.000	9.49045002E-1	
1637.000	9.48670208E-1	
1638.000	9.48294818E-1	
1639.000	9.47918832E-1	
1640.00	9.47541714E-1	
1641.000	9.47163999E-1	
1642.000	9.46785450E-1	
1643.000	9.46406245E-1	
1644.000	9.46026325E-1	
1645.000	9.45645690E-1	
1646.000	9.45264399E-1	
1647.000	9.44882333E-1	
1648.000	9.44499493E-1	
1649.000	9.44116056E-1	
1650.00	9.43731904E-1	
1651.000	9.43347216E-1	
1652.000	9.42961574E-1	
1653.000	9.42575514E-1	
1654.000	9.42188561E-1	
1655.000	9.41801310E-1	
1656.000	9.41413283E-1	
1657.000	9.41024542E-1	
1658.000	9.40635204E-1	
1659.000	9.40245271E-1	
1660.00	9.39854801E-1	
1661.000	9.39463615E-1	
1662.000	9.39071953E-1	
1663.000	9.38679695E-1	
1664.000	9.38286781E-1	
1665.000	9.37893212E-1	
1666.000	9.37499285E-1	
1667.000	9.37104702E-1	
1668.000	9.36709821E-1	
1669.000	9.36313868E-1	
1670.00	9.35917854E-1	
1671.000	9.35521066E-1	
1672.000	9.35123980E-1	
1673.000	9.34726298E-1	
1674.000	9.34328139E-1	
1675.000	9.33929265E-1	
1676.000	9.33530271E-1	
1677.000	9.33130503E-1	
1678.000	9.32730377E-1	
1679.000	9.32329834E-1	
1680.00	9.31928813E-1	
1681.000	9.31527495E-1	
1682.000	9.31125462E-1	
1683.000	9.30723071E-1	
1684.000	9.30320382E-1	
1685.000	9.29917157E-1	
1686.000	9.29513752E-1	
1687.000	9.29109871E-1	
1688.000	9.28705335E-1	
1689.000	9.28300679E-1	
1690.00	9.27895486E-1	
1691.000	9.27489817E-1	
1692.000	9.27084088E-1	
1693.000	9.26677883E-1	
1694.000	9.26271319E-1	
1695.000	9.25864577E-1	
1696.000	9.25457418E-1	
1697.000	9.25049782E-1	
1698.000	9.24642086E-1	
1699.000	9.24233973E-1	
1700.00	9.23825562E-1	
1701.000	9.23416734E-1	
1702.000	9.23007905E-1	
1703.000	9.22598541E-1	
1704.000	9.22188938E-1	
1705.000	9.21779096E-1	
1706.000	9.21368957E-1	
1707.000	9.20958757E-1	
1708.000	9.20548260E-1	
1709.000	9.20137346E-1	
1710.00	9.19726551E-1	
1711.000	9.19315338E-1	
1712.000	9.18903828E-1	
1713.000	9.18492496E-1	
1714.000	9.18080628E-1	
1715.000	9.17668700E-1	
1716.000	9.17256534E-1	
1717.000	9.16844130E-1	
1718.000	9.16431963E-1	
1719.000	9.16019261E-1	
1720.00	9.15606558E-1	
1721.000	9.15193737E-1	
1722.000	9.14780796E-1	
1723.000	9.14367557E-1	
1724.000	9.13954258E-1	
1725.000	9.13541019E-1	
1726.000	9.13127780E-1	
1727.000	9.12714422E-1	
1728.000	9.12300825E-1	
1729.000	9.11887228E-1	
1730.00	9.11473334E-1	
1731.000	9.11059499E-1	
1732.000	9.10645902E-1	
1733.000	9.10232067E-1	
1734.000	9.09818411E-1	
1735.000	9.09404576E-1	
1736.000	9.08990622E-1	
1737.000	9.08576906E-1	
1738.000	9.08162951E-1	
1739.000	9.07749057E-1	
1740.00	9.07335222E-1	
1741.000	9.06921387E-1	
1742.000	9.06507671E-1	
1743.000	9.06093836E-1	
1744.000	9.05680358E-1	
1745.000	9.05266404E-1	
1746.000	9.04852867E-1	
1747.000	9.04439390E-1	
1748.000	9.04025972E-1	
1749.000	9.03612792E-1	
1750.00	9.03199673E-1	
1751.000	9.02786434E-1	
1752.000	9.02373493E-1	
1753.000	9.01960790E-1	
1754.000	9.01547849E-1	
1755.000	9.01135325E-1	
1756.000	9.00722682E-1	
1757.000	9.00310457E-1	
1758.000	8.99898291E-1	
1759.000	8.99486244E-1	
1760.00	8.99074554E-1	
1761.000	8.98662865E-1	
1762.000	8.98251355E-1	
1763.000	8.97840142E-1	
1764.000	8.97429168E-1	
1765.000	8.97018313E-1	
1766.000	8.96607637E-1	
1767.000	8.96197379E-1	
1768.000	8.95787299E-1	
1769.000	8.95377398E-1	
1770.00	8.94967616E-1	
1771.000	8.94558489E-1	
1772.000	8.94149244E-1	
1773.000	8.93740296E-1	
1774.000	8.93332005E-1	
1775.000	8.92923653E-1	
1776.000	8.92515719E-1	
1777.000	8.92108023E-1	
1778.000	8.91700804E-1	
1779.000	8.91293645E-1	
1780.00	8.90887022E-1	
1781.000	8.90480518E-1	
1782.000	8.90074611E-1	
1783.000	8.89669001E-1	
1784.000	8.89263809E-1	
1785.000	8.88858855E-1	
1786.000	8.88454378E-1	
1787.000	8.88050020E-1	
1788.000	8.87646317E-1	
1789.000	8.87243032E-1	
1790.00	8.86839867E-1	
1791.000	8.86437476E-1	
1792.000	8.86035383E-1	
1793.000	8.85633647E-1	
1794.000	8.85232389E-1	
1795.000	8.84831488E-1	
1796.000	8.84431064E-1	
1797.000	8.84031236E-1	
1798.000	8.83631945E-1	
1799.000	8.83232892E-1	
1800.00	8.82834375E-1	
