Labels,T2 data_interpolated up to 2500,
2203.000,6.36785865E-1,
2204.000,6.36344731E-1,
2205.000,6.35903656E-1,
2206.000,6.35462821E-1,
2207.000,6.35022223E-1,
2208.000,6.34581745E-1,
2209.000,6.34141445E-1,
2210.00,6.33701324E-1,
2211.000,6.33261442E-1,
2212.000,6.32821679E-1,
2213.000,6.32382095E-1,
2214.000,6.31942689E-1,
2215.000,6.31503522E-1,
2216.000,6.31064534E-1,
2217.000,6.30625665E-1,
2218.000,6.30186975E-1,
2219.000,6.29748523E-1,
2220.00,6.29310250E-1,
2221.000,6.28872216E-1,
2222.000,6.28434300E-1,
2223.000,6.27996564E-1,
2224.000,6.27559006E-1,
2225.000,6.27121687E-1,
2226.000,6.26684487E-1,
2227.000,6.26247585E-1,
2228.000,6.25810742E-1,
2229.000,6.25374138E-1,
2230.00,6.24937713E-1,
2231.000,6.24501526E-1,
2232.000,6.24065459E-1,
2233.000,6.23629689E-1,
2234.000,6.23193979E-1,
2235.000,6.22758508E-1,
2236.000,6.22323275E-1,
2237.000,6.21888161E-1,
2238.000,6.21453345E-1,
2239.000,6.21018648E-1,
2240.00,6.20584130E-1,
2241.000,6.20149851E-1,
2242.000,6.19715750E-1,
2243.000,6.19281769E-1,
2244.000,6.18848085E-1,
2245.000,6.18414581E-1,
2246.000,6.17981255E-1,
2247.000,6.17548108E-1,
2248.000,6.17115140E-1,
2249.000,6.16682410E-1,
2250.00,6.16249919E-1,
2251.000,6.15817606E-1,
2252.000,6.15385473E-1,
2253.000,6.14953458E-1,
2254.000,6.14521682E-1,
2255.000,6.14090145E-1,
2256.000,6.13658905E-1,
2257.000,6.13227725E-1,
2258.000,6.12796783E-1,
2259.000,6.12366021E-1,
2260.00,6.11935496E-1,
2261.000,6.11505151E-1,
2262.000,6.11075103E-1,
2263.000,6.10645115E-1,
2264.000,6.10215425E-1,
2265.000,6.09785855E-1,
2266.000,6.09356582E-1,
2267.000,6.08927429E-1,
2268.000,6.08498573E-1,
2269.000,6.08069897E-1,
2270.00,6.07641339E-1,
2271.000,6.07213080E-1,
2272.000,6.06784999E-1,
2273.000,6.06357098E-1,
2274.000,6.05929554E-1,
2275.000,6.05502069E-1,
2276.000,6.05074823E-1,
2277.000,6.04647756E-1,
2278.000,6.04220927E-1,
2279.000,6.03794277E-1,
2280.00,6.03367925E-1,
2281.000,6.02941751E-1,
2282.000,6.02515817E-1,
2283.000,6.02090001E-1,
2284.000,6.01664424E-1,
2285.000,6.01239145E-1,
2286.000,6.00814044E-1,
2287.000,6.00389063E-1,
2288.000,5.99964440E-1,
2289.000,5.99539936E-1,
2290.00,5.99115610E-1,
2291.000,5.98691642E-1,
2292.000,5.98267794E-1,
2293.000,5.97844124E-1,
2294.000,5.97420752E-1,
2295.000,5.96997559E-1,
2296.000,5.96574545E-1,
2297.000,5.96151888E-1,
2298.000,5.95729411E-1,
2299.000,5.95307052E-1,
2300.00,5.94884932E-1,
2301.000,5.94463050E-1,
2302.000,5.94041407E-1,
2303.000,5.93620062E-1,
2304.000,5.93198776E-1,
2305.000,5.92777848E-1,
2306.000,5.92357039E-1,
2307.000,5.91936529E-1,
2308.000,5.91516197E-1,
2309.000,5.91096163E-1,
2310.00,5.90676248E-1,
2311.000,5.90256631E-1,
2312.000,5.89837253E-1,
2313.000,5.89417994E-1,
2314.000,5.88999033E-1,
2315.000,5.88580370E-1,
2316.000,5.88161826E-1,
2317.000,5.87743521E-1,
2318.000,5.87325454E-1,
2319.000,5.86907625E-1,
2320.00,5.86490035E-1,
2321.000,5.86072683E-1,
2322.000,5.85655570E-1,
2323.000,5.85238636E-1,
2324.000,5.84821999E-1,
2325.000,5.84405482E-1,
2326.000,5.83989322E-1,
2327.000,5.83573282E-1,
2328.000,5.83157599E-1,
2329.000,5.82742035E-1,
2330.00,5.82326770E-1,
2331.000,5.81911683E-1,
2332.000,5.81496835E-1,
2333.000,5.81082225E-1,
2334.000,5.80667973E-1,
2335.000,5.80253839E-1,
2336.000,5.79839945E-1,
2337.000,5.79426348E-1,
2338.000,5.79012930E-1,
2339.000,5.78599751E-1,
2340.00,5.78186810E-1,
2341.000,5.77774167E-1,
2342.000,5.77361703E-1,
2343.000,5.76949418E-1,
2344.000,5.76537490E-1,
2345.000,5.76125741E-1,
2346.000,5.75714290E-1,
2347.000,5.75302958E-1,
2348.000,5.74891984E-1,
2349.000,5.74481189E-1,
2350.00,5.74070632E-1,
2351.000,5.73660314E-1,
2352.000,5.73250294E-1,
2353.000,5.72840512E-1,
2354.000,5.72430968E-1,
2355.000,5.72021604E-1,
2356.000,5.71612537E-1,
2357.000,5.71203709E-1,
2358.000,5.70795119E-1,
2359.000,5.70386827E-1,
2360.00,5.69978714E-1,
2361.000,5.69570839E-1,
2362.000,5.69163263E-1,
2363.000,5.68755925E-1,
2364.000,5.68348825E-1,
2365.000,5.67941964E-1,
2366.000,5.67535341E-1,
2367.000,5.67129016E-1,
2368.000,5.66722870E-1,
2369.000,5.66317022E-1,
2370.00,5.65911412E-1,
2371.000,5.65506101E-1,
2372.000,5.65100968E-1,
2373.000,5.64696133E-1,
2374.000,5.64291537E-1,
2375.000,5.63887179E-1,
2376.000,5.63483059E-1,
2377.000,5.63079238E-1,
2378.000,5.62675714E-1,
2379.000,5.62272370E-1,
2380.00,5.61869264E-1,
2381.000,5.61466455E-1,
2382.000,5.61063886E-1,
2383.000,5.60661614E-1,
2384.000,5.60259521E-1,
2385.000,5.59857786E-1,
2386.000,5.59456229E-1,
2387.000,5.59054911E-1,
2388.000,5.58653891E-1,
2389.000,5.58253109E-1,
2390.00,5.57852685E-1,
2391.000,5.57452440E-1,
2392.000,5.57052433E-1,
2393.000,5.56652665E-1,
2394.000,5.56253254E-1,
2395.000,5.55854082E-1,
2396.000,5.55455148E-1,
2397.000,5.55056512E-1,
2398.000,5.54658115E-1,
2399.000,5.54259956E-1,
2400.00,5.53862035E-1,
2401.000,5.53464353E-1,
2402.000,5.53067088E-1,
2403.000,5.52670002E-1,
2404.000,5.52273154E-1,
2405.000,5.51876605E-1,
2406.000,5.51480293E-1,
2407.000,5.51084280E-1,
2408.000,5.50688505E-1,
2409.000,5.50293088E-1,
2410.00,5.49897850E-1,
2411.000,5.49502909E-1,
2412.000,5.49108207E-1,
2413.000,5.48713803E-1,
2414.000,5.48319638E-1,
2415.000,5.47925830E-1,
2416.000,5.47532201E-1,
2417.000,5.47138929E-1,
2418.000,5.46745837E-1,
2419.000,5.46353042E-1,
2420.00,5.45960546E-1,
2421.000,5.45568228E-1,
2422.000,5.45176387E-1,
2423.000,5.44784665E-1,
2424.000,5.44393241E-1,
2425.000,5.44002116E-1,
2426.000,5.43611228E-1,
2427.000,5.43220639E-1,
2428.000,5.42830348E-1,
2429.000,5.42440295E-1,
2430.00,5.42050600E-1,
2431.000,5.41661024E-1,
2432.000,5.41271806E-1,
2433.000,5.40882945E-1,
2434.000,5.40494204E-1,
2435.000,5.40105939E-1,
2436.000,5.39717853E-1,
2437.000,5.39330065E-1,
2438.000,5.38942516E-1,
2439.000,5.38555205E-1,
2440.00,5.38168252E-1,
2441.000,5.37781596E-1,
2442.000,5.37395239E-1,
2443.000,5.37009120E-1,
2444.000,5.36623240E-1,
2445.000,5.36237717E-1,
2446.000,5.35852432E-1,
2447.000,5.35467446E-1,
2448.000,5.35082757E-1,
2449.000,5.34698367E-1,
2450.00,5.34314215E-1,
2451.000,5.33930361E-1,
2452.000,5.33546865E-1,
2453.000,5.33163548E-1,
2454.000,5.32780647E-1,
2455.000,5.32397926E-1,
2456.000,5.32015562E-1,
2457.000,5.31633377E-1,
2458.000,5.31251550E-1,
2459.000,5.30870020E-1,
2460.00,5.30488729E-1,
2461.000,5.30107915E-1,
2462.000,5.29727221E-1,
2463.000,5.29346824E-1,
2464.000,5.28966725E-1,
2465.000,5.28586984E-1,
2466.000,5.28207481E-1,
2467.000,5.27828336E-1,
2468.000,5.27449369E-1,
2469.000,5.27070761E-1,
2470.00,5.26692510E-1,
2471.000,5.26314437E-1,
2472.000,5.25936723E-1,
2473.000,5.25559247E-1,
2474.000,5.25182188E-1,
2475.000,5.24805367E-1,
2476.000,5.24428785E-1,
2477.000,5.24052560E-1,
2478.000,5.23676574E-1,
2479.000,5.23300946E-1,
2480.00,5.22925615E-1,
2481.000,5.22550583E-1,
2482.000,5.22175848E-1,
2483.000,5.21801412E-1,
2484.000,5.21427274E-1,
2485.000,5.21053433E-1,
2486.000,5.20679832E-1,
2487.000,5.20306587E-1,
2488.000,5.19933760E-1,
2489.000,5.19561112E-1,
2490.00,5.19188762E-1,
2491.000,5.18816710E-1,
2492.000,5.18444955E-1,
2493.000,5.18073618E-1,
2494.000,5.17702520E-1,
2495.000,5.17331719E-1,
2496.000,5.16961217E-1,
2497.000,5.16590953E-1,
2498.000,5.16221106E-1,
2499.000,5.15851498E-1,
2500.00,5.15482247E-1,
