Labels,T2 data_interpolated up to 2500,
1271.000,9.97718632E-1,
1272.000,9.97812510E-1,
1273.000,9.97904003E-1,
1274.000,9.97993469E-1,
1275.000,9.98081088E-1,
1276.000,9.98167098E-1,
1277.000,9.98251736E-1,
1278.000,9.98335123E-1,
1279.000,9.98417318E-1,
1280.00,9.98498499E-1,
1281.000,9.98578668E-1,
1282.000,9.98657823E-1,
1283.000,9.98736024E-1,
1284.000,9.98813152E-1,
1285.000,9.98889208E-1,
1286.000,9.98964012E-1,
1287.000,9.99037445E-1,
1288.000,9.99109387E-1,
1289.000,9.99179661E-1,
1290.00,9.99248087E-1,
1291.000,9.99314487E-1,
1292.000,9.99378562E-1,
1293.000,9.99440312E-1,
1294.000,9.99499440E-1,
1295.000,9.99555767E-1,
1296.000,9.99609172E-1,
1297.000,9.99659479E-1,
1298.000,9.99706566E-1,
1299.000,9.99750316E-1,
1300.00,9.99790609E-1,
1301.000,9.99827385E-1,
1302.000,9.99860585E-1,
1303.000,9.99890208E-1,
1304.000,9.99916136E-1,
1305.000,9.99938369E-1,
1306.000,9.99956906E-1,
1307.000,9.99971569E-1,
1308.000,9.99982417E-1,
1309.000,9.99989450E-1,
1310.00,9.99992549E-1,
1311.000,9.99991477E-1,
1312.000,9.99986231E-1,
1313.000,9.99976814E-1,
1314.000,9.99962747E-1,
1315.000,9.99944150E-1,
1316.000,9.99920607E-1,
1317.000,9.99891996E-1,
1318.000,9.99858081E-1,
1319.000,9.99818623E-1,
1320.00,9.99773383E-1,
1321.000,9.99722123E-1,
1322.000,9.99664485E-1,
1323.000,9.99600410E-1,
1324.000,9.99529600E-1,
1325.000,9.99451816E-1,
1326.000,9.99366999E-1,
1327.000,9.99274969E-1,
1328.000,9.99175489E-1,
1329.000,9.99068618E-1,
1330.00,9.98954237E-1,
1331.000,9.98832405E-1,
1332.000,9.98703063E-1,
1333.000,9.98566389E-1,
1334.000,9.98422384E-1,
1335.000,9.98271286E-1,
1336.000,9.98113275E-1,
1337.000,9.97948587E-1,
1338.000,9.97777343E-1,
1339.000,9.97599959E-1,
1340.00,9.97416675E-1,
1341.000,9.97227788E-1,
1342.000,9.97033715E-1,
1343.000,9.96834815E-1,
1344.000,9.96631503E-1,
1345.000,9.96424079E-1,
1346.000,9.96212959E-1,
1347.000,9.95998561E-1,
1348.000,9.95781302E-1,
1349.000,9.95561481E-1,
1350.00,9.95339632E-1,
1351.000,9.95115876E-1,
1352.000,9.94890690E-1,
1353.000,9.94664311E-1,
1354.000,9.94437099E-1,
1355.000,9.94209349E-1,
1356.000,9.93981123E-1,
1357.000,9.93752718E-1,
1358.000,9.93524253E-1,
1359.000,9.93295908E-1,
1360.00,9.93067741E-1,
1361.000,9.92840052E-1,
1362.000,9.92612660E-1,
1363.000,9.92385805E-1,
1364.000,9.92159426E-1,
1365.000,9.91933703E-1,
1366.000,9.91708636E-1,
1367.000,9.91484106E-1,
1368.000,9.91260290E-1,
1369.000,9.91037190E-1,
1370.00,9.90814745E-1,
1371.000,9.90592957E-1,
1372.000,9.90371883E-1,
1373.000,9.90151346E-1,
1374.000,9.89931464E-1,
1375.000,9.89712059E-1,
1376.000,9.89493191E-1,
1377.000,9.89274740E-1,
1378.000,9.89056647E-1,
1379.000,9.88838851E-1,
1380.00,9.88621175E-1,
1381.000,9.88403618E-1,
1382.000,9.88186061E-1,
1383.000,9.87968445E-1,
1384.000,9.87750709E-1,
1385.000,9.87532675E-1,
1386.000,9.87314224E-1,
1387.000,9.87095416E-1,
1388.000,9.86876011E-1,
1389.000,9.86656010E-1,
1390.00,9.86435413E-1,
1391.000,9.86213923E-1,
1392.000,9.85991657E-1,
1393.000,9.85768437E-1,
1394.000,9.85544264E-1,
1395.000,9.85319138E-1,
1396.000,9.85092878E-1,
1397.000,9.84865487E-1,
1398.000,9.84636843E-1,
1399.000,9.84407067E-1,
1400.00,9.84175980E-1,
1401.000,9.83943701E-1,
1402.000,9.83709991E-1,
1403.000,9.83474970E-1,
1404.000,9.83238637E-1,
1405.000,9.83000815E-1,
1406.000,9.82761741E-1,
1407.000,9.82521117E-1,
1408.000,9.82279122E-1,
1409.000,9.82035637E-1,
1410.00,9.81790781E-1,
1411.000,9.81544495E-1,
1412.000,9.81296718E-1,
1413.000,9.81047511E-1,
1414.000,9.80796814E-1,
1415.000,9.80544746E-1,
1416.000,9.80291247E-1,
1417.000,9.80036318E-1,
1418.000,9.79779899E-1,
1419.000,9.79522109E-1,
1420.00,9.79262829E-1,
1421.000,9.79002297E-1,
1422.000,9.78740275E-1,
1423.000,9.78476882E-1,
1424.000,9.78212059E-1,
1425.000,9.77945924E-1,
1426.000,9.77678478E-1,
1427.000,9.77409601E-1,
1428.000,9.77139413E-1,
1429.000,9.76867914E-1,
1430.00,9.76595044E-1,
1431.000,9.76320982E-1,
1432.000,9.76045489E-1,
1433.000,9.75768745E-1,
1434.000,9.75490749E-1,
1435.000,9.75211501E-1,
1436.000,9.74930942E-1,
1437.000,9.74649131E-1,
1438.000,9.74366009E-1,
1439.000,9.74081755E-1,
1440.00,9.73796248E-1,
1441.000,9.73509490E-1,
1442.000,9.73221481E-1,
1443.000,9.72932339E-1,
1444.000,9.72642004E-1,
1445.000,9.72350419E-1,
1446.000,9.72057641E-1,
1447.000,9.71763670E-1,
1448.000,9.71468508E-1,
1449.000,9.71172273E-1,
1450.00,9.70874846E-1,
1451.000,9.70576227E-1,
1452.000,9.70276415E-1,
1453.000,9.69975591E-1,
1454.000,9.69673514E-1,
1455.000,9.69370306E-1,
1456.000,9.69065964E-1,
1457.000,9.68760610E-1,
1458.000,9.68454003E-1,
1459.000,9.68146324E-1,
1460.00,9.67837572E-1,
1461.000,9.67527747E-1,
1462.000,9.67216730E-1,
1463.000,9.66904640E-1,
1464.000,9.66591477E-1,
1465.000,9.66277242E-1,
1466.000,9.65961933E-1,
1467.000,9.65645492E-1,
1468.000,9.65328038E-1,
1469.000,9.65009511E-1,
1470.00,9.64689910E-1,
1471.000,9.64369237E-1,
1472.000,9.64047551E-1,
1473.000,9.63724792E-1,
1474.000,9.63401020E-1,
1475.000,9.63076174E-1,
1476.000,9.62750256E-1,
1477.000,9.62423444E-1,
1478.000,9.62095499E-1,
1479.000,9.61766541E-1,
1480.00,9.61436570E-1,
1481.000,9.61105645E-1,
1482.000,9.60773647E-1,
1483.000,9.60440695E-1,
1484.000,9.60106671E-1,
1485.000,9.59771752E-1,
1486.000,9.59435821E-1,
1487.000,9.59098876E-1,
1488.000,9.58760977E-1,
1489.000,9.58422065E-1,
1490.00,9.58082199E-1,
1491.000,9.57741380E-1,
1492.000,9.57399607E-1,
1493.000,9.57056880E-1,
1494.000,9.56713140E-1,
1495.000,9.56368506E-1,
1496.000,9.56022978E-1,
1497.000,9.55676436E-1,
1498.000,9.55328941E-1,
1499.000,9.54980552E-1,
1500.00,9.54631269E-1,
1501.000,9.54281032E-1,
1502.000,9.53929842E-1,
1503.000,9.53577816E-1,
1504.000,9.53224838E-1,
1505.000,9.52870965E-1,
1506.000,9.52516139E-1,
1507.000,9.52160537E-1,
1508.000,9.51803923E-1,
1509.000,9.51446474E-1,
1510.00,9.51088190E-1,
1511.000,9.50728953E-1,
1512.000,9.50368881E-1,
1513.000,9.50007915E-1,
1514.000,9.49646115E-1,
1515.000,9.49283421E-1,
1516.000,9.48919892E-1,
1517.000,9.48555529E-1,
1518.000,9.48190272E-1,
1519.000,9.47824180E-1,
1520.00,9.47457254E-1,
1521.000,9.47089553E-1,
1522.000,9.46720958E-1,
1523.000,9.46351528E-1,
1524.000,9.45981324E-1,
1525.000,9.45610225E-1,
1526.000,9.45238352E-1,
1527.000,9.44865644E-1,
1528.000,9.44492221E-1,
1529.000,9.44117904E-1,
1530.00,9.43742812E-1,
1531.000,9.43366945E-1,
1532.000,9.42990243E-1,
1533.000,9.42612767E-1,
1534.000,9.42234576E-1,
1535.000,9.41855550E-1,
1536.000,9.41475689E-1,
1537.000,9.41095114E-1,
1538.000,9.40713823E-1,
1539.000,9.40331697E-1,
1540.00,9.39948857E-1,
1541.000,9.39565301E-1,
1542.000,9.39180911E-1,
1543.000,9.38795745E-1,
1544.000,9.38409984E-1,
1545.000,9.38023329E-1,
1546.000,9.37636018E-1,
1547.000,9.37247932E-1,
1548.000,9.36859190E-1,
1549.000,9.36469674E-1,
1550.00,9.36079383E-1,
1551.000,9.35688496E-1,
1552.000,9.35296834E-1,
1553.000,9.34904456E-1,
1554.000,9.34511423E-1,
1555.000,9.34117615E-1,
1556.000,9.33723092E-1,
1557.000,9.33327973E-1,
1558.000,9.32932138E-1,
1559.000,9.32535529E-1,
1560.00,9.32138383E-1,
1561.000,9.31740463E-1,
1562.000,9.31341827E-1,
1563.000,9.30942595E-1,
1564.000,9.30542707E-1,
1565.000,9.30142105E-1,
1566.000,9.29740846E-1,
1567.000,9.29338992E-1,
1568.000,9.28936422E-1,
1569.000,9.28533196E-1,
1570.00,9.28129375E-1,
1571.000,9.27724838E-1,
1572.000,9.27319705E-1,
1573.000,9.26913977E-1,
1574.000,9.26507533E-1,
1575.000,9.26100492E-1,
1576.000,9.25692916E-1,
1577.000,9.25284624E-1,
1578.000,9.24875677E-1,
1579.000,9.24466252E-1,
1580.00,9.24056113E-1,
1581.000,9.23645318E-1,
1582.000,9.23234046E-1,
1583.000,9.22822118E-1,
1584.000,9.22409534E-1,
1585.000,9.21996474E-1,
1586.000,9.21582758E-1,
1587.000,9.21168387E-1,
1588.000,9.20753539E-1,
1589.000,9.20338094E-1,
1590.00,9.19922054E-1,
1591.000,9.19505417E-1,
1592.000,9.19088244E-1,
1593.000,9.18670475E-1,
1594.000,9.18252110E-1,
1595.000,9.17833328E-1,
1596.000,9.17413831E-1,
1597.000,9.16993856E-1,
1598.000,9.16573346E-1,
1599.000,9.16152239E-1,
1600.00,9.15730596E-1,
1601.000,9.15308356E-1,
1602.000,9.14885700E-1,
1603.000,9.14462388E-1,
1604.000,9.14038599E-1,
1605.000,9.13614333E-1,
1606.000,9.13189471E-1,
1607.000,9.12764192E-1,
1608.000,9.12338316E-1,
1609.000,9.11911964E-1,
1610.00,9.11485076E-1,
1611.000,9.11057651E-1,
1612.000,9.10629749E-1,
1613.000,9.10201311E-1,
1614.000,9.09772456E-1,
1615.000,9.09343004E-1,
1616.000,9.08913076E-1,
1617.000,9.08482730E-1,
1618.000,9.08051848E-1,
1619.000,9.07620490E-1,
1620.00,9.07188654E-1,
1621.000,9.06756341E-1,
1622.000,9.06323552E-1,
1623.000,9.05890226E-1,
1624.000,9.05456543E-1,
1625.000,9.05022383E-1,
1626.000,9.04587686E-1,
1627.000,9.04152632E-1,
1628.000,9.03716981E-1,
1629.000,9.03280914E-1,
1630.00,9.02844489E-1,
1631.000,9.02407587E-1,
1632.000,9.01970148E-1,
1633.000,9.01532352E-1,
1634.000,9.01094079E-1,
1635.000,9.00655389E-1,
1636.000,9.00216222E-1,
1637.000,8.99776757E-1,
1638.000,8.99336755E-1,
1639.000,8.98896337E-1,
1640.00,8.98455441E-1,
1641.000,8.98014247E-1,
1642.000,8.97572517E-1,
1643.000,8.97130489E-1,
1644.000,8.96687984E-1,
1645.000,8.96245122E-1,
1646.000,8.95801783E-1,
1647.000,8.95358086E-1,
1648.000,8.94913971E-1,
1649.000,8.94469440E-1,
1650.00,8.94024551E-1,
1651.000,8.93579304E-1,
1652.000,8.93133581E-1,
1653.000,8.92687500E-1,
1654.000,8.92241120E-1,
1655.000,8.91794324E-1,
1656.000,8.91347110E-1,
1657.000,8.90899420E-1,
1658.000,8.90451550E-1,
1659.000,8.90003204E-1,
1660.00,8.89554560E-1,
1661.000,8.89105499E-1,
1662.000,8.88656080E-1,
1663.000,8.88206303E-1,
1664.000,8.87756169E-1,
1665.000,8.87305796E-1,
1666.000,8.86854887E-1,
1667.000,8.86403680E-1,
1668.000,8.85952115E-1,
1669.000,8.85500312E-1,
1670.00,8.85048032E-1,
1671.000,8.84595573E-1,
1672.000,8.84142697E-1,
1673.000,8.83689463E-1,
1674.000,8.83235872E-1,
1675.000,8.82781923E-1,
1676.000,8.82327735E-1,
1677.000,8.81873369E-1,
1678.000,8.81418467E-1,
1679.000,8.80963326E-1,
1680.00,8.80507827E-1,
1681.000,8.80052030E-1,
1682.000,8.79595935E-1,
1683.000,8.79139602E-1,
1684.000,8.78682792E-1,
1685.000,8.78225803E-1,
1686.000,8.77768457E-1,
1687.000,8.77310812E-1,
1688.000,8.76852989E-1,
1689.000,8.76394749E-1,
1690.00,8.75936270E-1,
1691.000,8.75477433E-1,
1692.000,8.75018358E-1,
1693.000,8.74559104E-1,
1694.000,8.74099374E-1,
1695.000,8.73639524E-1,
1696.000,8.73179317E-1,
1697.000,8.72718811E-1,
1698.000,8.72258067E-1,
1699.000,8.71797085E-1,
1700.00,8.71335864E-1,
1701.000,8.70874286E-1,
1702.000,8.70412469E-1,
1703.000,8.69950414E-1,
1704.000,8.69488180E-1,
1705.000,8.69025528E-1,
1706.000,8.68562758E-1,
1707.000,8.68099630E-1,
1708.000,8.67636323E-1,
1709.000,8.67172718E-1,
1710.00,8.66708994E-1,
1711.000,8.66244912E-1,
1712.000,8.65780592E-1,
1713.000,8.65316033E-1,
1714.000,8.64851236E-1,
1715.000,8.64386261E-1,
1716.000,8.63920987E-1,
1717.000,8.63455594E-1,
1718.000,8.62989843E-1,
1719.000,8.62523913E-1,
1720.00,8.62057745E-1,
1721.000,8.61591458E-1,
1722.000,8.61124933E-1,
1723.000,8.60658050E-1,
1724.000,8.60191047E-1,
1725.000,8.59723806E-1,
1726.000,8.59256446E-1,
1727.000,8.58788788E-1,
1728.000,8.58320892E-1,
1729.000,8.57852876E-1,
1730.00,8.57384622E-1,
1731.000,8.56916189E-1,
1732.000,8.56447518E-1,
1733.000,8.55978727E-1,
1734.000,8.55509639E-1,
1735.000,8.55040431E-1,
1736.000,8.54570985E-1,
1737.000,8.54101479E-1,
1738.000,8.53631616E-1,
1739.000,8.53161633E-1,
1740.00,8.52691472E-1,
1741.000,8.52221191E-1,
1742.000,8.51750672E-1,
1743.000,8.51279974E-1,
1744.000,8.50809216E-1,
1745.000,8.50338101E-1,
1746.000,8.49866867E-1,
1747.000,8.49395514E-1,
1748.000,8.48923981E-1,
1749.000,8.48452330E-1,
1750.00,8.47980440E-1,
1751.000,8.47508430E-1,
1752.000,8.47036183E-1,
1753.000,8.46563876E-1,
1754.000,8.46091390E-1,
1755.000,8.45618844E-1,
1756.000,8.45145941E-1,
1757.000,8.44672978E-1,
1758.000,8.44199955E-1,
1759.000,8.43726695E-1,
1760.00,8.43253314E-1,
1761.000,8.42779756E-1,
1762.000,8.42306077E-1,
1763.000,8.41832280E-1,
1764.000,8.41358423E-1,
1765.000,8.40884328E-1,
1766.000,8.40410113E-1,
1767.000,8.39935780E-1,
1768.000,8.39461327E-1,
1769.000,8.38986814E-1,
1770.00,8.38512003E-1,
1771.000,8.38037193E-1,
1772.000,8.37562263E-1,
1773.000,8.37087214E-1,
1774.000,8.36612105E-1,
1775.000,8.36136818E-1,
1776.000,8.35661411E-1,
1777.000,8.35185885E-1,
1778.000,8.34710300E-1,
1779.000,8.34234595E-1,
1780.00,8.33758891E-1,
1781.000,8.33283007E-1,
1782.000,8.32807004E-1,
1783.000,8.32331002E-1,
1784.000,8.31854820E-1,
1785.000,8.31378639E-1,
1786.000,8.30902338E-1,
1787.000,8.30425978E-1,
1788.000,8.29949498E-1,
1789.000,8.29473078E-1,
1790.00,8.28996599E-1,
1791.000,8.28519881E-1,
1792.000,8.28043222E-1,
1793.000,8.27566445E-1,
1794.000,8.27089608E-1,
1795.000,8.26612771E-1,
1796.000,8.26135993E-1,
1797.000,8.25659096E-1,
1798.000,8.25182080E-1,
1799.000,8.24705064E-1,
1800.00,8.24228048E-1,
1801.000,8.23751032E-1,
1802.000,8.23273957E-1,
1803.000,8.22796941E-1,
1804.000,8.22319925E-1,
1805.000,8.21842849E-1,
1806.000,8.21365833E-1,
1807.000,8.20888758E-1,
1808.000,8.20411801E-1,
1809.000,8.19934726E-1,
1810.00,8.19457650E-1,
1811.000,8.18980694E-1,
1812.000,8.18503678E-1,
1813.000,8.18026721E-1,
1814.000,8.17549646E-1,
1815.000,8.17072690E-1,
1816.000,8.16595674E-1,
1817.000,8.16118717E-1,
1818.000,8.15641761E-1,
1819.000,8.15164804E-1,
1820.00,8.14687848E-1,
1821.000,8.14210892E-1,
1822.000,8.13733995E-1,
1823.000,8.13257039E-1,
1824.000,8.12780082E-1,
1825.000,8.12303126E-1,
1826.000,8.11826289E-1,
1827.000,8.11349392E-1,
1828.000,8.10872555E-1,
1829.000,8.10395658E-1,
1830.00,8.09918761E-1,
1831.000,8.09441924E-1,
1832.000,8.08965087E-1,
1833.000,8.08488369E-1,
1834.000,8.08011532E-1,
1835.000,8.07534754E-1,
1836.000,8.07057977E-1,
1837.000,8.06581199E-1,
1838.000,8.06104541E-1,
1839.000,8.05627823E-1,
1840.00,8.05151105E-1,
1841.000,8.04674387E-1,
1842.000,8.04197729E-1,
1843.000,8.03721130E-1,
1844.000,8.03244531E-1,
1845.000,8.02767932E-1,
1846.000,8.02291334E-1,
1847.000,8.01814735E-1,
1848.000,8.01338136E-1,
1849.000,8.00861716E-1,
1850.00,8.00385177E-1,
1851.000,7.99908698E-1,
1852.000,7.99432218E-1,
1853.000,7.98955798E-1,
1854.000,7.98479378E-1,
1855.000,7.98003018E-1,
1856.000,7.97526658E-1,
1857.000,7.97050297E-1,
1858.000,7.96573937E-1,
1859.000,7.96097755E-1,
1860.00,7.95621455E-1,
1861.000,7.95145214E-1,
1862.000,7.94669032E-1,
1863.000,7.94192791E-1,
1864.000,7.93716669E-1,
1865.000,7.93240547E-1,
1866.000,7.92764485E-1,
1867.000,7.92288363E-1,
1868.000,7.91812360E-1,
1869.000,7.91336358E-1,
1870.00,7.90860415E-1,
1871.000,7.90384412E-1,
1872.000,7.89908528E-1,
1873.000,7.89432585E-1,
1874.000,7.88956761E-1,
1875.000,7.88480937E-1,
1876.000,7.88005173E-1,
1877.000,7.87529409E-1,
1878.000,7.87053645E-1,
1879.000,7.86578000E-1,
1880.00,7.86102355E-1,
1881.000,7.85626769E-1,
1882.000,7.85151124E-1,
1883.000,7.84675598E-1,
1884.000,7.84200072E-1,
1885.000,7.83724666E-1,
1886.000,7.83249199E-1,
1887.000,7.82773793E-1,
1888.000,7.82298505E-1,
1889.000,7.81823099E-1,
1890.00,7.81347811E-1,
1891.000,7.80872703E-1,
1892.000,7.80397415E-1,
1893.000,7.79922307E-1,
1894.000,7.79447198E-1,
1895.000,7.78972030E-1,
1896.000,7.78497040E-1,
1897.000,7.78022110E-1,
1898.000,7.77547121E-1,
1899.000,7.77072251E-1,
1900.00,7.76597321E-1,
1901.000,7.76122510E-1,
1902.000,7.75647759E-1,
1903.000,7.75173068E-1,
1904.000,7.74698377E-1,
1905.000,7.74223685E-1,
1906.000,7.73749113E-1,
1907.000,7.73274601E-1,
1908.000,7.72800148E-1,
1909.000,7.72325635E-1,
1910.00,7.71851242E-1,
1911.000,7.71376908E-1,
1912.000,7.70902574E-1,
1913.000,7.70428360E-1,
1914.000,7.69954145E-1,
1915.000,7.69479990E-1,
1916.000,7.69005895E-1,
1917.000,7.68531799E-1,
1918.000,7.68057883E-1,
1919.000,7.67583907E-1,
1920.00,7.67109990E-1,
1921.000,7.66636133E-1,
1922.000,7.66162336E-1,
1923.000,7.65688658E-1,
1924.000,7.65214920E-1,
1925.000,7.64741302E-1,
1926.000,7.64267743E-1,
1927.000,7.63794184E-1,
1928.000,7.63320744E-1,
1929.000,7.62847364E-1,
1930.00,7.62373984E-1,
1931.000,7.61900723E-1,
1932.000,7.61427462E-1,
1933.000,7.60954261E-1,
1934.000,7.60481238E-1,
1935.000,7.60008156E-1,
1936.000,7.59535134E-1,
1937.000,7.59062171E-1,
1938.000,7.58589268E-1,
1939.000,7.58116543E-1,
1940.00,7.57643759E-1,
1941.000,7.57171094E-1,
1942.000,7.56698430E-1,
1943.000,7.56225824E-1,
1944.000,7.55753338E-1,
1945.000,7.55280972E-1,
1946.000,7.54808545E-1,
1947.000,7.54336238E-1,
1948.000,7.53863931E-1,
1949.000,7.53391743E-1,
1950.00,7.52919734E-1,
1951.000,7.52447665E-1,
1952.000,7.51975596E-1,
1953.000,7.51503706E-1,
1954.000,7.51031816E-1,
1955.000,7.50560045E-1,
1956.000,7.50088394E-1,
1957.000,7.49616742E-1,
1958.000,7.49145150E-1,
1959.000,7.48673618E-1,
1960.00,7.48202145E-1,
1961.000,7.47730851E-1,
1962.000,7.47259557E-1,
1963.000,7.46788323E-1,
1964.000,7.46317148E-1,
1965.000,7.45846033E-1,
1966.000,7.45375097E-1,
1967.000,7.44904160E-1,
1968.000,7.44433284E-1,
1969.000,7.43962467E-1,
1970.00,7.43491769E-1,
1971.000,7.43021071E-1,
1972.000,7.42550552E-1,
1973.000,7.42080092E-1,
1974.000,7.41609633E-1,
1975.000,7.41139352E-1,
1976.000,7.40669072E-1,
1977.000,7.40198970E-1,
1978.000,7.39728808E-1,
1979.000,7.39258766E-1,
1980.00,7.38788843E-1,
1981.000,7.38318920E-1,
1982.000,7.37849176E-1,
1983.000,7.37379491E-1,
1984.000,7.36909807E-1,
1985.000,7.36440241E-1,
1986.000,7.35970795E-1,
1987.000,7.35501468E-1,
1988.000,7.35032201E-1,
1989.000,7.34562993E-1,
1990.00,7.34093785E-1,
1991.000,7.33624756E-1,
1992.000,7.33155787E-1,
1993.000,7.32686937E-1,
1994.000,7.32218146E-1,
1995.000,7.31749415E-1,
1996.000,7.31280744E-1,
1997.000,7.30812252E-1,
1998.000,7.30343819E-1,
1999.000,7.29875445E-1,
2000.00,7.29407191E-1,
2001.000,7.28938937E-1,
2002.000,7.28470922E-1,
2003.000,7.28002846E-1,
2004.000,7.27534950E-1,
2005.000,7.27067173E-1,
2006.000,7.26599395E-1,
2007.000,7.26131737E-1,
2008.000,7.25664198E-1,
2009.000,7.25196719E-1,
2010.00,7.24729419E-1,
2011.000,7.24262059E-1,
2012.000,7.23794818E-1,
2013.000,7.23327756E-1,
2014.000,7.22860754E-1,
2015.000,7.22393870E-1,
2016.000,7.21927106E-1,
2017.000,7.21460342E-1,
2018.000,7.20993698E-1,
2019.000,7.20527172E-1,
2020.00,7.20060825E-1,
2021.000,7.19594419E-1,
2022.000,7.19128251E-1,
2023.000,7.18662024E-1,
2024.000,7.18196034E-1,
2025.000,7.17730045E-1,
2026.000,7.17264235E-1,
2027.000,7.16798484E-1,
2028.000,7.16332853E-1,
2029.000,7.15867281E-1,
2030.00,7.15401828E-1,
2031.000,7.14936554E-1,
2032.000,7.14471340E-1,
2033.000,7.14006186E-1,
2034.000,7.13541150E-1,
2035.000,7.13076174E-1,
2036.000,7.12611377E-1,
2037.000,7.12146699E-1,
2038.000,7.11682022E-1,
2039.000,7.11217523E-1,
2040.00,7.10753143E-1,
2041.000,7.10288823E-1,
2042.000,7.09824681E-1,
2043.000,7.09360540E-1,
2044.000,7.08896577E-1,
2045.000,7.08432674E-1,
2046.000,7.07968891E-1,
2047.000,7.07505286E-1,
2048.000,7.07041681E-1,
2049.000,7.06578255E-1,
2050.00,7.06114948E-1,
2051.000,7.05651700E-1,
2052.000,7.05188572E-1,
2053.000,7.04725623E-1,
2054.000,7.04262733E-1,
2055.000,7.03799963E-1,
2056.000,7.03337312E-1,
2057.000,7.02874720E-1,
2058.000,7.02412307E-1,
2059.000,7.01950014E-1,
2060.00,7.01487780E-1,
2061.000,7.01025665E-1,
2062.000,7.00563669E-1,
2063.000,7.00101793E-1,
2064.000,6.99640155E-1,
2065.000,6.99178457E-1,
2066.000,6.98716938E-1,
2067.000,6.98255539E-1,
2068.000,6.97794199E-1,
2069.000,6.97333157E-1,
2070.00,6.96872056E-1,
2071.000,6.96411133E-1,
2072.000,6.95950329E-1,
2073.000,6.95489585E-1,
2074.000,6.95029080E-1,
2075.000,6.94568634E-1,
2076.000,6.94108307E-1,
2077.000,6.93648100E-1,
2078.000,6.93188012E-1,
2079.000,6.92728043E-1,
2080.00,6.92268252E-1,
2081.000,6.91808522E-1,
2082.000,6.91348970E-1,
2083.000,6.90889418E-1,
2084.000,6.90430105E-1,
2085.000,6.89970911E-1,
2086.000,6.89511836E-1,
2087.000,6.89052880E-1,
2088.000,6.88594043E-1,
2089.000,6.88135326E-1,
2090.00,6.87676728E-1,
2091.000,6.87218308E-1,
2092.000,6.86760008E-1,
2093.000,6.86301768E-1,
2094.000,6.85843647E-1,
2095.000,6.85385764E-1,
2096.000,6.84927940E-1,
2097.000,6.84470296E-1,
2098.000,6.84012771E-1,
2099.000,6.83555305E-1,
2100.00,6.83098018E-1,
2101.000,6.82640910E-1,
2102.000,6.82183921E-1,
2103.000,6.81726992E-1,
2104.000,6.81270242E-1,
2105.000,6.80813611E-1,
2106.000,6.80357099E-1,
2107.000,6.79900765E-1,
2108.000,6.79444551E-1,
2109.000,6.78988457E-1,
2110.00,6.78532541E-1,
2111.000,6.78076744E-1,
2112.000,6.77621007E-1,
2113.000,6.77165568E-1,
2114.000,6.76710188E-1,
2115.000,6.76254869E-1,
2116.000,6.75799787E-1,
2117.000,6.75344765E-1,
2118.000,6.74889922E-1,
2119.000,6.74435258E-1,
2120.00,6.73980713E-1,
2121.000,6.73526287E-1,
2122.000,6.73071980E-1,
2123.000,6.72617853E-1,
2124.000,6.72163844E-1,
2125.000,6.71710074E-1,
2126.000,6.71256363E-1,
2127.000,6.70802772E-1,
2128.000,6.70349300E-1,
2129.000,6.69896066E-1,
2130.00,6.69443011E-1,
2131.000,6.68990016E-1,
2132.000,6.68537140E-1,
2133.000,6.68084443E-1,
2134.000,6.67631865E-1,
2135.000,6.67179465E-1,
2136.000,6.66727245E-1,
2137.000,6.66275203E-1,
2138.000,6.65823162E-1,
2139.000,6.65371358E-1,
2140.00,6.64919734E-1,
2141.000,6.64468288E-1,
2142.000,6.64016902E-1,
2143.000,6.63565695E-1,
2144.000,6.63114607E-1,
2145.000,6.62663698E-1,
2146.000,6.62212968E-1,
2147.000,6.61762416E-1,
2148.000,6.61311924E-1,
2149.000,6.60861671E-1,
2150.00,6.60411537E-1,
2151.000,6.59961522E-1,
2152.000,6.59511685E-1,
2153.000,6.59062028E-1,
2154.000,6.58612549E-1,
2155.000,6.58163190E-1,
2156.000,6.57713890E-1,
2157.000,6.57264888E-1,
2158.000,6.56816065E-1,
2159.000,6.56367242E-1,
2160.00,6.55918717E-1,
2161.000,6.55470312E-1,
2162.000,6.55021966E-1,
2163.000,6.54573917E-1,
2164.000,6.54126048E-1,
2165.000,6.53678179E-1,
2166.000,6.53230608E-1,
2167.000,6.52783155E-1,
2168.000,6.52335823E-1,
2169.000,6.51888728E-1,
2170.00,6.51441753E-1,
2171.000,6.50994956E-1,
2172.000,6.50548279E-1,
2173.000,6.50101840E-1,
2174.000,6.49655521E-1,
2175.000,6.49209380E-1,
2176.000,6.48763418E-1,
2177.000,6.48317575E-1,
2178.000,6.47871912E-1,
2179.000,6.47426367E-1,
2180.00,6.46981061E-1,
2181.000,6.46535933E-1,
2182.000,6.46090984E-1,
2183.000,6.45646155E-1,
2184.000,6.45201504E-1,
2185.000,6.44756973E-1,
2186.000,6.44312680E-1,
2187.000,6.43868566E-1,
2188.000,6.43424630E-1,
2189.000,6.42980814E-1,
2190.00,6.42537117E-1,
2191.000,6.42093718E-1,
2192.000,6.41650498E-1,
2193.000,6.41207337E-1,
2194.000,6.40764415E-1,
2195.000,6.40321672E-1,
2196.000,6.39879048E-1,
2197.000,6.39436662E-1,
2198.000,6.38994455E-1,
2199.000,6.38552308E-1,
2200.00,6.38110459E-1,
2201.000,6.37668729E-1,
2202.000,6.37227178E-1,
