Labels,T data_N11P_Feb2020_up to 3000,
1270.00,9.86084640E-1,
1271.000,9.86430705E-1,
1272.000,9.86771286E-1,
1273.000,9.87106442E-1,
1274.000,9.87436235E-1,
1275.000,9.87760484E-1,
1276.000,9.88079846E-1,
1277.000,9.88393843E-1,
1278.000,9.88702655E-1,
1279.000,9.89006758E-1,
1280.00,9.89305794E-1,
1281.000,9.89599943E-1,
1282.000,9.89889562E-1,
1283.000,9.90174472E-1,
1284.000,9.90455210E-1,
1285.000,9.90731418E-1,
1286.000,9.91003215E-1,
1287.000,9.91271019E-1,
1288.000,9.91534710E-1,
1289.000,9.91794646E-1,
1290.00,9.92050409E-1,
1291.000,9.92302537E-1,
1292.000,9.92550611E-1,
1293.000,9.92795110E-1,
1294.000,9.93035913E-1,
1295.000,9.93273318E-1,
1296.000,9.93506730E-1,
1297.000,9.93736744E-1,
1298.000,9.93963122E-1,
1299.000,9.94185805E-1,
1300.00,9.94404793E-1,
1301.000,9.94620144E-1,
1302.000,9.94831741E-1,
1303.000,9.95039761E-1,
1304.000,9.95244026E-1,
1305.000,9.95444655E-1,
1306.000,9.95641053E-1,
1307.000,9.95834053E-1,
1308.000,9.96022880E-1,
1309.000,9.96207714E-1,
1310.00,9.96388316E-1,
1311.000,9.96565104E-1,
1312.000,9.96737361E-1,
1313.000,9.96905684E-1,
1314.000,9.97069538E-1,
1315.000,9.97228980E-1,
1316.000,9.97383833E-1,
1317.000,9.97534275E-1,
1318.000,9.97680306E-1,
1319.000,9.97821867E-1,
1320.00,9.97958899E-1,
1321.000,9.98091221E-1,
1322.000,9.98218834E-1,
1323.000,9.98342335E-1,
1324.000,9.98460710E-1,
1325.000,9.98574674E-1,
1326.000,9.98684227E-1,
1327.000,9.98789191E-1,
1328.000,9.98889565E-1,
1329.000,9.98985410E-1,
1330.00,9.99077022E-1,
1331.000,9.99163926E-1,
1332.000,9.99246418E-1,
1333.000,9.99324381E-1,
1334.000,9.99398172E-1,
1335.000,9.99467492E-1,
1336.000,9.99532640E-1,
1337.000,9.99593258E-1,
1338.000,9.99649465E-1,
1339.000,9.99701679E-1,
1340.00,9.99749541E-1,
1341.000,9.99793112E-1,
1342.000,9.99832451E-1,
1343.000,9.99867439E-1,
1344.000,9.99898434E-1,
1345.000,9.99925196E-1,
1346.000,9.99948025E-1,
1347.000,9.99966443E-1,
1348.000,9.99980807E-1,
1349.000,9.99991357E-1,
1350.00,9.99997675E-1,
1351.000,1.00000000E+0,
1352.000,9.99998152E-1,
1353.000,9.99992669E-1,
1354.000,9.99982953E-1,
1355.000,9.99969304E-1,
1356.000,9.99951720E-1,
1357.000,9.99930143E-1,
1358.000,9.99904931E-1,
1359.000,9.99875844E-1,
1360.00,9.99842703E-1,
1361.000,9.99805987E-1,
1362.000,9.99765217E-1,
1363.000,9.99720871E-1,
1364.000,9.99672830E-1,
1365.000,9.99620795E-1,
1366.000,9.99565125E-1,
1367.000,9.99505818E-1,
1368.000,9.99443054E-1,
1369.000,9.99376357E-1,
1370.00,9.99306262E-1,
1371.000,9.99232233E-1,
1372.000,9.99154985E-1,
1373.000,9.99073863E-1,
1374.000,9.98989284E-1,
1375.000,9.98901367E-1,
1376.000,9.98809695E-1,
1377.000,9.98714864E-1,
1378.000,9.98616457E-1,
1379.000,9.98514533E-1,
1380.00,9.98409271E-1,
1381.000,9.98300552E-1,
1382.000,9.98188436E-1,
1383.000,9.98072922E-1,
1384.000,9.97954190E-1,
1385.000,9.97832060E-1,
1386.000,9.97706831E-1,
1387.000,9.97578204E-1,
1388.000,9.97446299E-1,
1389.000,9.97311354E-1,
1390.00,9.97172952E-1,
1391.000,9.97031689E-1,
1392.000,9.96887028E-1,
1393.000,9.96739209E-1,
1394.000,9.96588469E-1,
1395.000,9.96434629E-1,
1396.000,9.96277571E-1,
1397.000,9.96117353E-1,
1398.000,9.95954335E-1,
1399.000,9.95788336E-1,
1400.00,9.95619237E-1,
1401.000,9.95447278E-1,
1402.000,9.95272100E-1,
1403.000,9.95094359E-1,
1404.000,9.94913399E-1,
1405.000,9.94729877E-1,
1406.000,9.94543433E-1,
1407.000,9.94353831E-1,
1408.000,9.94161606E-1,
1409.000,9.93966758E-1,
1410.00,9.93769050E-1,
1411.000,9.93568480E-1,
1412.000,9.93365228E-1,
1413.000,9.93159294E-1,
1414.000,9.92950559E-1,
1415.000,9.92739439E-1,
1416.000,9.92525399E-1,
1417.000,9.92308795E-1,
1418.000,9.92094457E-1,
1419.000,9.91877735E-1,
1420.00,9.91658449E-1,
1421.000,9.91436601E-1,
1422.000,9.91212130E-1,
1423.000,9.90985215E-1,
1424.000,9.90755796E-1,
1425.000,9.90523934E-1,
1426.000,9.90289390E-1,
1427.000,9.90052521E-1,
1428.000,9.89813089E-1,
1429.000,9.89571273E-1,
1430.00,9.89326954E-1,
1431.000,9.89080310E-1,
1432.000,9.88831162E-1,
1433.000,9.88579571E-1,
1434.000,9.88325596E-1,
1435.000,9.88069117E-1,
1436.000,9.87810314E-1,
1437.000,9.87549245E-1,
1438.000,9.87285614E-1,
1439.000,9.87019598E-1,
1440.00,9.86751378E-1,
1441.000,9.86480653E-1,
1442.000,9.86207664E-1,
1443.000,9.85932350E-1,
1444.000,9.85654771E-1,
1445.000,9.85374749E-1,
1446.000,9.85092521E-1,
1447.000,9.84807909E-1,
1448.000,9.84521091E-1,
1449.000,9.84231949E-1,
1450.00,9.83940482E-1,
1451.000,9.83646810E-1,
1452.000,9.83350933E-1,
1453.000,9.83052790E-1,
1454.000,9.82752442E-1,
1455.000,9.82449710E-1,
1456.000,9.82144892E-1,
1457.000,9.81837809E-1,
1458.000,9.81528699E-1,
1459.000,9.81217206E-1,
1460.00,9.80903566E-1,
1461.000,9.80587780E-1,
1462.000,9.80269909E-1,
1463.000,9.79949772E-1,
1464.000,9.79627550E-1,
1465.000,9.79303181E-1,
1466.000,9.78976607E-1,
1467.000,9.78648007E-1,
1468.000,9.78317261E-1,
1469.000,9.77984428E-1,
1470.00,9.77649510E-1,
1471.000,9.77312505E-1,
1472.000,9.76973355E-1,
1473.000,9.76632297E-1,
1474.000,9.76288974E-1,
1475.000,9.75943625E-1,
1476.000,9.75596368E-1,
1477.000,9.75247085E-1,
1478.000,9.74895716E-1,
1479.000,9.74542260E-1,
1480.00,9.74186957E-1,
1481.000,9.73829448E-1,
1482.000,9.73470092E-1,
1483.000,9.73108768E-1,
1484.000,9.72745478E-1,
1485.000,9.72380161E-1,
1486.000,9.72012877E-1,
1487.000,9.71643627E-1,
1488.000,9.71272469E-1,
1489.000,9.70899403E-1,
1490.00,9.70524490E-1,
1491.000,9.70147491E-1,
1492.000,9.69768643E-1,
1493.000,9.69388008E-1,
1494.000,9.69005346E-1,
1495.000,9.68620896E-1,
1496.000,9.68234539E-1,
1497.000,9.67846274E-1,
1498.000,9.67456222E-1,
1499.000,9.67064261E-1,
1500.00,9.66670513E-1,
1501.000,9.66274917E-1,
1502.000,9.65877414E-1,
1503.000,9.65478182E-1,
1504.000,9.65077162E-1,
1505.000,9.64674294E-1,
1506.000,9.64269578E-1,
1507.000,9.63863194E-1,
1508.000,9.63455021E-1,
1509.000,9.63045001E-1,
1510.00,9.62633252E-1,
1511.000,9.62219834E-1,
1512.000,9.61804628E-1,
1513.000,9.61387694E-1,
1514.000,9.60968971E-1,
1515.000,9.60548520E-1,
1516.000,9.60126460E-1,
1517.000,9.59702671E-1,
1518.000,9.59277153E-1,
1519.000,9.58849967E-1,
1520.00,9.58421052E-1,
1521.000,9.57990468E-1,
1522.000,9.57558334E-1,
1523.000,9.57124472E-1,
1524.000,9.56688881E-1,
1525.000,9.56251740E-1,
1526.000,9.55812991E-1,
1527.000,9.55372512E-1,
1528.000,9.54930425E-1,
1529.000,9.54486847E-1,
1530.00,9.54041600E-1,
1531.000,9.53594744E-1,
1532.000,9.53146398E-1,
1533.000,9.52696204E-1,
1534.000,9.52244759E-1,
1535.000,9.51791525E-1,
1536.000,9.51336920E-1,
1537.000,9.50880647E-1,
1538.000,9.50422883E-1,
1539.000,9.49963510E-1,
1540.00,9.49502647E-1,
1541.000,9.49040353E-1,
1542.000,9.48576450E-1,
1543.000,9.48110998E-1,
1544.000,9.47644174E-1,
1545.000,9.47175860E-1,
1546.000,9.46705937E-1,
1547.000,9.46234643E-1,
1548.000,9.45761859E-1,
1549.000,9.45287585E-1,
1550.00,9.44811940E-1,
1551.000,9.44334686E-1,
1552.000,9.43856061E-1,
1553.000,9.43376124E-1,
1554.000,9.42894757E-1,
1555.000,9.42411840E-1,
1556.000,9.41927493E-1,
1557.000,9.41441894E-1,
1558.000,9.40954804E-1,
1559.000,9.40466404E-1,
1560.00,9.39976573E-1,
1561.000,9.39485371E-1,
1562.000,9.38992858E-1,
1563.000,9.38498855E-1,
1564.000,9.38003659E-1,
1565.000,9.37506974E-1,
1566.000,9.37009096E-1,
1567.000,9.36509788E-1,
1568.000,9.36009109E-1,
1569.000,9.35507238E-1,
1570.00,9.35003936E-1,
1571.000,9.34499502E-1,
1572.000,9.33993578E-1,
1573.000,9.33486402E-1,
1574.000,9.32977974E-1,
1575.000,9.32468414E-1,
1576.000,9.31957483E-1,
1577.000,9.31445241E-1,
1578.000,9.30931747E-1,
1579.000,9.30417061E-1,
1580.00,9.29901063E-1,
1581.000,9.29383874E-1,
1582.000,9.28865492E-1,
1583.000,9.28345799E-1,
1584.000,9.27825034E-1,
1585.000,9.27302957E-1,
1586.000,9.26779807E-1,
1587.000,9.26255345E-1,
1588.000,9.25729632E-1,
1589.000,9.25202787E-1,
1590.00,9.24674809E-1,
1591.000,9.24145639E-1,
1592.000,9.23615396E-1,
1593.000,9.23083782E-1,
1594.000,9.22551215E-1,
1595.000,9.22017455E-1,
1596.000,9.21482623E-1,
1597.000,9.20946658E-1,
1598.000,9.20409381E-1,
1599.000,9.19871151E-1,
1600.00,9.19331849E-1,
1601.000,9.18791354E-1,
1602.000,9.18249726E-1,
1603.000,9.17707086E-1,
1604.000,9.17163372E-1,
1605.000,9.16618526E-1,
1606.000,9.16072607E-1,
1607.000,9.15525675E-1,
1608.000,9.14977670E-1,
1609.000,9.14428592E-1,
1610.00,9.13878560E-1,
1611.000,9.13327456E-1,
1612.000,9.12775159E-1,
1613.000,9.12221909E-1,
1614.000,9.11667824E-1,
1615.000,9.11112487E-1,
1616.000,9.10556316E-1,
1617.000,9.09999013E-1,
1618.000,9.09440756E-1,
1619.000,9.08881485E-1,
1620.00,9.08321321E-1,
1621.000,9.07760084E-1,
1622.000,9.07197893E-1,
1623.000,9.06634808E-1,
1624.000,9.06070769E-1,
1625.000,9.05505717E-1,
1626.000,9.04939592E-1,
1627.000,9.04372692E-1,
1628.000,9.03804898E-1,
1629.000,9.03236091E-1,
1630.00,9.02666390E-1,
1631.000,9.02095556E-1,
1632.000,9.01524007E-1,
1633.000,9.00951624E-1,
1634.000,9.00378227E-1,
1635.000,8.99804056E-1,
1636.000,8.99228752E-1,
1637.000,8.98652792E-1,
1638.000,8.98075938E-1,
1639.000,8.97498071E-1,
1640.00,8.96919370E-1,
1641.000,8.96339834E-1,
1642.000,8.95759583E-1,
1643.000,8.95178318E-1,
1644.000,8.94596338E-1,
1645.000,8.94013286E-1,
1646.000,8.93429577E-1,
1647.000,8.92845094E-1,
1648.000,8.92259717E-1,
1649.000,8.91673446E-1,
1650.00,8.91086400E-1,
1651.000,8.90498757E-1,
1652.000,8.89910102E-1,
1653.000,8.89320731E-1,
1654.000,8.88730526E-1,
1655.000,8.88139546E-1,
1656.000,8.87547910E-1,
1657.000,8.86955321E-1,
1658.000,8.86361897E-1,
1659.000,8.85767937E-1,
1660.00,8.85173202E-1,
1661.000,8.84577692E-1,
1662.000,8.83981287E-1,
1663.000,8.83384287E-1,
1664.000,8.82786512E-1,
1665.000,8.82187963E-1,
1666.000,8.81588757E-1,
1667.000,8.80988836E-1,
1668.000,8.80388081E-1,
1669.000,8.79786849E-1,
1670.00,8.79184783E-1,
1671.000,8.78582060E-1,
1672.000,8.77978563E-1,
1673.000,8.77374411E-1,
1674.000,8.76769662E-1,
1675.000,8.76164138E-1,
1676.000,8.75557959E-1,
1677.000,8.74951184E-1,
1678.000,8.74343634E-1,
1679.000,8.73735487E-1,
1680.00,8.73126686E-1,
1681.000,8.72517228E-1,
1682.000,8.71907175E-1,
1683.000,8.71296525E-1,
1684.000,8.70685101E-1,
1685.000,8.70073080E-1,
1686.000,8.69460583E-1,
1687.000,8.68847311E-1,
1688.000,8.68233502E-1,
1689.000,8.67619038E-1,
1690.00,8.67003918E-1,
1691.000,8.66388440E-1,
1692.000,8.65772188E-1,
1693.000,8.65155339E-1,
1694.000,8.64538014E-1,
1695.000,8.63920033E-1,
1696.000,8.63301516E-1,
1697.000,8.62682402E-1,
1698.000,8.62062693E-1,
1699.000,8.61442387E-1,
1700.00,8.60821724E-1,
1701.000,8.60200286E-1,
1702.000,8.59578431E-1,
1703.000,8.58956039E-1,
1704.000,8.58333051E-1,
1705.000,8.57709646E-1,
1706.000,8.57085526E-1,
1707.000,8.56460989E-1,
1708.000,8.55836093E-1,
1709.000,8.55210543E-1,
1710.00,8.54584336E-1,
1711.000,8.53957713E-1,
1712.000,8.53330731E-1,
1713.000,8.52703214E-1,
1714.000,8.52075160E-1,
1715.000,8.51446688E-1,
1716.000,8.50817621E-1,
1717.000,8.50188196E-1,
1718.000,8.49558294E-1,
1719.000,8.48927796E-1,
1720.00,8.48296940E-1,
1721.000,8.47665608E-1,
1722.000,8.47033858E-1,
1723.000,8.46401572E-1,
1724.000,8.45768929E-1,
1725.000,8.45135748E-1,
1726.000,8.44502270E-1,
1727.000,8.43868256E-1,
1728.000,8.43233764E-1,
1729.000,8.42598975E-1,
1730.00,8.41963708E-1,
1731.000,8.41327965E-1,
1732.000,8.40691984E-1,
1733.000,8.40055466E-1,
1734.000,8.39418530E-1,
1735.000,8.38781297E-1,
1736.000,8.38143528E-1,
1737.000,8.37505460E-1,
1738.000,8.36867034E-1,
1739.000,8.36228192E-1,
1740.00,8.35588992E-1,
1741.000,8.34949374E-1,
1742.000,8.34309459E-1,
1743.000,8.33669186E-1,
1744.000,8.33028436E-1,
1745.000,8.32387388E-1,
1746.000,8.31746101E-1,
1747.000,8.31104338E-1,
1748.000,8.30462158E-1,
1749.000,8.29819858E-1,
1750.00,8.29177022E-1,
1751.000,8.28534007E-1,
1752.000,8.27890515E-1,
1753.000,8.27246726E-1,
1754.000,8.26602757E-1,
1755.000,8.25958312E-1,
1756.000,8.25313687E-1,
1757.000,8.24668586E-1,
1758.000,8.24023366E-1,
1759.000,8.23377669E-1,
1760.00,8.22731853E-1,
1761.000,8.22085559E-1,
1762.000,8.21439087E-1,
1763.000,8.20792377E-1,
1764.000,8.20145309E-1,
1765.000,8.19497883E-1,
1766.000,8.18850398E-1,
1767.000,8.18202436E-1,
1768.000,8.17554414E-1,
1769.000,8.16905856E-1,
1770.00,8.16257179E-1,
1771.000,8.15608323E-1,
1772.000,8.14959109E-1,
1773.000,8.14309597E-1,
1774.000,8.13659966E-1,
1775.000,8.13010156E-1,
1776.000,8.12359929E-1,
1777.000,8.11709583E-1,
1778.000,8.11058998E-1,
1779.000,8.10408056E-1,
1780.00,8.09757054E-1,
1781.000,8.09105754E-1,
1782.000,8.08454216E-1,
1783.000,8.07802558E-1,
1784.000,8.07150602E-1,
1785.000,8.06498468E-1,
1786.000,8.05846214E-1,
1787.000,8.05193603E-1,
1788.000,8.04540873E-1,
1789.000,8.03887963E-1,
1790.00,8.03234935E-1,
1791.000,8.02581549E-1,
1792.000,8.01928103E-1,
1793.000,8.01274359E-1,
1794.000,8.00620496E-1,
1795.000,7.99966514E-1,
1796.000,7.99312472E-1,
1797.000,7.98658013E-1,
1798.000,7.98003554E-1,
1799.000,7.97348917E-1,
1800.00,7.96694219E-1,
1801.000,7.96039164E-1,
1802.000,7.95383990E-1,
1803.000,7.94728756E-1,
1804.000,7.94073403E-1,
1805.000,7.93417811E-1,
1806.000,7.92762160E-1,
1807.000,7.92106390E-1,
1808.000,7.91450441E-1,
1809.000,7.90794373E-1,
1810.00,7.90138185E-1,
1811.000,7.89481878E-1,
1812.000,7.88825512E-1,
1813.000,7.88168907E-1,
1814.000,7.87512243E-1,
1815.000,7.86855519E-1,
1816.000,7.86198735E-1,
1817.000,7.85541713E-1,
1818.000,7.84884691E-1,
1819.000,7.84227550E-1,
1820.00,7.83570290E-1,
1821.000,7.82912970E-1,
1822.000,7.82255530E-1,
1823.000,7.81598091E-1,
1824.000,7.80940533E-1,
1825.000,7.80282795E-1,
1826.000,7.79625058E-1,
1827.000,7.78967321E-1,
1828.000,7.78309524E-1,
1829.000,7.77651429E-1,
1830.00,7.76993513E-1,
1831.000,7.76335478E-1,
1832.000,7.75677443E-1,
1833.000,7.75019228E-1,
1834.000,7.74360955E-1,
1835.000,7.73702681E-1,
1836.000,7.73044467E-1,
1837.000,7.72386074E-1,
1838.000,7.71727741E-1,
1839.000,7.71069348E-1,
1840.00,7.70410895E-1,
1841.000,7.69752264E-1,
1842.000,7.69093871E-1,
1843.000,7.68435299E-1,
1844.000,7.67776728E-1,
1845.000,7.67118096E-1,
1846.000,7.66459584E-1,
1847.000,7.65801013E-1,
1848.000,7.65142381E-1,
1849.000,7.64483631E-1,
1850.00,7.63825119E-1,
1851.000,7.63166487E-1,
1852.000,7.62507796E-1,
1853.000,7.61849165E-1,
1854.000,7.61190534E-1,
1855.000,7.60531902E-1,
1856.000,7.59873331E-1,
1857.000,7.59214759E-1,
1858.000,7.58556128E-1,
1859.000,7.57897675E-1,
1860.00,7.57239163E-1,
1861.000,7.56580472E-1,
1862.000,7.55922019E-1,
1863.000,7.55263627E-1,
1864.000,7.54605114E-1,
1865.000,7.53946722E-1,
1866.000,7.53288388E-1,
1867.000,7.52629995E-1,
1868.000,7.51971722E-1,
1869.000,7.51313567E-1,
1870.00,7.50655293E-1,
1871.000,7.49997139E-1,
1872.000,7.49339044E-1,
1873.000,7.48681068E-1,
1874.000,7.48023033E-1,
1875.000,7.47365057E-1,
1876.000,7.46707261E-1,
1877.000,7.46049345E-1,
1878.000,7.45391667E-1,
1879.000,7.44733930E-1,
1880.00,7.44076371E-1,
1881.000,7.43418813E-1,
1882.000,7.42761314E-1,
1883.000,7.42103934E-1,
1884.000,7.41446674E-1,
1885.000,7.40789473E-1,
1886.000,7.40132391E-1,
1887.000,7.39475310E-1,
1888.000,7.38818407E-1,
1889.000,7.38161504E-1,
1890.00,7.37504661E-1,
1891.000,7.36847937E-1,
1892.000,7.36191392E-1,
1893.000,7.35534966E-1,
1894.000,7.34878600E-1,
1895.000,7.34222293E-1,
1896.000,7.33566165E-1,
1897.000,7.32910097E-1,
1898.000,7.32254028E-1,
1899.000,7.31598198E-1,
1900.00,7.30942547E-1,
1901.000,7.30287015E-1,
1902.000,7.29631424E-1,
1903.000,7.28976071E-1,
1904.000,7.28320777E-1,
1905.000,7.27665842E-1,
1906.000,7.27010846E-1,
1907.000,7.26355910E-1,
1908.000,7.25701153E-1,
1909.000,7.25046635E-1,
1910.00,7.24392056E-1,
1911.000,7.23737895E-1,
1912.000,7.23083735E-1,
1913.000,7.22429693E-1,
1914.000,7.21775770E-1,
1915.000,7.21122026E-1,
1916.000,7.20468521E-1,
1917.000,7.19815016E-1,
1918.000,7.19161689E-1,
1919.000,7.18508542E-1,
1920.00,7.17855632E-1,
1921.000,7.17202902E-1,
1922.000,7.16550171E-1,
1923.000,7.15897739E-1,
1924.000,7.15245366E-1,
1925.000,7.14593232E-1,
1926.000,7.13941216E-1,
1927.000,7.13289380E-1,
1928.000,7.12637782E-1,
1929.000,7.11986363E-1,
1930.00,7.11334944E-1,
1931.000,7.10683882E-1,
1932.000,7.10032940E-1,
1933.000,7.09382236E-1,
1934.000,7.08731651E-1,
1935.000,7.08081305E-1,
1936.000,7.07431078E-1,
1937.000,7.06781089E-1,
1938.000,7.06131160E-1,
1939.000,7.05481648E-1,
1940.00,7.04832196E-1,
1941.000,7.04183042E-1,
1942.000,7.03533947E-1,
1943.000,7.02885091E-1,
1944.000,7.02236414E-1,
1945.000,7.01588154E-1,
1946.000,7.00939775E-1,
1947.000,7.00291812E-1,
1948.000,6.99643970E-1,
1949.000,6.98996365E-1,
1950.00,6.98349059E-1,
1951.000,6.97701812E-1,
1952.000,6.97054982E-1,
1953.000,6.96408212E-1,
1954.000,6.95761621E-1,
1955.000,6.95115328E-1,
1956.000,6.94469333E-1,
1957.000,6.93823397E-1,
1958.000,6.93177819E-1,
1959.000,6.92532361E-1,
1960.00,6.91887319E-1,
1961.000,6.91242337E-1,
1962.000,6.90597653E-1,
1963.000,6.89953148E-1,
1964.000,6.89308941E-1,
1965.000,6.88664854E-1,
1966.000,6.88021064E-1,
1967.000,6.87377572E-1,
1968.000,6.86734378E-1,
1969.000,6.86091363E-1,
1970.00,6.85448587E-1,
1971.000,6.84806049E-1,
1972.000,6.84163749E-1,
1973.000,6.83521688E-1,
1974.000,6.82879865E-1,
1975.000,6.82238340E-1,
1976.000,6.81596935E-1,
1977.000,6.80956006E-1,
1978.000,6.80315316E-1,
1979.000,6.79674685E-1,
1980.00,6.79034531E-1,
1981.000,6.78394496E-1,
1982.000,6.77754760E-1,
1983.000,6.77115381E-1,
1984.000,6.76476181E-1,
1985.000,6.75837219E-1,
1986.000,6.75198555E-1,
1987.000,6.74560130E-1,
1988.000,6.73922002E-1,
1989.000,6.73284173E-1,
1990.00,6.72646582E-1,
1991.000,6.72009408E-1,
1992.000,6.71372235E-1,
1993.000,6.70735598E-1,
1994.000,6.70099139E-1,
1995.000,6.69462919E-1,
1996.000,6.68827057E-1,
1997.000,6.68191433E-1,
1998.000,6.67556107E-1,
1999.000,6.66921139E-1,
2000.00,6.66286349E-1,
2001.000,6.65651858E-1,
2002.000,6.65017724E-1,
2003.000,6.64383829E-1,
2004.000,6.63750231E-1,
2005.000,6.63116992E-1,
2006.000,6.62483931E-1,
2007.000,6.61851287E-1,
2008.000,6.61218941E-1,
2009.000,6.60586774E-1,
2010.00,6.59954965E-1,
2011.000,6.59323573E-1,
2012.000,6.58692300E-1,
2013.000,6.58061385E-1,
2014.000,6.57430828E-1,
2015.000,6.56800628E-1,
2016.000,6.56170666E-1,
2017.000,6.55540943E-1,
2018.000,6.54911637E-1,
2019.000,6.54282629E-1,
2020.00,6.53653979E-1,
2021.000,6.53025508E-1,
2022.000,6.52397454E-1,
2023.000,6.51769757E-1,
2024.000,6.51142299E-1,
2025.000,6.50515020E-1,
2026.000,6.49888277E-1,
2027.000,6.49261832E-1,
2028.000,6.48635626E-1,
2029.000,6.48009837E-1,
2030.00,6.47384346E-1,
2031.000,6.46759033E-1,
2032.000,6.46134257E-1,
2033.000,6.45509839E-1,
2034.000,6.44885540E-1,
2035.000,6.44261658E-1,
2036.000,6.43638074E-1,
2037.000,6.43014967E-1,
2038.000,6.42391980E-1,
2039.000,6.41769528E-1,
2040.00,6.41147375E-1,
2041.000,6.40525460E-1,
2042.000,6.39903903E-1,
2043.000,6.39282763E-1,
2044.000,6.38661921E-1,
2045.000,6.38041496E-1,
2046.000,6.37421310E-1,
2047.000,6.36801481E-1,
2048.000,6.36182010E-1,
2049.000,6.35562897E-1,
2050.00,6.34944141E-1,
2051.000,6.34325624E-1,
2052.000,6.33707583E-1,
2053.000,6.33089840E-1,
2054.000,6.32472515E-1,
2055.000,6.31855309E-1,
2056.000,6.31238759E-1,
2057.000,6.30622327E-1,
2058.000,6.30006492E-1,
2059.000,6.29390776E-1,
2060.00,6.28775537E-1,
2061.000,6.28160715E-1,
2062.000,6.27546191E-1,
2063.000,6.26931906E-1,
2064.000,6.26318157E-1,
2065.000,6.25704587E-1,
2066.000,6.25091612E-1,
2067.000,6.24478877E-1,
2068.000,6.23866439E-1,
2069.000,6.23254359E-1,
2070.00,6.22642815E-1,
2071.000,6.22031569E-1,
2072.000,6.21420562E-1,
2073.000,6.20810032E-1,
2074.000,6.20199859E-1,
2075.000,6.19590104E-1,
2076.000,6.18980646E-1,
2077.000,6.18371546E-1,
2078.000,6.17762923E-1,
2079.000,6.17154598E-1,
2080.00,6.16546631E-1,
2081.000,6.15939081E-1,
2082.000,6.15331829E-1,
2083.000,6.14725113E-1,
2084.000,6.14118636E-1,
2085.000,6.13512635E-1,
2086.000,6.12906873E-1,
2087.000,6.12301648E-1,
2088.000,6.11696661E-1,
2089.000,6.11092210E-1,
2090.00,6.10487938E-1,
2091.000,6.09884143E-1,
2092.000,6.09280825E-1,
2093.000,6.08677804E-1,
2094.000,6.08075202E-1,
2095.000,6.07472956E-1,
2096.000,6.06871128E-1,
2097.000,6.06269658E-1,
2098.000,6.05668604E-1,
2099.000,6.05067909E-1,
2100.00,6.04467571E-1,
2101.000,6.03867710E-1,
2102.000,6.03268206E-1,
2103.000,6.02669001E-1,
2104.000,6.02070332E-1,
2105.000,6.01471961E-1,
2106.000,6.00874007E-1,
2107.000,6.00276470E-1,
2108.000,5.99679351E-1,
2109.000,5.99082649E-1,
2110.00,5.98486245E-1,
2111.000,5.97890317E-1,
2112.000,5.97294748E-1,
2113.000,5.96699595E-1,
2114.000,5.96104801E-1,
2115.000,5.95510483E-1,
2116.000,5.94916463E-1,
2117.000,5.94322979E-1,
2118.000,5.93729734E-1,
2119.000,5.93137026E-1,
2120.00,5.92544675E-1,
2121.000,5.91952682E-1,
2122.000,5.91361165E-1,
2123.000,5.90770066E-1,
2124.000,5.90179324E-1,
2125.000,5.89588940E-1,
2126.000,5.88999093E-1,
2127.000,5.88409603E-1,
2128.000,5.87820470E-1,
2129.000,5.87231755E-1,
2130.00,5.86643457E-1,
2131.000,5.86055636E-1,
2132.000,5.85468113E-1,
2133.000,5.84881127E-1,
2134.000,5.84294379E-1,
2135.000,5.83708227E-1,
2136.000,5.83122373E-1,
2137.000,5.82537115E-1,
2138.000,5.81952095E-1,
2139.000,5.81367493E-1,
2140.00,5.80783308E-1,
2141.000,5.80199659E-1,
2142.000,5.79616249E-1,
2143.000,5.79033315E-1,
2144.000,5.78450859E-1,
2145.000,5.77868760E-1,
2146.000,5.77287078E-1,
2147.000,5.76705933E-1,
2148.000,5.76125026E-1,
2149.000,5.75544715E-1,
2150.00,5.74964702E-1,
2151.000,5.74385166E-1,
2152.000,5.73806047E-1,
2153.000,5.73227227E-1,
2154.000,5.72649062E-1,
2155.000,5.72071135E-1,
2156.000,5.71493685E-1,
2157.000,5.70916653E-1,
2158.000,5.70340157E-1,
2159.000,5.69763899E-1,
2160.00,5.69188178E-1,
2161.000,5.68612874E-1,
2162.000,5.68037987E-1,
2163.000,5.67463458E-1,
2164.000,5.66889465E-1,
2165.000,5.66315949E-1,
2166.000,5.65742612E-1,
2167.000,5.65169930E-1,
2168.000,5.64597607E-1,
2169.000,5.64025700E-1,
2170.00,5.63454270E-1,
2171.000,5.62883198E-1,
2172.000,5.62312603E-1,
2173.000,5.61742425E-1,
2174.000,5.61172664E-1,
2175.000,5.60603440E-1,
2176.000,5.60034454E-1,
2177.000,5.59466004E-1,
2178.000,5.58898032E-1,
2179.000,5.58330536E-1,
2180.00,5.57763159E-1,
2181.000,5.57196677E-1,
2182.000,5.56630313E-1,
2183.000,5.56064487E-1,
2184.000,5.55499077E-1,
2185.000,5.54934084E-1,
2186.000,5.54369628E-1,
2187.000,5.53805411E-1,
2188.000,5.53241849E-1,
2189.000,5.52678585E-1,
2190.00,5.52115738E-1,
2191.000,5.51553488E-1,
2192.000,5.50991535E-1,
2193.000,5.50430000E-1,
2194.000,5.49869001E-1,
2195.000,5.49308479E-1,
2196.000,5.48748255E-1,
2197.000,5.48188508E-1,
2198.000,5.47629297E-1,
2199.000,5.47070444E-1,
2200.00,5.46512008E-1,
