Labels,T data_N11P_Feb2020_up to 3000,
2201.000,5.45954049E-1,
2202.000,5.45396566E-1,
2203.000,5.44839442E-1,
2204.000,5.44282794E-1,
2205.000,5.43726742E-1,
2206.000,5.43170989E-1,
2207.000,5.42615712E-1,
2208.000,5.42060792E-1,
2209.000,5.41506410E-1,
2210.00,5.40952384E-1,
2211.000,5.40398836E-1,
2212.000,5.39845824E-1,
2213.000,5.39293110E-1,
2214.000,5.38740993E-1,
2215.000,5.38189173E-1,
2216.000,5.37638009E-1,
2217.000,5.37087023E-1,
2218.000,5.36536634E-1,
2219.000,5.35986722E-1,
2220.00,5.35437167E-1,
2221.000,5.34888148E-1,
2222.000,5.34339488E-1,
2223.000,5.33791363E-1,
2224.000,5.33243597E-1,
2225.000,5.32696247E-1,
2226.000,5.32149494E-1,
2227.000,5.31603158E-1,
2228.000,5.31057119E-1,
2229.000,5.30511677E-1,
2230.00,5.29966593E-1,
2231.000,5.29422045E-1,
2232.000,5.28877914E-1,
2233.000,5.28334200E-1,
2234.000,5.27790964E-1,
2235.000,5.27248144E-1,
2236.000,5.26705861E-1,
2237.000,5.26163936E-1,
2238.000,5.25622547E-1,
2239.000,5.25081515E-1,
2240.00,5.24540961E-1,
2241.000,5.24000823E-1,
2242.000,5.23461282E-1,
2243.000,5.22922099E-1,
2244.000,5.22383273E-1,
2245.000,5.21844983E-1,
2246.000,5.21307170E-1,
2247.000,5.20769835E-1,
2248.000,5.20232856E-1,
2249.000,5.19696414E-1,
2250.00,5.19160450E-1,
2251.000,5.18624783E-1,
2252.000,5.18089652E-1,
2253.000,5.17555058E-1,
2254.000,5.17020822E-1,
2255.000,5.16487062E-1,
2256.000,5.15953839E-1,
2257.000,5.15420914E-1,
2258.000,5.14888525E-1,
2259.000,5.14356554E-1,
2260.00,5.13825059E-1,
2261.000,5.13294041E-1,
2262.000,5.12763560E-1,
2263.000,5.12233436E-1,
2264.000,5.11703670E-1,
2265.000,5.11174500E-1,
2266.000,5.10645747E-1,
2267.000,5.10117471E-1,
2268.000,5.09589553E-1,
2269.000,5.09062111E-1,
2270.00,5.08535266E-1,
2271.000,5.08008718E-1,
2272.000,5.07482708E-1,
2273.000,5.06957173E-1,
2274.000,5.06432056E-1,
2275.000,5.05907357E-1,
2276.000,5.05383134E-1,
2277.000,5.04859447E-1,
2278.000,5.04336178E-1,
2279.000,5.03813326E-1,
2280.00,5.03290892E-1,
2281.000,5.02768993E-1,
2282.000,5.02247453E-1,
2283.000,5.01726508E-1,
2284.000,5.01205981E-1,
2285.000,5.00685871E-1,
2286.000,5.00166237E-1,
2287.000,4.99647051E-1,
2288.000,4.99128371E-1,
2289.000,4.98610049E-1,
2290.00,4.98092234E-1,
2291.000,4.97574925E-1,
2292.000,4.97058034E-1,
2293.000,4.96541619E-1,
2294.000,4.96025592E-1,
2295.000,4.95510101E-1,
2296.000,4.94995028E-1,
2297.000,4.94480342E-1,
2298.000,4.93966281E-1,
2299.000,4.93452549E-1,
2300.00,4.92939264E-1,
2301.000,4.92426574E-1,
2302.000,4.91914153E-1,
2303.000,4.91402328E-1,
2304.000,4.90890920E-1,
2305.000,4.90379900E-1,
2306.000,4.89869565E-1,
2307.000,4.89359379E-1,
2308.000,4.88849908E-1,
2309.000,4.88340706E-1,
2310.00,4.87832099E-1,
2311.000,4.87323910E-1,
2312.000,4.86816078E-1,
2313.000,4.86308903E-1,
2314.000,4.85801995E-1,
2315.000,4.85295683E-1,
2316.000,4.84789789E-1,
2317.000,4.84284252E-1,
2318.000,4.83779252E-1,
2319.000,4.83274788E-1,
2320.00,4.82770652E-1,
2321.000,4.82267082E-1,
2322.000,4.81763870E-1,
2323.000,4.81261134E-1,
2324.000,4.80758965E-1,
2325.000,4.80257154E-1,
2326.000,4.79755759E-1,
2327.000,4.79254961E-1,
2328.000,4.78754461E-1,
2329.000,4.78254557E-1,
2330.00,4.77755070E-1,
2331.000,4.77255940E-1,
2332.000,4.76757348E-1,
2333.000,4.76259232E-1,
2334.000,4.75761533E-1,
2335.000,4.75264370E-1,
2336.000,4.74767655E-1,
2337.000,4.74271357E-1,
2338.000,4.73775476E-1,
2339.000,4.73280013E-1,
2340.00,4.72785175E-1,
2341.000,4.72290635E-1,
2342.000,4.71796632E-1,
2343.000,4.71303165E-1,
2344.000,4.70810056E-1,
2345.000,4.70317334E-1,
2346.000,4.69825149E-1,
2347.000,4.69333470E-1,
2348.000,4.68842179E-1,
2349.000,4.68351334E-1,
2350.00,4.67861056E-1,
2351.000,4.67371166E-1,
2352.000,4.66881663E-1,
2353.000,4.66392666E-1,
2354.000,4.65904206E-1,
2355.000,4.65416074E-1,
2356.000,4.64928478E-1,
2357.000,4.64441299E-1,
2358.000,4.63954598E-1,
2359.000,4.63468403E-1,
2360.00,4.62982595E-1,
2361.000,4.62497294E-1,
2362.000,4.62012440E-1,
2363.000,4.61527914E-1,
2364.000,4.61044014E-1,
2365.000,4.60560530E-1,
2366.000,4.60077435E-1,
2367.000,4.59594846E-1,
2368.000,4.59112614E-1,
2369.000,4.58631039E-1,
2370.00,4.58149761E-1,
2371.000,4.57668930E-1,
2372.000,4.57188666E-1,
2373.000,4.56708819E-1,
2374.000,4.56229359E-1,
2375.000,4.55750406E-1,
2376.000,4.55271900E-1,
2377.000,4.54793900E-1,
2378.000,4.54316288E-1,
2379.000,4.53839153E-1,
2380.00,4.53362435E-1,
2381.000,4.52886254E-1,
2382.000,4.52410460E-1,
2383.000,4.51935142E-1,
2384.000,4.51460272E-1,
2385.000,4.50985849E-1,
2386.000,4.50511873E-1,
2387.000,4.50038403E-1,
2388.000,4.49565291E-1,
2389.000,4.49092716E-1,
2390.00,4.48620617E-1,
2391.000,4.48148906E-1,
2392.000,4.47677672E-1,
2393.000,4.47206855E-1,
2394.000,4.46736544E-1,
2395.000,4.46266651E-1,
2396.000,4.45797175E-1,
2397.000,4.45328295E-1,
2398.000,4.44859713E-1,
2399.000,4.44391608E-1,
2400.00,4.43924010E-1,
2401.000,4.43456858E-1,
2402.000,4.42990154E-1,
2403.000,4.42523867E-1,
2404.000,4.42058086E-1,
2405.000,4.41592693E-1,
2406.000,4.41127837E-1,
2407.000,4.40663338E-1,
2408.000,4.40199345E-1,
2409.000,4.39735770E-1,
2410.00,4.39272672E-1,
2411.000,4.38809961E-1,
2412.000,4.38347787E-1,
2413.000,4.37885970E-1,
2414.000,4.37424690E-1,
2415.000,4.36963856E-1,
2416.000,4.36503410E-1,
2417.000,4.36043471E-1,
2418.000,4.35583979E-1,
2419.000,4.35124844E-1,
2420.00,4.34666306E-1,
2421.000,4.34208125E-1,
2422.000,4.33750421E-1,
2423.000,4.33293134E-1,
2424.000,4.32836294E-1,
2425.000,4.32379842E-1,
2426.000,4.31923985E-1,
2427.000,4.31468546E-1,
2428.000,4.31013495E-1,
2429.000,4.30558920E-1,
2430.00,4.30104792E-1,
2431.000,4.29651082E-1,
2432.000,4.29197788E-1,
2433.000,4.28745031E-1,
2434.000,4.28292722E-1,
2435.000,4.27840859E-1,
2436.000,4.27389383E-1,
2437.000,4.26938295E-1,
2438.000,4.26487833E-1,
2439.000,4.26037639E-1,
2440.00,4.25587922E-1,
2441.000,4.25138772E-1,
2442.000,4.24690008E-1,
2443.000,4.24241602E-1,
2444.000,4.23793733E-1,
2445.000,4.23346251E-1,
2446.000,4.22899246E-1,
2447.000,4.22452688E-1,
2448.000,4.22006607E-1,
2449.000,4.21560913E-1,
2450.00,4.21115756E-1,
2451.000,4.20670837E-1,
2452.000,4.20226544E-1,
2453.000,4.19782698E-1,
2454.000,4.19339240E-1,
2455.000,4.18896139E-1,
2456.000,4.18453574E-1,
2457.000,4.18011457E-1,
2458.000,4.17569816E-1,
2459.000,4.17128533E-1,
2460.00,4.16687757E-1,
2461.000,4.16247368E-1,
2462.000,4.15807396E-1,
2463.000,4.15367931E-1,
2464.000,4.14928943E-1,
2465.000,4.14490253E-1,
2466.000,4.14052099E-1,
2467.000,4.13614392E-1,
2468.000,4.13177133E-1,
2469.000,4.12740290E-1,
2470.00,4.12303895E-1,
2471.000,4.11867946E-1,
2472.000,4.11432385E-1,
2473.000,4.10997272E-1,
2474.000,4.10562694E-1,
2475.000,4.10128444E-1,
2476.000,4.09694612E-1,
2477.000,4.09261376E-1,
2478.000,4.08828437E-1,
2479.000,4.08395916E-1,
2480.00,4.07963961E-1,
2481.000,4.07532394E-1,
2482.000,4.07101214E-1,
2483.000,4.06670541E-1,
2484.000,4.06240195E-1,
2485.000,4.05810386E-1,
2486.000,4.05380934E-1,
2487.000,4.04951960E-1,
2488.000,4.04523462E-1,
2489.000,4.04095292E-1,
2490.00,4.03667748E-1,
2491.000,4.03240442E-1,
2492.000,4.02813673E-1,
2493.000,4.02387321E-1,
2494.000,4.01961327E-1,
2495.000,4.01535869E-1,
2496.000,4.01110798E-1,
2497.000,4.00686115E-1,
2498.000,4.00261939E-1,
2499.000,3.99838179E-1,
2500.00,3.99414778E-1,
2501.000,3.98991942E-1,
2502.000,3.98569465E-1,
2503.000,3.98147374E-1,
2504.000,3.97725821E-1,
2505.000,3.97304684E-1,
2506.000,3.96883935E-1,
2507.000,3.96463603E-1,
2508.000,3.96043777E-1,
2509.000,3.95624280E-1,
2510.00,3.95205200E-1,
2511.000,3.94786626E-1,
2512.000,3.94368500E-1,
2513.000,3.93950701E-1,
2514.000,3.93533438E-1,
2515.000,3.93116593E-1,
2516.000,3.92700106E-1,
2517.000,3.92284065E-1,
2518.000,3.91868472E-1,
2519.000,3.91453296E-1,
2520.00,3.91038507E-1,
2521.000,3.90624255E-1,
2522.000,3.90210390E-1,
2523.000,3.89796913E-1,
2524.000,3.89383882E-1,
2525.000,3.88971299E-1,
2526.000,3.88559043E-1,
2527.000,3.88147265E-1,
2528.000,3.87735993E-1,
2529.000,3.87325019E-1,
2530.00,3.86914581E-1,
2531.000,3.86504531E-1,
2532.000,3.86094928E-1,
2533.000,3.85685712E-1,
2534.000,3.85276943E-1,
2535.000,3.84868532E-1,
2536.000,3.84460598E-1,
2537.000,3.84053141E-1,
2538.000,3.83645952E-1,
2539.000,3.83239299E-1,
2540.00,3.82833034E-1,
2541.000,3.82427275E-1,
2542.000,3.82021785E-1,
2543.000,3.81616831E-1,
2544.000,3.81212294E-1,
2545.000,3.80808115E-1,
2546.000,3.80404353E-1,
2547.000,3.80001098E-1,
2548.000,3.79598230E-1,
2549.000,3.79195780E-1,
2550.00,3.78793687E-1,
2551.000,3.78392041E-1,
2552.000,3.77990872E-1,
2553.000,3.77590060E-1,
2554.000,3.77189666E-1,
2555.000,3.76789689E-1,
2556.000,3.76390249E-1,
2557.000,3.75991106E-1,
2558.000,3.75592411E-1,
2559.000,3.75194043E-1,
2560.00,3.74796182E-1,
2561.000,3.74398738E-1,
2562.000,3.74001771E-1,
2563.000,3.73605132E-1,
2564.000,3.73208851E-1,
2565.000,3.72813076E-1,
2566.000,3.72417778E-1,
2567.000,3.72022778E-1,
2568.000,3.71628165E-1,
2569.000,3.71234059E-1,
2570.00,3.70840400E-1,
2571.000,3.70447069E-1,
2572.000,3.70054185E-1,
2573.000,3.69661629E-1,
2574.000,3.69269580E-1,
2575.000,3.68877918E-1,
2576.000,3.68486643E-1,
2577.000,3.68095905E-1,
2578.000,3.67705464E-1,
2579.000,3.67315382E-1,
2580.00,3.66925836E-1,
2581.000,3.66536677E-1,
2582.000,3.66147816E-1,
2583.000,3.65759462E-1,
2584.000,3.65371495E-1,
2585.000,3.64983916E-1,
2586.000,3.64596814E-1,
2587.000,3.64210039E-1,
2588.000,3.63823771E-1,
2589.000,3.63437802E-1,
2590.00,3.63052249E-1,
2591.000,3.62667233E-1,
2592.000,3.62282455E-1,
2593.000,3.61898214E-1,
2594.000,3.61514360E-1,
2595.000,3.61130893E-1,
2596.000,3.60747725E-1,
2597.000,3.60365063E-1,
2598.000,3.59982848E-1,
2599.000,3.59600991E-1,
2600.00,3.59219521E-1,
2601.000,3.58838469E-1,
2602.000,3.58457863E-1,
2603.000,3.58077556E-1,
2604.000,3.57697845E-1,
2605.000,3.57318372E-1,
2606.000,3.56939286E-1,
2607.000,3.56560647E-1,
2608.000,3.56182396E-1,
2609.000,3.55804682E-1,
2610.00,3.55427176E-1,
2611.000,3.55050176E-1,
2612.000,3.54673624E-1,
2613.000,3.54297340E-1,
2614.000,3.53921473E-1,
2615.000,3.53546172E-1,
2616.000,3.53171110E-1,
2617.000,3.52796435E-1,
2618.000,3.52422297E-1,
2619.000,3.52048427E-1,
2620.00,3.51674974E-1,
2621.000,3.51301938E-1,
2622.000,3.50929379E-1,
2623.000,3.50557148E-1,
2624.000,3.50185275E-1,
2625.000,3.49813849E-1,
2626.000,3.49442810E-1,
2627.000,3.49072129E-1,
2628.000,3.48701864E-1,
2629.000,3.48332018E-1,
2630.00,3.47962588E-1,
2631.000,3.47593516E-1,
2632.000,3.47224861E-1,
2633.000,3.46856654E-1,
2634.000,3.46488714E-1,
2635.000,3.46121222E-1,
2636.000,3.45754206E-1,
2637.000,3.45387459E-1,
2638.000,3.45021218E-1,
2639.000,3.44655246E-1,
2640.00,3.44289750E-1,
2641.000,3.43924701E-1,
2642.000,3.43559921E-1,
2643.000,3.43195558E-1,
2644.000,3.42831641E-1,
2645.000,3.42468053E-1,
2646.000,3.42104822E-1,
2647.000,3.41742098E-1,
2648.000,3.41379762E-1,
2649.000,3.41017693E-1,
2650.00,3.40656042E-1,
2651.000,3.40294927E-1,
2652.000,3.39934081E-1,
2653.000,3.39573592E-1,
2654.000,3.39213550E-1,
2655.000,3.38853836E-1,
2656.000,3.38494569E-1,
2657.000,3.38135630E-1,
2658.000,3.37777197E-1,
2659.000,3.37419063E-1,
2660.00,3.37061316E-1,
2661.000,3.36703956E-1,
2662.000,3.36347014E-1,
2663.000,3.35990369E-1,
2664.000,3.35634232E-1,
2665.000,3.35278362E-1,
2666.000,3.34922969E-1,
2667.000,3.34567904E-1,
2668.000,3.34213257E-1,
2669.000,3.33858997E-1,
2670.00,3.33505094E-1,
2671.000,3.33151609E-1,
2672.000,3.32798451E-1,
2673.000,3.32445741E-1,
2674.000,3.32093298E-1,
2675.000,3.31741333E-1,
2676.000,3.31389725E-1,
2677.000,3.31038594E-1,
2678.000,3.30687761E-1,
2679.000,3.30337167E-1,
2680.00,3.29987139E-1,
2681.000,3.29637408E-1,
2682.000,3.29288095E-1,
2683.000,3.28939140E-1,
2684.000,3.28590602E-1,
2685.000,3.28242362E-1,
2686.000,3.27894598E-1,
2687.000,3.27547163E-1,
2688.000,3.27200115E-1,
2689.000,3.26853365E-1,
2690.00,3.26507062E-1,
2691.000,3.26161206E-1,
2692.000,3.25815588E-1,
2693.000,3.25470448E-1,
2694.000,3.25125605E-1,
2695.000,3.24781150E-1,
2696.000,3.24437112E-1,
2697.000,3.24093491E-1,
2698.000,3.23750168E-1,
2699.000,3.23407203E-1,
2700.00,3.23064685E-1,
2701.000,3.22722435E-1,
2702.000,3.22380692E-1,
2703.000,3.22039276E-1,
2704.000,3.21698159E-1,
2705.000,3.21357489E-1,
2706.000,3.21017146E-1,
2707.000,3.20677102E-1,
2708.000,3.20337594E-1,
2709.000,3.19998324E-1,
2710.00,3.19659501E-1,
2711.000,3.19321066E-1,
2712.000,3.18982929E-1,
2713.000,3.18645209E-1,
2714.000,3.18307757E-1,
2715.000,3.17970842E-1,
2716.000,3.17634195E-1,
2717.000,3.17297846E-1,
2718.000,3.16962004E-1,
2719.000,3.16626459E-1,
2720.00,3.16291243E-1,
2721.000,3.15956503E-1,
2722.000,3.15622061E-1,
2723.000,3.15287918E-1,
2724.000,3.14954311E-1,
2725.000,3.14620972E-1,
2726.000,3.14287931E-1,
2727.000,3.13955277E-1,
2728.000,3.13623101E-1,
2729.000,3.13291222E-1,
2730.00,3.12959701E-1,
2731.000,3.12628597E-1,
2732.000,3.12297761E-1,
2733.000,3.11967254E-1,
2734.000,3.11637282E-1,
2735.000,3.11307549E-1,
2736.000,3.10978234E-1,
2737.000,3.10649157E-1,
2738.000,3.10320526E-1,
2739.000,3.09992284E-1,
2740.00,3.09664369E-1,
2741.000,3.09336811E-1,
2742.000,3.09009582E-1,
2743.000,3.08682770E-1,
2744.000,3.08356345E-1,
2745.000,3.08030218E-1,
2746.000,3.07704449E-1,
2747.000,3.07379067E-1,
2748.000,3.07054043E-1,
2749.000,3.06729376E-1,
2750.00,3.06405038E-1,
2751.000,3.06081027E-1,
2752.000,3.05757523E-1,
2753.000,3.05434197E-1,
2754.000,3.05111349E-1,
2755.000,3.04788738E-1,
2756.000,3.04466605E-1,
2757.000,3.04144800E-1,
2758.000,3.03823203E-1,
2759.000,3.03502113E-1,
2760.00,3.03181380E-1,
2761.000,3.02860945E-1,
2762.000,3.02540809E-1,
2763.000,3.02221090E-1,
2764.000,3.01901728E-1,
2765.000,3.01582754E-1,
2766.000,3.01264107E-1,
2767.000,3.00945759E-1,
2768.000,3.00627828E-1,
2769.000,3.00310194E-1,
2770.00,2.99992979E-1,
2771.000,2.99676061E-1,
2772.000,2.99359411E-1,
2773.000,2.99043328E-1,
2774.000,2.98727363E-1,
2775.000,2.98411846E-1,
2776.000,2.98096716E-1,
2777.000,2.97781885E-1,
2778.000,2.97467351E-1,
2779.000,2.97153234E-1,
2780.00,2.96839505E-1,
2781.000,2.96526074E-1,
2782.000,2.96212971E-1,
2783.000,2.95900255E-1,
2784.000,2.95587808E-1,
2785.000,2.95275778E-1,
2786.000,2.94964105E-1,
2787.000,2.94652700E-1,
2788.000,2.94341713E-1,
2789.000,2.94031084E-1,
2790.00,2.93720752E-1,
2791.000,2.93410748E-1,
2792.000,2.93101132E-1,
2793.000,2.92791754E-1,
2794.000,2.92482883E-1,
2795.000,2.92174250E-1,
2796.000,2.91865915E-1,
2797.000,2.91557997E-1,
2798.000,2.91250467E-1,
2799.000,2.90943146E-1,
2800.00,2.90636212E-1,
2801.000,2.90329695E-1,
2802.000,2.90023476E-1,
2803.000,2.89717555E-1,
2804.000,2.89412022E-1,
2805.000,2.89106786E-1,
2806.000,2.88801879E-1,
2807.000,2.88497359E-1,
2808.000,2.88193077E-1,
2809.000,2.87889272E-1,
2810.00,2.87585795E-1,
2811.000,2.87282556E-1,
2812.000,2.86979735E-1,
2813.000,2.86677182E-1,
2814.000,2.86374986E-1,
2815.000,2.86073178E-1,
2816.000,2.85771668E-1,
2817.000,2.85470426E-1,
2818.000,2.85169601E-1,
2819.000,2.84869075E-1,
2820.00,2.84568995E-1,
2821.000,2.84269065E-1,
2822.000,2.83969492E-1,
2823.000,2.83670396E-1,
2824.000,2.83371598E-1,
2825.000,2.83073068E-1,
2826.000,2.82774836E-1,
2827.000,2.82476991E-1,
2828.000,2.82179505E-1,
2829.000,2.81882316E-1,
2830.00,2.81585455E-1,
2831.000,2.81288952E-1,
2832.000,2.80992717E-1,
2833.000,2.80696839E-1,
2834.000,2.80401289E-1,
2835.000,2.80106068E-1,
2836.000,2.79811144E-1,
2837.000,2.79516637E-1,
2838.000,2.79222459E-1,
2839.000,2.78928518E-1,
2840.00,2.78634965E-1,
2841.000,2.78341681E-1,
2842.000,2.78048724E-1,
2843.000,2.77756125E-1,
2844.000,2.77463913E-1,
2845.000,2.77171999E-1,
2846.000,2.76880383E-1,
2847.000,2.76589066E-1,
2848.000,2.76298076E-1,
2849.000,2.76007444E-1,
2850.00,2.75717109E-1,
2851.000,2.75427103E-1,
2852.000,2.75137484E-1,
2853.000,2.74848044E-1,
2854.000,2.74559051E-1,
2855.000,2.74270326E-1,
2856.000,2.73981988E-1,
2857.000,2.73693889E-1,
2858.000,2.73406178E-1,
2859.000,2.73118764E-1,
2860.00,2.72831649E-1,
2861.000,2.72544831E-1,
2862.000,2.72258401E-1,
2863.000,2.71972179E-1,
2864.000,2.71686405E-1,
2865.000,2.71400958E-1,
2866.000,2.71115750E-1,
2867.000,2.70830840E-1,
2868.000,2.70546317E-1,
2869.000,2.70262122E-1,
2870.00,2.69978225E-1,
2871.000,2.69694597E-1,
2872.000,2.69411266E-1,
2873.000,2.69128352E-1,
2874.000,2.68845737E-1,
2875.000,2.68563330E-1,
2876.000,2.68281311E-1,
2877.000,2.67999619E-1,
2878.000,2.67718256E-1,
2879.000,2.67437190E-1,
2880.00,2.67156452E-1,
2881.000,2.66875923E-1,
2882.000,2.66595811E-1,
2883.000,2.66316026E-1,
2884.000,2.66036510E-1,
2885.000,2.65757293E-1,
2886.000,2.65478462E-1,
2887.000,2.65199870E-1,
2888.000,2.64921665E-1,
2889.000,2.64643639E-1,
2890.00,2.64366060E-1,
2891.000,2.64088720E-1,
2892.000,2.63811707E-1,
2893.000,2.63534993E-1,
2894.000,2.63258576E-1,
2895.000,2.62982577E-1,
2896.000,2.62706757E-1,
2897.000,2.62431264E-1,
2898.000,2.62156159E-1,
2899.000,2.61881232E-1,
2900.00,2.61606723E-1,
2901.000,2.61332512E-1,
2902.000,2.61058599E-1,
2903.000,2.60784984E-1,
2904.000,2.60511667E-1,
2905.000,2.60238677E-1,
2906.000,2.59965956E-1,
2907.000,2.59693533E-1,
2908.000,2.59421468E-1,
2909.000,2.59149641E-1,
2910.00,2.58878112E-1,
2911.000,2.58607030E-1,
2912.000,2.58336097E-1,
2913.000,2.58065522E-1,
2914.000,2.57795274E-1,
2915.000,2.57525295E-1,
2916.000,2.57255673E-1,
2917.000,2.56986260E-1,
2918.000,2.56717265E-1,
2919.000,2.56448448E-1,
2920.00,2.56180048E-1,
2921.000,2.55911827E-1,
2922.000,2.55643994E-1,
2923.000,2.55376428E-1,
2924.000,2.55109191E-1,
2925.000,2.54842222E-1,
2926.000,2.54575580E-1,
2927.000,2.54309207E-1,
2928.000,2.54043192E-1,
2929.000,2.53777355E-1,
2930.00,2.53511965E-1,
2931.000,2.53246754E-1,
2932.000,2.52981961E-1,
2933.000,2.52717346E-1,
2934.000,2.52453148E-1,
2935.000,2.52189130E-1,
2936.000,2.51925409E-1,
2937.000,2.51662135E-1,
2938.000,2.51399010E-1,
2939.000,2.51136214E-1,
2940.00,2.50873744E-1,
2941.000,2.50611514E-1,
2942.000,2.50349581E-1,
2943.000,2.50087976E-1,
2944.000,2.49826685E-1,
2945.000,2.49565691E-1,
2946.000,2.49304876E-1,
2947.000,2.49044463E-1,
2948.000,2.48784363E-1,
2949.000,2.48524457E-1,
2950.00,2.48264953E-1,
2951.000,2.48005643E-1,
2952.000,2.47746646E-1,
2953.000,2.47487947E-1,
2954.000,2.47229636E-1,
2955.000,2.46971533E-1,
2956.000,2.46713623E-1,
2957.000,2.46456131E-1,
2958.000,2.46198922E-1,
2959.000,2.45941922E-1,
2960.00,2.45685309E-1,
2961.000,2.45428905E-1,
2962.000,2.45172799E-1,
2963.000,2.44917095E-1,
2964.000,2.44661614E-1,
2965.000,2.44406313E-1,
2966.000,2.44151399E-1,
2967.000,2.43896797E-1,
2968.000,2.43642390E-1,
2969.000,2.43388295E-1,
2970.00,2.43134588E-1,
2971.000,2.42881089E-1,
2972.000,2.42627785E-1,
2973.000,2.42374882E-1,
2974.000,2.42122263E-1,
2975.000,2.41869882E-1,
2976.000,2.41617769E-1,
2977.000,2.41365969E-1,
2978.000,2.41114482E-1,
2979.000,2.40863279E-1,
2980.00,2.40612373E-1,
2981.000,2.40361676E-1,
2982.000,2.40111262E-1,
2983.000,2.39861175E-1,
2984.000,2.39611387E-1,
2985.000,2.39361867E-1,
2986.000,2.39112571E-1,
2987.000,2.38863677E-1,
2988.000,2.38614962E-1,
2989.000,2.38366485E-1,
2990.00,2.38118365E-1,
2991.000,2.37870574E-1,
2992.000,2.37622976E-1,
2993.000,2.37375662E-1,
2994.000,2.37128675E-1,
2995.000,2.36881882E-1,
2996.000,2.36635476E-1,
2997.000,2.36389279E-1,
2998.000,2.36143366E-1,
2999.000,2.35897660E-1,
3000.00,2.35652372E-1,
