Labels,SCA30-2-t_old data from 844_Oct2020,
1269.000,9.97203648E-1,
1270.00,9.97295678E-1,
1271.000,9.97385621E-1,
1272.000,9.97473419E-1,
1273.000,9.97559130E-1,
1274.000,9.97642577E-1,
1275.000,9.97724056E-1,
1276.000,9.97803330E-1,
1277.000,9.97880757E-1,
1278.000,9.97955739E-1,
1279.000,9.98029113E-1,
1280.00,9.98100102E-1,
1281.000,9.98168945E-1,
1282.000,9.98235822E-1,
1283.000,9.98300850E-1,
1284.000,9.98363554E-1,
1285.000,9.98424292E-1,
1286.000,9.98483121E-1,
1287.000,9.98539925E-1,
1288.000,9.98594403E-1,
1289.000,9.98647153E-1,
1290.00,9.98697817E-1,
1291.000,9.98746574E-1,
1292.000,9.98793304E-1,
1293.000,9.98837948E-1,
1294.000,9.98880684E-1,
1295.000,9.98921394E-1,
1296.000,9.98960018E-1,
1297.000,9.98997092E-1,
1298.000,9.99031842E-1,
1299.000,9.99064803E-1,
1300.00,9.99095798E-1,
1301.000,9.99124944E-1,
1302.000,9.99152064E-1,
1303.000,9.99177337E-1,
1304.000,9.99200642E-1,
1305.000,9.99222159E-1,
1306.000,9.99241590E-1,
1307.000,9.99259412E-1,
1308.000,9.99274969E-1,
1309.000,9.99288619E-1,
1310.00,9.99300599E-1,
1311.000,9.99310613E-1,
1312.000,9.99318898E-1,
1313.000,9.99325156E-1,
1314.000,9.99329686E-1,
1315.000,9.99332249E-1,
1316.000,9.99332845E-1,
1317.000,9.99331832E-1,
1318.000,9.99328732E-1,
1319.000,9.99323905E-1,
1320.00,9.99317169E-1,
1321.000,9.99308705E-1,
1322.000,9.99298215E-1,
1323.000,9.99285996E-1,
1324.000,9.99271870E-1,
1325.000,9.99256313E-1,
1326.000,9.99238491E-1,
1327.000,9.99219060E-1,
1328.000,9.99197841E-1,
1329.000,9.99174714E-1,
1330.00,9.99149799E-1,
1331.000,9.99123096E-1,
1332.000,9.99094784E-1,
1333.000,9.99064624E-1,
1334.000,9.99032438E-1,
1335.000,9.98998821E-1,
1336.000,9.98963296E-1,
1337.000,9.98925984E-1,
1338.000,9.98886883E-1,
1339.000,9.98846233E-1,
1340.00,9.98803616E-1,
1341.000,9.98759329E-1,
1342.000,9.98713374E-1,
1343.000,9.98665512E-1,
1344.000,9.98616219E-1,
1345.000,9.98564959E-1,
1346.000,9.98512030E-1,
1347.000,9.98457432E-1,
1348.000,9.98401165E-1,
1349.000,9.98343050E-1,
1350.00,9.98283446E-1,
1351.000,9.98221993E-1,
1352.000,9.98158991E-1,
1353.000,9.98094261E-1,
1354.000,9.98027682E-1,
1355.000,9.97959495E-1,
1356.000,9.97889638E-1,
1357.000,9.97818172E-1,
1358.000,9.97745216E-1,
1359.000,9.97670233E-1,
1360.00,9.97593760E-1,
1361.000,9.97515500E-1,
1362.000,9.97435749E-1,
1363.000,9.97354388E-1,
1364.000,9.97271240E-1,
1365.000,9.97186720E-1,
1366.000,9.97100174E-1,
1367.000,9.97012198E-1,
1368.000,9.96922672E-1,
1369.000,9.96831417E-1,
1370.00,9.96738553E-1,
1371.000,9.96644020E-1,
1372.000,9.96547878E-1,
1373.000,9.96450126E-1,
1374.000,9.96350706E-1,
1375.000,9.96249795E-1,
1376.000,9.96147037E-1,
1377.000,9.96042788E-1,
1378.000,9.95936811E-1,
1379.000,9.95829284E-1,
1380.00,9.95720088E-1,
1381.000,9.95609462E-1,
1382.000,9.95497346E-1,
1383.000,9.95383263E-1,
1384.000,9.95267808E-1,
1385.000,9.95150626E-1,
1386.000,9.95031834E-1,
1387.000,9.94911492E-1,
1388.000,9.94789422E-1,
1389.000,9.94665802E-1,
1390.00,9.94540691E-1,
1391.000,9.94413733E-1,
1392.000,9.94285345E-1,
1393.000,9.94155347E-1,
1394.000,9.94023621E-1,
1395.000,9.93890464E-1,
1396.000,9.93755519E-1,
1397.000,9.93618965E-1,
1398.000,9.93480742E-1,
1399.000,9.93340969E-1,
1400.00,9.93199706E-1,
1401.000,9.93056774E-1,
1402.000,9.92912173E-1,
1403.000,9.92765963E-1,
1404.000,9.92618084E-1,
1405.000,9.92468655E-1,
1406.000,9.92317677E-1,
1407.000,9.92164910E-1,
1408.000,9.92010534E-1,
1409.000,9.91854668E-1,
1410.00,9.91697133E-1,
1411.000,9.91538107E-1,
1412.000,9.91377294E-1,
1413.000,9.91215169E-1,
1414.000,9.91051257E-1,
1415.000,9.90885675E-1,
1416.000,9.90718544E-1,
1417.000,9.90549743E-1,
1418.000,9.90379512E-1,
1419.000,9.90207553E-1,
1420.00,9.90033984E-1,
1421.000,9.89858747E-1,
1422.000,9.89682138E-1,
1423.000,9.89503920E-1,
1424.000,9.89323974E-1,
1425.000,9.89142478E-1,
1426.000,9.88959253E-1,
1427.000,9.88774717E-1,
1428.000,9.88588333E-1,
1429.000,9.88400459E-1,
1430.00,9.88210857E-1,
1431.000,9.88019884E-1,
1432.000,9.87827122E-1,
1433.000,9.87632930E-1,
1434.000,9.87437129E-1,
1435.000,9.87239540E-1,
1436.000,9.87040639E-1,
1437.000,9.86840010E-1,
1438.000,9.86637831E-1,
1439.000,9.86433923E-1,
1440.00,9.86228526E-1,
1441.000,9.86021578E-1,
1442.000,9.85812843E-1,
1443.000,9.85602677E-1,
1444.000,9.85390961E-1,
1445.000,9.85177577E-1,
1446.000,9.84962523E-1,
1447.000,9.84746277E-1,
1448.000,9.84528184E-1,
1449.000,9.84308302E-1,
1450.00,9.84087050E-1,
1451.000,9.83864129E-1,
1452.000,9.83639896E-1,
1453.000,9.83413994E-1,
1454.000,9.83186245E-1,
1455.000,9.82957184E-1,
1456.000,9.82726514E-1,
1457.000,9.82494116E-1,
1458.000,9.82260227E-1,
1459.000,9.82024848E-1,
1460.00,9.81787741E-1,
1461.000,9.81549203E-1,
1462.000,9.81309116E-1,
1463.000,9.81067419E-1,
1464.000,9.80824292E-1,
1465.000,9.80579495E-1,
1466.000,9.80333149E-1,
1467.000,9.80085433E-1,
1468.000,9.79836047E-1,
1469.000,9.79584992E-1,
1470.00,9.79332566E-1,
1471.000,9.79078531E-1,
1472.000,9.78823006E-1,
1473.000,9.78566110E-1,
1474.000,9.78307426E-1,
1475.000,9.78047490E-1,
1476.000,9.77785707E-1,
1477.000,9.77522671E-1,
1478.000,9.77258265E-1,
1479.000,9.76992130E-1,
1480.00,9.76724505E-1,
1481.000,9.76455390E-1,
1482.000,9.76184905E-1,
1483.000,9.75913048E-1,
1484.000,9.75639582E-1,
1485.000,9.75364745E-1,
1486.000,9.75088477E-1,
1487.000,9.74810600E-1,
1488.000,9.74531412E-1,
1489.000,9.74250793E-1,
1490.00,9.73968625E-1,
1491.000,9.73685205E-1,
1492.000,9.73400295E-1,
1493.000,9.73114133E-1,
1494.000,9.72826540E-1,
1495.000,9.72537398E-1,
1496.000,9.72246945E-1,
1497.000,9.71955419E-1,
1498.000,9.71662223E-1,
1499.000,9.71367896E-1,
1500.00,9.71072197E-1,
1501.000,9.70774889E-1,
1502.000,9.70476449E-1,
1503.000,9.70176697E-1,
1504.000,9.69875813E-1,
1505.000,9.69573379E-1,
1506.000,9.69269872E-1,
1507.000,9.68964994E-1,
1508.000,9.68658864E-1,
1509.000,9.68351305E-1,
1510.00,9.68042552E-1,
1511.000,9.67732787E-1,
1512.000,9.67421651E-1,
1513.000,9.67109263E-1,
1514.000,9.66795564E-1,
1515.000,9.66480613E-1,
1516.000,9.66164589E-1,
1517.000,9.65847254E-1,
1518.000,9.65528905E-1,
1519.000,9.65209305E-1,
1520.00,9.64888573E-1,
1521.000,9.64566529E-1,
1522.000,9.64243472E-1,
1523.000,9.63919163E-1,
1524.000,9.63593721E-1,
1525.000,9.63267326E-1,
1526.000,9.62939620E-1,
1527.000,9.62610900E-1,
1528.000,9.62280989E-1,
1529.000,9.61950302E-1,
1530.00,9.61618245E-1,
1531.000,9.61285293E-1,
1532.000,9.60951269E-1,
1533.000,9.60616052E-1,
1534.000,9.60279942E-1,
1535.000,9.59942639E-1,
1536.000,9.59604561E-1,
1537.000,9.59265649E-1,
1538.000,9.58925307E-1,
1539.000,9.58583951E-1,
1540.00,9.58241880E-1,
1541.000,9.57898974E-1,
1542.000,9.57555056E-1,
1543.000,9.57210004E-1,
1544.000,9.56864297E-1,
1545.000,9.56517518E-1,
1546.000,9.56169844E-1,
1547.000,9.55821335E-1,
1548.000,9.55471873E-1,
1549.000,9.55121756E-1,
1550.00,9.54770446E-1,
1551.000,9.54418540E-1,
1552.000,9.54065621E-1,
1553.000,9.53712046E-1,
1554.000,9.53357697E-1,
1555.000,9.53002512E-1,
1556.000,9.52646375E-1,
1557.000,9.52289760E-1,
1558.000,9.51932132E-1,
1559.000,9.51573849E-1,
1560.00,9.51214671E-1,
1561.000,9.50854778E-1,
1562.000,9.50494230E-1,
1563.000,9.50132906E-1,
1564.000,9.49770868E-1,
1565.000,9.49408293E-1,
1566.000,9.49044704E-1,
1567.000,9.48680639E-1,
1568.000,9.48315978E-1,
1569.000,9.47950661E-1,
1570.00,9.47584510E-1,
1571.000,9.47217822E-1,
1572.000,9.46850359E-1,
1573.000,9.46482241E-1,
1574.000,9.46113527E-1,
1575.000,9.45744455E-1,
1576.000,9.45374429E-1,
1577.000,9.45003927E-1,
1578.000,9.44632649E-1,
1579.000,9.44260955E-1,
1580.00,9.43888605E-1,
1581.000,9.43515778E-1,
1582.000,9.43142056E-1,
1583.000,9.42767978E-1,
1584.000,9.42393363E-1,
1585.000,9.42018330E-1,
1586.000,9.41642344E-1,
1587.000,9.41266060E-1,
1588.000,9.40889120E-1,
1589.000,9.40511405E-1,
1590.00,9.40133572E-1,
1591.000,9.39754963E-1,
1592.000,9.39375758E-1,
1593.000,9.38996017E-1,
1594.000,9.38615739E-1,
1595.000,9.38235044E-1,
1596.000,9.37853575E-1,
1597.000,9.37471688E-1,
1598.000,9.37089264E-1,
1599.000,9.36706126E-1,
1600.00,9.36322629E-1,
1601.000,9.35938597E-1,
1602.000,9.35553908E-1,
1603.000,9.35168743E-1,
1604.000,9.34783280E-1,
1605.000,9.34396744E-1,
1606.000,9.34009969E-1,
1607.000,9.33622539E-1,
1608.000,9.33234394E-1,
1609.000,9.32846010E-1,
1610.00,9.32456911E-1,
1611.000,9.32067156E-1,
1612.000,9.31676984E-1,
1613.000,9.31285977E-1,
1614.000,9.30894613E-1,
1615.000,9.30502653E-1,
1616.000,9.30109859E-1,
1617.000,9.29716766E-1,
1618.000,9.29322660E-1,
1619.000,9.28928256E-1,
1620.00,9.28533316E-1,
1621.000,9.28137600E-1,
1622.000,9.27741230E-1,
1623.000,9.27344263E-1,
1624.000,9.26946521E-1,
1625.000,9.26548362E-1,
1626.000,9.26149487E-1,
1627.000,9.25749779E-1,
1628.000,9.25349474E-1,
1629.000,9.24948752E-1,
1630.00,9.24547017E-1,
1631.000,9.24144745E-1,
1632.000,9.23741817E-1,
1633.000,9.23338115E-1,
1634.000,9.22933817E-1,
1635.000,9.22528863E-1,
1636.000,9.22123194E-1,
1637.000,9.21716511E-1,
1638.000,9.21309471E-1,
1639.000,9.20901537E-1,
1640.00,9.20493186E-1,
1641.000,9.20083821E-1,
1642.000,9.19673860E-1,
1643.000,9.19263124E-1,
1644.000,9.18851614E-1,
1645.000,9.18439448E-1,
1646.000,9.18026686E-1,
1647.000,9.17612970E-1,
1648.000,9.17198658E-1,
1649.000,9.16783750E-1,
1650.00,9.16368008E-1,
1651.000,9.15951669E-1,
1652.000,9.15534317E-1,
1653.000,9.15116549E-1,
1654.000,9.14698064E-1,
1655.000,9.14278865E-1,
1656.000,9.13858891E-1,
1657.000,9.13438320E-1,
1658.000,9.13017035E-1,
1659.000,9.12594855E-1,
1660.00,9.12172318E-1,
1661.000,9.11748827E-1,
1662.000,9.11324680E-1,
1663.000,9.10899937E-1,
1664.000,9.10474479E-1,
1665.000,9.10048544E-1,
1666.000,9.09621656E-1,
1667.000,9.09194231E-1,
1668.000,9.08766031E-1,
1669.000,9.08337235E-1,
1670.00,9.07907784E-1,
1671.000,9.07477558E-1,
1672.000,9.07046795E-1,
1673.000,9.06615436E-1,
1674.000,9.06183422E-1,
1675.000,9.05750573E-1,
1676.000,9.05317247E-1,
1677.000,9.04883206E-1,
1678.000,9.04448450E-1,
1679.000,9.04013038E-1,
1680.00,9.03577030E-1,
1681.000,9.03140545E-1,
1682.000,9.02703226E-1,
1683.000,9.02265370E-1,
1684.000,9.01826799E-1,
1685.000,9.01387513E-1,
1686.000,9.00947809E-1,
1687.000,9.00507450E-1,
1688.000,9.00066316E-1,
1689.000,8.99624646E-1,
1690.00,8.99182320E-1,
1691.000,8.98739457E-1,
1692.000,8.98295879E-1,
1693.000,8.97851646E-1,
1694.000,8.97407055E-1,
1695.000,8.96961629E-1,
1696.000,8.96515727E-1,
1697.000,8.96069169E-1,
1698.000,8.95621896E-1,
1699.000,8.95174205E-1,
1700.00,8.94725800E-1,
1701.000,8.94276798E-1,
1702.000,8.93827319E-1,
1703.000,8.93377244E-1,
1704.000,8.92926514E-1,
1705.000,8.92475247E-1,
1706.000,8.92023087E-1,
1707.000,8.91570687E-1,
1708.000,8.91117692E-1,
1709.000,8.90664101E-1,
1710.00,8.90209854E-1,
1711.000,8.89755130E-1,
1712.000,8.89299750E-1,
1713.000,8.88844073E-1,
1714.000,8.88387382E-1,
1715.000,8.87930393E-1,
1716.000,8.87472868E-1,
1717.000,8.87014747E-1,
1718.000,8.86556029E-1,
1719.000,8.86096776E-1,
1720.00,8.85636926E-1,
1721.000,8.85176957E-1,
1722.000,8.84716034E-1,
1723.000,8.84254634E-1,
1724.000,8.83792639E-1,
1725.000,8.83330107E-1,
1726.000,8.82867277E-1,
1727.000,8.82403851E-1,
1728.000,8.81939769E-1,
1729.000,8.81475210E-1,
1730.00,8.81010115E-1,
1731.000,8.80544424E-1,
1732.000,8.80078495E-1,
1733.000,8.79611850E-1,
1734.000,8.79144847E-1,
1735.000,8.78677130E-1,
1736.000,8.78208995E-1,
1737.000,8.77740443E-1,
1738.000,8.77271414E-1,
1739.000,8.76801789E-1,
1740.00,8.76331568E-1,
1741.000,8.75861049E-1,
1742.000,8.75389934E-1,
1743.000,8.74918461E-1,
1744.000,8.74446452E-1,
1745.000,8.73973787E-1,
1746.000,8.73500824E-1,
1747.000,8.73027503E-1,
1748.000,8.72553349E-1,
1749.000,8.72079134E-1,
1750.00,8.71604264E-1,
1751.000,8.71128976E-1,
1752.000,8.70653152E-1,
1753.000,8.70176971E-1,
1754.000,8.69700193E-1,
1755.000,8.69223177E-1,
1756.000,8.68745565E-1,
1757.000,8.68267477E-1,
1758.000,8.67788970E-1,
1759.000,8.67310166E-1,
1760.00,8.66830707E-1,
1761.000,8.66350830E-1,
1762.000,8.65870714E-1,
1763.000,8.65390182E-1,
1764.000,8.64908993E-1,
1765.000,8.64427567E-1,
1766.000,8.63945663E-1,
1767.000,8.63463342E-1,
1768.000,8.62980664E-1,
1769.000,8.62497449E-1,
1770.00,8.62013936E-1,
1771.000,8.61529946E-1,
1772.000,8.61045539E-1,
1773.000,8.60560834E-1,
1774.000,8.60075712E-1,
1775.000,8.59590054E-1,
1776.000,8.59104276E-1,
1777.000,8.58617902E-1,
1778.000,8.58131289E-1,
1779.000,8.57644022E-1,
1780.00,8.57156575E-1,
1781.000,8.56668591E-1,
1782.000,8.56180489E-1,
1783.000,8.55691850E-1,
1784.000,8.55202913E-1,
1785.000,8.54713738E-1,
1786.000,8.54224086E-1,
1787.000,8.53733838E-1,
1788.000,8.53243470E-1,
1789.000,8.52752686E-1,
1790.00,8.52261543E-1,
1791.000,8.51770103E-1,
1792.000,8.51278424E-1,
1793.000,8.50786209E-1,
1794.000,8.50293636E-1,
1795.000,8.49800766E-1,
1796.000,8.49307597E-1,
1797.000,8.48814249E-1,
1798.000,8.48320425E-1,
1799.000,8.47826302E-1,
1800.00,8.47331822E-1,
