labels: Name
200.0 1.0000344167346766
201.00502512562815 0.9904453261588768
202.01005025125627 0.978542398194924
203.01507537688443 0.9706533100133765
204.02010050251255 0.961995728491076
205.0251256281407 0.9524198478917955
206.03015075376885 0.9424183545271836
207.03517587939697 0.9321739313308318
208.04020100502512 0.9218289130706793
209.04522613065328 0.9113803078986586
210.0502512562814 0.9007924161263666
211.05527638190955 0.8900295380653984
212.0603015075377 0.8790559740273503
213.06532663316582 0.8678360305516274
214.07035175879398 0.8563613825431969
215.0753768844221 0.8447138587131143
216.08040201005025 0.8329938243688798
217.0854271356784 0.8213016448179952
218.09045226130652 0.8097376853679614
219.09547738693468 0.7984022891590216
220.1005025125628 0.7873619423990375
221.10552763819095 0.7765810456392036
222.1105527638191 0.7660048353987072
223.11557788944722 0.755578548196736
224.12060301507537 0.7452474205524767
225.12562814070353 0.734956708382764
226.13065326633165 0.7246657308982738
227.1356783919598 0.7143726607959796
228.14070351758795 0.7040823241656673
229.14572864321607 0.6937995470971211
230.15075376884423 0.6835291556801262
231.15577889447235 0.6732759760044678
232.1608040201005 0.66304483415993
233.16582914572865 0.6528405562362982
234.17085427135677 0.6426679683233576
235.17587939698493 0.6325318965108926
236.18090452261305 0.6224371668886886
237.1859296482412 0.61238860554653
238.19095477386935 0.6023910186266985
239.1959798994975 0.5924443912429052
240.20100502512562 0.5825376456945065
241.20603015075375 0.5726581587317864
242.2110552763819 0.5627933071050284
243.21608040201005 0.552930467564517
244.2211055276382 0.5430571462921389
245.22613065326632 0.5331824042561428
246.23115577889448 0.5233607827060162
247.2361809045226 0.513652591300872
248.24120603015075 0.5041181396998224
249.2462311557789 0.4948177375619802
250.25125628140702 0.4858112470285965
251.25628140703517 0.4771043805796598
252.2613065326633 0.4685976839976671
253.26633165829145 0.4601796200828495
254.2713567839196 0.4517395018583686
255.27638190954775 0.443251722997881
256.2814070351759 0.4348471172006046
257.286432160804 0.4266726010415092
258.29145728643215 0.4188118868350324
259.2964824120603 0.41123711547161557
260.30150753768845 0.40390904282389767
