300.00, 1.488753e-01,
300.05, 1.491295e-01,
300.10, 1.493824e-01,
300.15, 1.496341e-01,
300.20, 1.498847e-01,
300.25, 1.501343e-01,
300.30, 1.503830e-01,
300.35, 1.506308e-01,
300.40, 1.508779e-01,
300.45, 1.511242e-01,
300.50, 1.513700e-01,
300.55, 1.516152e-01,
300.60, 1.518599e-01,
300.65, 1.521043e-01,
300.70, 1.523483e-01,
300.75, 1.525921e-01,
300.80, 1.528358e-01,
300.85, 1.530793e-01,
300.90, 1.533227e-01,
300.95, 1.535662e-01,
301.00, 1.538099e-01,
301.05, 1.540537e-01,
301.10, 1.542978e-01,
301.15, 1.545424e-01,
301.20, 1.547877e-01,
301.25, 1.550337e-01,
301.30, 1.552807e-01,
301.35, 1.555289e-01,
301.40, 1.557783e-01,
301.45, 1.560291e-01,
301.50, 1.562814e-01,
301.55, 1.565355e-01,
301.60, 1.567914e-01,
301.65, 1.570493e-01,
301.70, 1.573093e-01,
301.75, 1.575716e-01,
301.80, 1.578364e-01,
301.85, 1.581036e-01,
301.90, 1.583736e-01,
301.95, 1.586463e-01,
302.00, 1.589221e-01,
302.05, 1.592009e-01,
302.10, 1.594828e-01,
302.15, 1.597679e-01,
302.20, 1.600563e-01,
302.25, 1.603480e-01,
302.30, 1.606431e-01,
302.35, 1.609417e-01,
302.40, 1.612437e-01,
302.45, 1.615493e-01,
302.50, 1.618585e-01,
302.55, 1.621714e-01,
302.60, 1.624880e-01,
302.65, 1.628083e-01,
302.70, 1.631325e-01,
302.75, 1.634606e-01,
302.80, 1.637926e-01,
302.85, 1.641285e-01,
302.90, 1.644685e-01,
302.95, 1.648126e-01,
303.00, 1.651609e-01,
303.05, 1.655132e-01,
303.10, 1.658694e-01,
303.15, 1.662290e-01,
303.20, 1.665919e-01,
303.25, 1.669575e-01,
303.30, 1.673257e-01,
303.35, 1.676960e-01,
303.40, 1.680682e-01,
303.45, 1.684419e-01,
303.50, 1.688168e-01,
303.55, 1.691927e-01,
303.60, 1.695691e-01,
303.65, 1.699457e-01,
303.70, 1.703224e-01,
303.75, 1.706987e-01,
303.80, 1.710743e-01,
303.85, 1.714491e-01,
303.90, 1.718226e-01,
303.95, 1.721946e-01,
304.00, 1.725648e-01,
304.05, 1.729329e-01,
304.10, 1.732990e-01,
304.15, 1.736631e-01,
304.20, 1.740251e-01,
304.25, 1.743852e-01,
304.30, 1.747434e-01,
304.35, 1.750997e-01,
304.40, 1.754541e-01,
304.45, 1.758067e-01,
304.50, 1.761574e-01,
304.55, 1.765064e-01,
304.60, 1.768536e-01,
304.65, 1.771991e-01,
304.70, 1.775429e-01,
304.75, 1.778851e-01,
304.80, 1.782256e-01,
304.85, 1.785646e-01,
304.90, 1.789019e-01,
304.95, 1.792377e-01,
305.00, 1.795720e-01,
305.05, 1.799048e-01,
305.10, 1.802360e-01,
305.15, 1.805656e-01,
305.20, 1.808935e-01,
305.25, 1.812197e-01,
305.30, 1.815441e-01,
305.35, 1.818666e-01,
305.40, 1.821873e-01,
305.45, 1.825059e-01,
305.50, 1.828225e-01,
305.55, 1.831370e-01,
305.60, 1.834493e-01,
305.65, 1.837594e-01,
305.70, 1.840673e-01,
305.75, 1.843728e-01,
305.80, 1.846760e-01,
305.85, 1.849768e-01,
305.90, 1.852750e-01,
305.95, 1.855707e-01,
