Labels,T1_data_new_corrected,
1211.000,9.97547188E+5,
1212.000,9.97732188E+5,
1213.000,9.97914188E+5,
1214.000,9.98093250E+5,
1215.000,9.98269250E+5,
1216.000,9.98442313E+5,
1217.000,9.98612375E+5,
1218.000,9.98779500E+5,
1219.000,9.98943750E+5,
1220.00,9.99105063E+5,
1221.000,9.99263313E+5,
1222.000,9.99418750E+5,
1223.000,9.99571250E+5,
1224.000,9.99720813E+5,
1225.000,9.99867563E+5,
1226.000,1.00001138E+6,
1227.000,1.00015231E+6,
1228.000,1.00029038E+6,
1229.000,1.00042563E+6,
1230.00,1.00055800E+6,
1231.000,1.00068738E+6,
1232.000,1.00081406E+6,
1233.000,1.00093788E+6,
1234.000,1.00105888E+6,
1235.000,1.00117713E+6,
1236.000,1.00129250E+6,
1237.000,1.00140506E+6,
1238.000,1.00151488E+6,
1239.000,1.00162194E+6,
1240.00,1.00172619E+6,
1241.000,1.00182769E+6,
1242.000,1.00192638E+6,
1243.000,1.00202231E+6,
1244.000,1.00211556E+6,
1245.000,1.00220606E+6,
1246.000,1.00229381E+6,
1247.000,1.00237881E+6,
1248.000,1.00246125E+6,
1249.000,1.00254088E+6,
1250.00,1.00261788E+6,
1251.000,1.00269206E+6,
1252.000,1.00276369E+6,
1253.000,1.00283263E+6,
1254.000,1.00289888E+6,
1255.000,1.00296256E+6,
1256.000,1.00302350E+6,
1257.000,1.00308188E+6,
1258.000,1.00313750E+6,
1259.000,1.00319063E+6,
1260.00,1.00324113E+6,
1261.000,1.00328900E+6,
1262.000,1.00333425E+6,
1263.000,1.00337700E+6,
1264.000,1.00341706E+6,
1265.000,1.00345469E+6,
1266.000,1.00348963E+6,
1267.000,1.00352206E+6,
1268.000,1.00355194E+6,
1269.000,1.00357931E+6,
1270.00,1.00360413E+6,
1271.000,1.00362644E+6,
1272.000,1.00364625E+6,
1273.000,1.00366356E+6,
1274.000,1.00367831E+6,
1275.000,1.00369063E+6,
1276.000,1.00370044E+6,
1277.000,1.00370775E+6,
1278.000,1.00371256E+6,
1279.000,1.00371506E+6,
1280.00,1.00371506E+6,
1281.000,1.00371250E+6,
1282.000,1.00370769E+6,
1283.000,1.00370038E+6,
1284.000,1.00369063E+6,
1285.000,1.00367844E+6,
1286.000,1.00366394E+6,
1287.000,1.00364706E+6,
1288.000,1.00362763E+6,
1289.000,1.00360600E+6,
1290.00,1.00358194E+6,
1291.000,1.00355556E+6,
1292.000,1.00352675E+6,
1293.000,1.00349569E+6,
1294.000,1.00346225E+6,
1295.000,1.00342650E+6,
1296.000,1.00338831E+6,
1297.000,1.00334800E+6,
1298.000,1.00330525E+6,
1299.000,1.00326031E+6,
1300.00,1.00321300E+6,
1301.000,1.00316350E+6,
1302.000,1.00311169E+6,
1303.000,1.00305756E+6,
1304.000,1.00300119E+6,
1305.000,1.00294263E+6,
1306.000,1.00288175E+6,
1307.000,1.00281863E+6,
1308.000,1.00275325E+6,
1309.000,1.00268563E+6,
1310.00,1.00261575E+6,
1311.000,1.00254363E+6,
1312.000,1.00246931E+6,
1313.000,1.00239275E+6,
1314.000,1.00231406E+6,
1315.000,1.00223306E+6,
1316.000,1.00214988E+6,
1317.000,1.00206444E+6,
1318.000,1.00197681E+6,
1319.000,1.00188700E+6,
1320.00,1.00179500E+6,
1321.000,1.00170075E+6,
1322.000,1.00160431E+6,
1323.000,1.00150575E+6,
1324.000,1.00140494E+6,
1325.000,1.00130206E+6,
1326.000,1.00119688E+6,
1327.000,1.00108956E+6,
1328.000,1.00098019E+6,
1329.000,1.00086850E+6,
1330.00,1.00075475E+6,
1331.000,1.00063875E+6,
1332.000,1.00052075E+6,
1333.000,1.00040050E+6,
1334.000,1.00027813E+6,
1335.000,1.00015369E+6,
1336.000,1.00002700E+6,
1337.000,9.99898313E+5,
1338.000,9.99767375E+5,
1339.000,9.99634438E+5,
1340.00,9.99499313E+5,
1341.000,9.99362063E+5,
1342.000,9.99222750E+5,
1343.000,9.99081250E+5,
1344.000,9.98937750E+5,
1345.000,9.98792125E+5,
1346.000,9.98644375E+5,
1347.000,9.98494625E+5,
1348.000,9.98342750E+5,
1349.000,9.98188688E+5,
1350.00,9.98032750E+5,
1351.000,9.97874625E+5,
1352.000,9.97714438E+5,
1353.000,9.97552250E+5,
1354.000,9.97387938E+5,
1355.000,9.97221625E+5,
1356.000,9.97053188E+5,
1357.000,9.96882750E+5,
1358.000,9.96710313E+5,
1359.000,9.96535750E+5,
1360.00,9.96359250E+5,
1361.000,9.96180625E+5,
1362.000,9.96000063E+5,
1363.000,9.95817438E+5,
1364.000,9.95632813E+5,
1365.000,9.95446188E+5,
1366.000,9.95257500E+5,
1367.000,9.95066813E+5,
1368.000,9.94874188E+5,
1369.000,9.94679563E+5,
1370.00,9.94482875E+5,
1371.000,9.94284250E+5,
1372.000,9.94083688E+5,
1373.000,9.93881125E+5,
1374.000,9.93676500E+5,
1375.000,9.93470063E+5,
1376.000,9.93261563E+5,
1377.000,9.93051063E+5,
1378.000,9.92838688E+5,
1379.000,9.92624250E+5,
1380.00,9.92407938E+5,
1381.000,9.92189688E+5,
1382.000,9.91969500E+5,
1383.000,9.91747313E+5,
1384.000,9.91523313E+5,
1385.000,9.91297250E+5,
1386.000,9.91069375E+5,
1387.000,9.90839500E+5,
1388.000,9.90607688E+5,
1389.000,9.90374063E+5,
1390.00,9.90138500E+5,
1391.000,9.89901000E+5,
1392.000,9.89661563E+5,
1393.000,9.89420313E+5,
1394.000,9.89177188E+5,
1395.000,9.88932125E+5,
1396.000,9.88685188E+5,
1397.000,9.88436375E+5,
1398.000,9.88185625E+5,
1399.000,9.87933063E+5,
1400.00,9.87678625E+5,
1401.000,9.87422375E+5,
1402.000,9.87164188E+5,
1403.000,9.86904188E+5,
1404.000,9.86642375E+5,
1405.000,9.86378688E+5,
1406.000,9.86113188E+5,
1407.000,9.85845875E+5,
1408.000,9.85576688E+5,
1409.000,9.85305875E+5,
1410.00,9.85033125E+5,
1411.000,9.84758688E+5,
1412.000,9.84482375E+5,
1413.000,9.84204375E+5,
1414.000,9.83924625E+5,
1415.000,9.83643000E+5,
1416.000,9.83359688E+5,
1417.000,9.83074625E+5,
1418.000,9.82787875E+5,
1419.000,9.82499375E+5,
1420.00,9.82209188E+5,
1421.000,9.81917250E+5,
1422.000,9.81623625E+5,
1423.000,9.81328313E+5,
1424.000,9.81031250E+5,
1425.000,9.80732688E+5,
1426.000,9.80432313E+5,
1427.000,9.80130313E+5,
1428.000,9.79826625E+5,
1429.000,9.79521313E+5,
1430.00,9.79214375E+5,
1431.000,9.78905750E+5,
1432.000,9.78595563E+5,
1433.000,9.78283750E+5,
1434.000,9.77970313E+5,
1435.000,9.77655250E+5,
1436.000,9.77338688E+5,
1437.000,9.77020500E+5,
1438.000,9.76700750E+5,
1439.000,9.76379375E+5,
1440.00,9.76056500E+5,
1441.000,9.75732000E+5,
1442.000,9.75405938E+5,
1443.000,9.75078375E+5,
1444.000,9.74749313E+5,
1445.000,9.74418688E+5,
1446.000,9.74086563E+5,
1447.000,9.73752938E+5,
1448.000,9.73417813E+5,
1449.000,9.73081125E+5,
1450.00,9.72743063E+5,
1451.000,9.72403438E+5,
1452.000,9.72062375E+5,
1453.000,9.71719938E+5,
1454.000,9.71375938E+5,
1455.000,9.71030500E+5,
1456.000,9.70683625E+5,
1457.000,9.70335375E+5,
1458.000,9.69985625E+5,
1459.000,9.69634500E+5,
1460.00,9.69281938E+5,
1461.000,9.68928063E+5,
1462.000,9.68572688E+5,
1463.000,9.68215938E+5,
1464.000,9.67857875E+5,
1465.000,9.67498438E+5,
1466.000,9.67137563E+5,
1467.000,9.66775438E+5,
1468.000,9.66412000E+5,
1469.000,9.66047063E+5,
1470.00,9.65680813E+5,
1471.000,9.65313313E+5,
1472.000,9.64944500E+5,
1473.000,9.64574375E+5,
1474.000,9.64203000E+5,
1475.000,9.63830250E+5,
1476.000,9.63456125E+5,
1477.000,9.63080875E+5,
1478.000,9.62704313E+5,
1479.000,9.62326500E+5,
1480.00,9.61947375E+5,
1481.000,9.61567063E+5,
1482.000,9.61185500E+5,
1483.000,9.60802688E+5,
1484.000,9.60418688E+5,
1485.000,9.60033438E+5,
1486.000,9.59647000E+5,
1487.000,9.59259313E+5,
1488.000,9.58870500E+5,
1489.000,9.58480500E+5,
1490.00,9.58089313E+5,
1491.000,9.57696875E+5,
1492.000,9.57303375E+5,
1493.000,9.56908688E+5,
1494.000,9.56512813E+5,
1495.000,9.56115938E+5,
1496.000,9.55717750E+5,
1497.000,9.55318625E+5,
1498.000,9.54918188E+5,
1499.000,9.54516813E+5,
1500.00,9.54114250E+5,
1501.000,9.53710563E+5,
1502.000,9.53305875E+5,
1503.000,9.52900000E+5,
1504.000,9.52493188E+5,
1505.000,9.52085188E+5,
1506.000,9.51676125E+5,
1507.000,9.51266063E+5,
1508.000,9.50854875E+5,
1509.000,9.50442625E+5,
1510.00,9.50029313E+5,
1511.000,9.49615000E+5,
1512.000,9.49199625E+5,
1513.000,9.48783188E+5,
1514.000,9.48365688E+5,
1515.000,9.47947188E+5,
1516.000,9.47527625E+5,
1517.000,9.47107000E+5,
1518.000,9.46685438E+5,
1519.000,9.46262813E+5,
1520.00,9.45839188E+5,
1521.000,9.45414563E+5,
1522.000,9.44988938E+5,
1523.000,9.44562250E+5,
1524.000,9.44134563E+5,
1525.000,9.43705938E+5,
1526.000,9.43276250E+5,
1527.000,9.42845688E+5,
1528.000,9.42414000E+5,
1529.000,9.41981500E+5,
1530.00,9.41547938E+5,
1531.000,9.41113375E+5,
1532.000,9.40677875E+5,
1533.000,9.40241438E+5,
1534.000,9.39804000E+5,
1535.000,9.39365563E+5,
1536.000,9.38926250E+5,
1537.000,9.38486000E+5,
1538.000,9.38044750E+5,
1539.000,9.37602563E+5,
1540.00,9.37159438E+5,
1541.000,9.36715438E+5,
1542.000,9.36270500E+5,
1543.000,9.35824563E+5,
1544.000,9.35377875E+5,
1545.000,9.34930063E+5,
1546.000,9.34481500E+5,
1547.000,9.34031938E+5,
1548.000,9.33581438E+5,
1549.000,9.33130188E+5,
1550.00,9.32677938E+5,
1551.000,9.32224813E+5,
1552.000,9.31770750E+5,
1553.000,9.31315875E+5,
1554.000,9.30860125E+5,
1555.000,9.30403500E+5,
1556.000,9.29946000E+5,
1557.000,9.29487625E+5,
1558.000,9.29028375E+5,
1559.000,9.28568250E+5,
1560.00,9.28107313E+5,
1561.000,9.27645500E+5,
1562.000,9.27182875E+5,
1563.000,9.26719438E+5,
1564.000,9.26255000E+5,
1565.000,9.25789875E+5,
1566.000,9.25323875E+5,
1567.000,9.24857063E+5,
1568.000,9.24389438E+5,
1569.000,9.23920938E+5,
1570.00,9.23451688E+5,
1571.000,9.22981625E+5,
1572.000,9.22510750E+5,
1573.000,9.22039063E+5,
1574.000,9.21566563E+5,
1575.000,9.21093313E+5,
1576.000,9.20619188E+5,
1577.000,9.20144375E+5,
1578.000,9.19668688E+5,
1579.000,9.19192250E+5,
1580.00,9.18715063E+5,
1581.000,9.18237188E+5,
1582.000,9.17758375E+5,
1583.000,9.17278875E+5,
1584.000,9.16798625E+5,
1585.000,9.16317688E+5,
1586.000,9.15835875E+5,
1587.000,9.15353500E+5,
1588.000,9.14870188E+5,
1589.000,9.14386250E+5,
1590.00,9.13901563E+5,
1591.000,9.13416125E+5,
1592.000,9.12929875E+5,
1593.000,9.12443063E+5,
1594.000,9.11955500E+5,
1595.000,9.11467188E+5,
1596.000,9.10978125E+5,
1597.000,9.10488438E+5,
1598.000,9.09998000E+5,
1599.000,9.09506875E+5,
1600.00,9.09015000E+5,
1601.000,9.08522500E+5,
1602.000,9.08029313E+5,
1603.000,9.07535500E+5,
1604.000,9.07041000E+5,
1605.000,9.06545688E+5,
1606.000,9.06049813E+5,
1607.000,9.05553188E+5,
1608.000,9.05056000E+5,
1609.000,9.04558063E+5,
1610.00,9.04059563E+5,
1611.000,9.03560250E+5,
1612.000,9.03060438E+5,
1613.000,9.02559875E+5,
1614.000,9.02058688E+5,
1615.000,9.01556938E+5,
1616.000,9.01054375E+5,
1617.000,9.00551313E+5,
1618.000,9.00047500E+5,
1619.000,8.99543125E+5,
1620.00,8.99038188E+5,
1621.000,8.98532563E+5,
1622.000,8.98026250E+5,
1623.000,8.97519438E+5,
1624.000,8.97011875E+5,
1625.000,8.96503750E+5,
1626.000,8.95995000E+5,
1627.000,8.95485625E+5,
1628.000,8.94975688E+5,
1629.000,8.94465250E+5,
1630.00,8.93954000E+5,
1631.000,8.93442250E+5,
1632.000,8.92929938E+5,
1633.000,8.92417000E+5,
1634.000,8.91903500E+5,
1635.000,8.91389375E+5,
1636.000,8.90874688E+5,
1637.000,8.90359438E+5,
1638.000,8.89843563E+5,
1639.000,8.89327188E+5,
1640.00,8.88810188E+5,
1641.000,8.88292625E+5,
1642.000,8.87774563E+5,
1643.000,8.87255813E+5,
1644.000,8.86736563E+5,
1645.000,8.86216750E+5,
1646.000,8.85696438E+5,
1647.000,8.85175563E+5,
1648.000,8.84654188E+5,
1649.000,8.84132188E+5,
1650.00,8.83609625E+5,
1651.000,8.83086625E+5,
1652.000,8.82563000E+5,
1653.000,8.82038938E+5,
1654.000,8.81514250E+5,
1655.000,8.80989063E+5,
1656.000,8.80463375E+5,
1657.000,8.79937188E+5,
1658.000,8.79410500E+5,
1659.000,8.78883250E+5,
1660.00,8.78355563E+5,
1661.000,8.77827250E+5,
1662.000,8.77298500E+5,
1663.000,8.76769250E+5,
1664.000,8.76239438E+5,
1665.000,8.75709250E+5,
1666.000,8.75178563E+5,
1667.000,8.74647313E+5,
1668.000,8.74115688E+5,
1669.000,8.73583375E+5,
1670.00,8.73050813E+5,
1671.000,8.72517625E+5,
1672.000,8.71983938E+5,
1673.000,8.71449938E+5,
1674.000,8.70915375E+5,
1675.000,8.70380375E+5,
1676.000,8.69844938E+5,
1677.000,8.69309000E+5,
1678.000,8.68772625E+5,
1679.000,8.68235750E+5,
1680.00,8.67698500E+5,
1681.000,8.67160813E+5,
1682.000,8.66622625E+5,
1683.000,8.66084000E+5,
1684.000,8.65545000E+5,
1685.000,8.65005500E+5,
1686.000,8.64465625E+5,
1687.000,8.63925313E+5,
1688.000,8.63384563E+5,
1689.000,8.62843375E+5,
1690.00,8.62301813E+5,
1691.000,8.61759750E+5,
1692.000,8.61217375E+5,
1693.000,8.60674563E+5,
1694.000,8.60131313E+5,
1695.000,8.59587688E+5,
1696.000,8.59043688E+5,
1697.000,8.58499250E+5,
1698.000,8.57954438E+5,
1699.000,8.57409188E+5,
1700.00,8.56863625E+5,
1701.000,8.56317688E+5,
1702.000,8.55771313E+5,
1703.000,8.55224563E+5,
1704.000,8.54677500E+5,
1705.000,8.54130000E+5,
1706.000,8.53582125E+5,
1707.000,8.53033938E+5,
1708.000,8.52485375E+5,
1709.000,8.51936375E+5,
1710.00,8.51387188E+5,
1711.000,8.50837500E+5,
1712.000,8.50287563E+5,
1713.000,8.49737250E+5,
1714.000,8.49186500E+5,
1715.000,8.48635563E+5,
1716.000,8.48084188E+5,
1717.000,8.47532500E+5,
1718.000,8.46980563E+5,
1719.000,8.46428188E+5,
1720.00,8.45875500E+5,
1721.000,8.45322625E+5,
1722.000,8.44769250E+5,
1723.000,8.44215688E+5,
1724.000,8.43661750E+5,
1725.000,8.43107500E+5,
1726.000,8.42553125E+5,
1727.000,8.41998250E+5,
1728.000,8.41443188E+5,
1729.000,8.40887750E+5,
1730.00,8.40332000E+5,
1731.000,8.39776063E+5,
1732.000,8.39219813E+5,
1733.000,8.38663250E+5,
1734.000,8.38106500E+5,
1735.000,8.37549375E+5,
1736.000,8.36992000E+5,
1737.000,8.36434438E+5,
1738.000,8.35876500E+5,
1739.000,8.35318375E+5,
1740.00,8.34759938E+5,
1741.000,8.34201250E+5,
1742.000,8.33642375E+5,
1743.000,8.33083250E+5,
1744.000,8.32523875E+5,
1745.000,8.31964125E+5,
1746.000,8.31404250E+5,
1747.000,8.30844125E+5,
1748.000,8.30283813E+5,
1749.000,8.29723313E+5,
1750.00,8.29162500E+5,
1751.000,8.28601438E+5,
1752.000,8.28040188E+5,
1753.000,8.27478813E+5,
1754.000,8.26917125E+5,
1755.000,8.26355188E+5,
1756.000,8.25793125E+5,
1757.000,8.25230875E+5,
1758.000,8.24668375E+5,
1759.000,8.24105688E+5,
1760.00,8.23542875E+5,
1761.000,8.22979750E+5,
1762.000,8.22416563E+5,
1763.000,8.21853188E+5,
1764.000,8.21289500E+5,
1765.000,8.20725750E+5,
1766.000,8.20161813E+5,
1767.000,8.19597688E+5,
1768.000,8.19033438E+5,
1769.000,8.18469000E+5,
1770.00,8.17904375E+5,
1771.000,8.17339563E+5,
1772.000,8.16774688E+5,
1773.000,8.16209563E+5,
1774.000,8.15644438E+5,
1775.000,8.15079000E+5,
1776.000,8.14513563E+5,
1777.000,8.13947938E+5,
1778.000,8.13382188E+5,
1779.000,8.12816188E+5,
1780.00,8.12250250E+5,
1781.000,8.11684063E+5,
1782.000,8.11117813E+5,
1783.000,8.10551375E+5,
1784.000,8.09985000E+5,
1785.000,8.09418375E+5,
1786.000,8.08851688E+5,
1787.000,8.08284750E+5,
1788.000,8.07717875E+5,
1789.000,8.07150875E+5,
1790.00,8.06583688E+5,
1791.000,8.06016563E+5,
1792.000,8.05449250E+5,
1793.000,8.04881875E+5,
1794.000,8.04314375E+5,
1795.000,8.03746813E+5,
1796.000,8.03179250E+5,
1797.000,8.02611563E+5,
1798.000,8.02043875E+5,
1799.000,8.01476000E+5,
1800.00,8.00908125E+5,
1801.000,8.00340188E+5,
1802.000,7.99772188E+5,
1803.000,7.99204063E+5,
1804.000,7.98636063E+5,
1805.000,7.98067813E+5,
1806.000,7.97499625E+5,
1807.000,7.96931375E+5,
1808.000,7.96363000E+5,
1809.000,7.95794625E+5,
1810.00,7.95226188E+5,
1811.000,7.94657688E+5,
1812.000,7.94089125E+5,
1813.000,7.93520563E+5,
1814.000,7.92951938E+5,
1815.000,7.92383250E+5,
1816.000,7.91814563E+5,
1817.000,7.91245688E+5,
1818.000,7.90676875E+5,
1819.000,7.90108063E+5,
1820.00,7.89539125E+5,
1821.000,7.88970125E+5,
1822.000,7.88401125E+5,
1823.000,7.87832125E+5,
1824.000,7.87263000E+5,
1825.000,7.86693875E+5,
1826.000,7.86124750E+5,
1827.000,7.85555500E+5,
1828.000,7.84986188E+5,
1829.000,7.84416938E+5,
1830.00,7.83847625E+5,
1831.000,7.83278250E+5,
1832.000,7.82708813E+5,
1833.000,7.82139438E+5,
1834.000,7.81569938E+5,
1835.000,7.81000438E+5,
1836.000,7.80430938E+5,
1837.000,7.79861250E+5,
1838.000,7.79291625E+5,
1839.000,7.78722000E+5,
1840.00,7.78152375E+5,
1841.000,7.77582688E+5,
1842.000,7.77012938E+5,
1843.000,7.76443188E+5,
1844.000,7.75873438E+5,
1845.000,7.75303563E+5,
1846.000,7.74733750E+5,
1847.000,7.74163813E+5,
1848.000,7.73594000E+5,
1849.000,7.73024125E+5,
1850.00,7.72454125E+5,
1851.000,7.71884125E+5,
1852.000,7.71314250E+5,
1853.000,7.70744188E+5,
1854.000,7.70174188E+5,
1855.000,7.69604125E+5,
1856.000,7.69034063E+5,
1857.000,7.68464063E+5,
1858.000,7.67893875E+5,
1859.000,7.67323750E+5,
1860.00,7.66753750E+5,
1861.000,7.66183563E+5,
1862.000,7.65613375E+5,
1863.000,7.65043125E+5,
1864.000,7.64473063E+5,
1865.000,7.63902813E+5,
1866.000,7.63332625E+5,
1867.000,7.62762375E+5,
1868.000,7.62192063E+5,
1869.000,7.61621938E+5,
1870.00,7.61051688E+5,
1871.000,7.60481375E+5,
1872.000,7.59911125E+5,
1873.000,7.59340875E+5,
1874.000,7.58770563E+5,
1875.000,7.58200250E+5,
1876.000,7.57629938E+5,
1877.000,7.57059750E+5,
1878.000,7.56489438E+5,
1879.000,7.55919125E+5,
1880.00,7.55348813E+5,
1881.000,7.54778500E+5,
1882.000,7.54208250E+5,
1883.000,7.53637875E+5,
1884.000,7.53067563E+5,
1885.000,7.52497250E+5,
1886.000,7.51927000E+5,
1887.000,7.51356750E+5,
1888.000,7.50786438E+5,
1889.000,7.50216125E+5,
1890.00,7.49645813E+5,
1891.000,7.49075625E+5,
1892.000,7.48505313E+5,
1893.000,7.47935063E+5,
1894.000,7.47364750E+5,
1895.000,7.46794625E+5,
1896.000,7.46224375E+5,
1897.000,7.45654125E+5,
1898.000,7.45083875E+5,
1899.000,7.44513750E+5,
1900.00,7.43943563E+5,
1901.000,7.43373375E+5,
1902.000,7.42803188E+5,
1903.000,7.42233063E+5,
1904.000,7.41663063E+5,
1905.000,7.41092938E+5,
1906.000,7.40522875E+5,
1907.000,7.39952938E+5,
1908.000,7.39383000E+5,
1909.000,7.38813188E+5,
1910.00,7.38243375E+5,
1911.000,7.37673563E+5,
1912.000,7.37103938E+5,
1913.000,7.36534313E+5,
1914.000,7.35964813E+5,
1915.000,7.35395438E+5,
1916.000,7.34826063E+5,
1917.000,7.34256813E+5,
1918.000,7.33687688E+5,
1919.000,7.33118688E+5,
1920.00,7.32549813E+5,
1921.000,7.31980938E+5,
1922.000,7.31412313E+5,
1923.000,7.30843813E+5,
1924.000,7.30275375E+5,
1925.000,7.29707188E+5,
1926.000,7.29139000E+5,
1927.000,7.28571063E+5,
1928.000,7.28003313E+5,
1929.000,7.27435688E+5,
1930.00,7.26868250E+5,
1931.000,7.26300875E+5,
1932.000,7.25733688E+5,
1933.000,7.25166813E+5,
1934.000,7.24600063E+5,
1935.000,7.24033500E+5,
1936.000,7.23467188E+5,
1937.000,7.22901000E+5,
1938.000,7.22335063E+5,
1939.000,7.21769313E+5,
1940.00,7.21203813E+5,
1941.000,7.20638563E+5,
1942.000,7.20073438E+5,
1943.000,7.19508625E+5,
1944.000,7.18944000E+5,
1945.000,7.18379750E+5,
1946.000,7.17815625E+5,
1947.000,7.17251813E+5,
1948.000,7.16688250E+5,
1949.000,7.16124938E+5,
1950.00,7.15562000E+5,
1951.000,7.14999250E+5,
1952.000,7.14436688E+5,
1953.000,7.13874563E+5,
1954.000,7.13312688E+5,
1955.000,7.12751188E+5,
1956.000,7.12189875E+5,
1957.000,7.11628938E+5,
1958.000,7.11068250E+5,
1959.000,7.10507938E+5,
1960.00,7.09948000E+5,
1961.000,7.09388313E+5,
1962.000,7.08829000E+5,
1963.000,7.08270000E+5,
1964.000,7.07711313E+5,
1965.000,7.07153000E+5,
1966.000,7.06595125E+5,
1967.000,7.06037500E+5,
1968.000,7.05480375E+5,
1969.000,7.04923500E+5,
1970.00,7.04367063E+5,
1971.000,7.03811063E+5,
1972.000,7.03255313E+5,
1973.000,7.02700063E+5,
1974.000,7.02145125E+5,
1975.000,7.01590750E+5,
1976.000,7.01036688E+5,
1977.000,7.00483000E+5,
1978.000,6.99929750E+5,
1979.000,6.99377000E+5,
1980.00,6.98824625E+5,
1981.000,6.98272688E+5,
1982.000,6.97721125E+5,
1983.000,6.97170188E+5,
1984.000,6.96619625E+5,
1985.000,6.96069500E+5,
1986.000,6.95519750E+5,
1987.000,6.94970625E+5,
1988.000,6.94421938E+5,
1989.000,6.93873688E+5,
1990.00,6.93325938E+5,
1991.000,6.92778625E+5,
1992.000,6.92231875E+5,
1993.000,6.91685625E+5,
1994.000,6.91139875E+5,
1995.000,6.90594563E+5,
1996.000,6.90049875E+5,
1997.000,6.89505688E+5,
1998.000,6.88961938E+5,
1999.000,6.88418875E+5,
2000.00,6.87876125E+5,
2001.000,6.87334125E+5,
2002.000,6.86792625E+5,
2003.000,6.86251563E+5,
2004.000,6.85711125E+5,
2005.000,6.85171250E+5,
2006.000,6.84631875E+5,
2007.000,6.84093125E+5,
2008.000,6.83554938E+5,
2009.000,6.83017250E+5,
2010.00,6.82480000E+5,
2011.000,6.81943438E+5,
2012.000,6.81407375E+5,
2013.000,6.80871875E+5,
2014.000,6.80336938E+5,
2015.000,6.79802563E+5,
2016.000,6.79268688E+5,
2017.000,6.78735438E+5,
2018.000,6.78202688E+5,
2019.000,6.77670438E+5,
2020.00,6.77138875E+5,
2021.000,6.76607750E+5,
2022.000,6.76077313E+5,
2023.000,6.75547250E+5,
2024.000,6.75017875E+5,
2025.000,6.74489125E+5,
2026.000,6.73960750E+5,
2027.000,6.73433063E+5,
2028.000,6.72905938E+5,
2029.000,6.72379313E+5,
2030.00,6.71853313E+5,
2031.000,6.71327750E+5,
2032.000,6.70802875E+5,
2033.000,6.70278500E+5,
2034.000,6.69754750E+5,
2035.000,6.69231563E+5,
2036.000,6.68708875E+5,
2037.000,6.68186813E+5,
2038.000,6.67665313E+5,
2039.000,6.67144313E+5,
2040.00,6.66623938E+5,
2041.000,6.66104125E+5,
2042.000,6.65584875E+5,
2043.000,6.65066188E+5,
2044.000,6.64548063E+5,
2045.000,6.64030563E+5,
2046.000,6.63513688E+5,
2047.000,6.62997188E+5,
2048.000,6.62481438E+5,
2049.000,6.61966125E+5,
2050.00,6.61451563E+5,
2051.000,6.60937375E+5,
2052.000,6.60423875E+5,
2053.000,6.59910938E+5,
2054.000,6.59398563E+5,
2055.000,6.58886813E+5,
2056.000,6.58375625E+5,
2057.000,6.57865000E+5,
2058.000,6.57355000E+5,
2059.000,6.56845500E+5,
2060.00,6.56336625E+5,
2061.000,6.55828375E+5,
2062.000,6.55320563E+5,
2063.000,6.54813500E+5,
2064.000,6.54306875E+5,
2065.000,6.53800938E+5,
2066.000,6.53295625E+5,
2067.000,6.52790875E+5,
2068.000,6.52286625E+5,
2069.000,6.51782938E+5,
2070.00,6.51279875E+5,
2071.000,6.50777438E+5,
2072.000,6.50275688E+5,
2073.000,6.49774375E+5,
2074.000,6.49273688E+5,
2075.000,6.48773625E+5,
2076.000,6.48274125E+5,
2077.000,6.47775250E+5,
2078.000,6.47276875E+5,
2079.000,6.46779188E+5,
2080.00,6.46282063E+5,
2081.000,6.45785563E+5,
2082.000,6.45289625E+5,
2083.000,6.44794313E+5,
2084.000,6.44299625E+5,
2085.000,6.43805500E+5,
2086.000,6.43311875E+5,
2087.000,6.42818938E+5,
2088.000,6.42326625E+5,
2089.000,6.41834875E+5,
2090.00,6.41343750E+5,
2091.000,6.40853188E+5,
2092.000,6.40363250E+5,
2093.000,6.39873938E+5,
2094.000,6.39385188E+5,
2095.000,6.38897063E+5,
2096.000,6.38409563E+5,
2097.000,6.37922625E+5,
2098.000,6.37436313E+5,
2099.000,6.36950625E+5,
2100.00,6.36465500E+5,
2101.000,6.35981063E+5,
2102.000,6.35497188E+5,
2103.000,6.35013875E+5,
2104.000,6.34531188E+5,
2105.000,6.34049188E+5,
2106.000,6.33567688E+5,
2107.000,6.33086875E+5,
2108.000,6.32606625E+5,
2109.000,6.32127063E+5,
2110.00,6.31648063E+5,
2111.000,6.31169625E+5,
2112.000,6.30691938E+5,
2113.000,6.30214813E+5,
2114.000,6.29738188E+5,
2115.000,6.29262313E+5,
2116.000,6.28787000E+5,
2117.000,6.28312313E+5,
2118.000,6.27838250E+5,
2119.000,6.27364813E+5,
2120.00,6.26891938E+5,
2121.000,6.26419750E+5,
2122.000,6.25948188E+5,
2123.000,6.25477125E+5,
2124.000,6.25006813E+5,
2125.000,6.24537063E+5,
2126.000,6.24068000E+5,
2127.000,6.23599500E+5,
2128.000,6.23131625E+5,
2129.000,6.22664375E+5,
2130.00,6.22197813E+5,
2131.000,6.21731750E+5,
2132.000,6.21266375E+5,
2133.000,6.20801688E+5,
2134.000,6.20337563E+5,
2135.000,6.19874063E+5,
2136.000,6.19411250E+5,
2137.000,6.18949000E+5,
2138.000,6.18487375E+5,
2139.000,6.18026438E+5,
2140.00,6.17566063E+5,
2141.000,6.17106375E+5,
2142.000,6.16647250E+5,
